species	gene_id	gene_name	genetype	chromosome	start	end	gene_length_bp	strand	hk_status	hk_source	source_file
homo_sapiens	ENSG00000105953	OGDH	protein_coding	7	44606549	44709070	102522	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164604	GPR85	protein_coding	7	113078331	113087778	9448	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136197	C7orf25	protein_coding	7	42908619	42912518	3900	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000001630	CYP51A1	protein_coding	7	92084987	92134803	49817	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000086730	LAT2	protein_coding	7	74199652	74234454	34803	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106459	NRF1	protein_coding	7	129611699	129757082	145384	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000008311	AASS	protein_coding	7	122064583	122144489	79907	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000205356	TECPR1	protein_coding	7	98214624	98252235	37612	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000006128	TAC1	protein_coding	7	97732053	97740472	8420	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000078549	ADCYAP1R1	protein_coding	7	31052308	31111475	59168	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000127947	PTPN12	protein_coding	7	77537295	77640072	102778	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000213199	ASIC3	protein_coding	7	151048292	151052756	4465	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177409	SAMD9L	protein_coding	7	93130056	93148385	18330	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164828	SUN1	protein_coding	7	816591	896435	79845	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000122565	CBX3	protein_coding	7	26201162	26213607	12446	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000155849	ELMO1	protein_coding	7	36852906	37449223	596318	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198420	TCAF1	protein_coding	7	143851364	143903890	52527	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000242802	AP5Z1	protein_coding	7	4775615	4794397	18783	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000004766	VPS50	protein_coding	7	93232340	93361123	128784	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136297	MMD2	protein_coding	7	4905989	4959212	53224	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000135272	MDFIC	protein_coding	7	114921746	115019917	98172	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136235	GPNMB	protein_coding	7	23235967	23275108	39142	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000236609	ZNF853	protein_coding	7	6615348	6624290	8943	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164654	MIOS	protein_coding	7	7566823	7609140	42318	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136244	IL6	protein_coding	7	22725884	22732002	6119	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106628	POLD2	protein_coding	7	44114631	44124407	9777	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000105865	DUS4L	protein_coding	7	107563484	107579483	16000	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106546	AHR	protein_coding	7	16916359	17346152	429794	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000197037	ZSCAN25	protein_coding	7	99616623	99632408	15786	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106538	RARRES2	protein_coding	7	150338314	150342144	3831	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000105948	IFT56	protein_coding	7	139133744	139191986	58243	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164850	GPER1	protein_coding	7	1082208	1094511	12304	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000127995	CASD1	protein_coding	7	94509219	94557302	48084	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000105968	H2AZ2	protein_coding	7	44826791	44848146	21356	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000257923	CUX1	protein_coding	7	101815904	102283958	468055	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181072	CHRM2	protein_coding	7	136868652	137020255	151604	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000005471	ABCB4	protein_coding	7	87401696	87480435	78740	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000122678	POLM	protein_coding	7	44070915	44082530	11616	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000205482	SPDYE18	protein_coding	7	77050391	77063938	13548	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000077454	LRCH4	protein_coding	7	100574011	100586161	12151	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000087087	SRRT	protein_coding	7	100875065	100888664	13600	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000161036	LRWD1	protein_coding	7	102464939	102473507	8569	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106541	AGR2	protein_coding	7	16791387	16833433	42047	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106333	PCOLCE	protein_coding	7	100602334	100608175	5842	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000133627	ACTR3B	protein_coding	7	152759749	152855378	95630	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000174697	LEP	protein_coding	7	128241278	128257629	16352	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000005981	ASB4	protein_coding	7	95478444	95540233	61790	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000005249	PRKAR2B	protein_coding	7	107044627	107161811	117185	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000161040	FBXL13	protein_coding	7	102811189	103075400	264212	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106460	TMEM106B	protein_coding	7	12211042	12243367	32326	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000198839	ZNF277	protein_coding	7	112206695	112356519	149825	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000197093	GAL3ST4	protein_coding	7	100159244	100168953	9710	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136247	ZDHHC4	protein_coding	7	6577405	6589374	11970	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000161048	NAPEPLD	protein_coding	7	103099776	103151172	51397	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000176428	VPS37D	protein_coding	7	73667831	73672112	4282	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000128606	LRRC17	protein_coding	7	102912941	102945111	32171	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160813	PPP1R35	protein_coding	7	100435282	100436497	1216	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000129103	SUMF2	protein_coding	7	56064002	56080670	16669	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136238	RAC1	protein_coding	7	6374098	6403998	29901	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106246	PTCD1	protein_coding	7	99416739	99466163	49425	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000170632	ARMC10	protein_coding	7	103074625	103102902	28278	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000172354	GNB2	protein_coding	7	100673567	100679174	5608	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164776	PHKG1	protein_coding	7	56079923	56093012	13090	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106245	BUD31	protein_coding	7	99408615	99419618	11004	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000087077	TRIP6	protein_coding	7	100867126	100873524	6399	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000008277	ADAM22	protein_coding	7	87934136	88202889	268754	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000157214	STEAP2	protein_coding	7	90167590	90238137	70548	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196275	GTF2IRD2	protein_coding	7	74796144	74851611	55468	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000205060	SLC35B4	protein_coding	7	134289332	134317117	27786	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000065883	CDK13	protein_coding	7	39950121	40099580	149460	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000090263	MRPS33	protein_coding	7	141002610	141015228	12619	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106261	ZKSCAN1	protein_coding	7	100015570	100041689	26120	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178234	GALNT11	protein_coding	7	152025626	152122347	96722	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000146574	CCZ1B	protein_coding	7	6794134	6826770	32637	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000176532	PRR15	protein_coding	7	29563775	29567306	3532	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164885	CDK5	protein_coding	7	151051517	151057947	6431	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106351	AGFG2	protein_coding	7	100539190	100568220	29031	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000002822	MAD1L1	protein_coding	7	1815787	2233243	417457	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000001631	KRIT1	protein_coding	7	92197498	92246166	48669	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106178	CCL24	protein_coding	7	75810825	75823943	13119	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000155428	TRIM74	protein_coding	7	72959485	72969466	9982	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000132436	FIGNL1	protein_coding	7	50444128	50450406	6279	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000075303	SLC25A40	protein_coding	7	87833561	87876404	42844	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136273	HUS1	protein_coding	7	47961882	47979682	17801	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000135249	RINT1	protein_coding	7	105532160	105567687	35528	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136279	DBNL	protein_coding	7	44044628	44069456	24829	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169902	TPST1	protein_coding	7	66205289	66420549	215261	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000086300	SNX10	protein_coding	7	26291862	26374383	82522	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136267	DGKB	protein_coding	7	14145049	14974833	829785	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160917	CPSF4	protein_coding	7	99438908	99457377	18470	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106588	PSMA2	protein_coding	7	42916828	42932223	15396	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164603	SAMTOR	protein_coding	7	112819147	112939875	120729	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000135241	PNPLA8	protein_coding	7	108470417	108569666	99250	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136270	TBRG4	protein_coding	7	45097584	45112048	14465	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000157778	PSMG3	protein_coding	7	1567332	1571078	3747	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000006576	PHTF2	protein_coding	7	77798761	77957503	158743	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196329	GIMAP5	protein_coding	7	150722253	150750033	27781	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000070669	ASNS	protein_coding	7	97851677	97872542	20866	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000135211	TMEM60	protein_coding	7	77793728	77799484	5757	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106344	RBM28	protein_coding	7	128297685	128343971	46287	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000048405	ZNF800	protein_coding	7	127346790	127431924	85135	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000146859	TMEM140	protein_coding	7	135148072	135166519	18448	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000197448	GSTK1	protein_coding	7	143244093	143270873	26781	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000146926	ASB10	protein_coding	7	151175695	151187832	12138	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106025	TSPAN12	protein_coding	7	120787319	120858402	71084	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000146733	PSPH	protein_coding	7	56010312	56051604	41293	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000105835	NAMPT	protein_coding	7	106248298	106291225	42928	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196456	ZNF775	protein_coding	7	150368790	150398634	29845	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000070882	OSBPL3	protein_coding	7	24796540	24981634	185095	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000136295	TTYH3	protein_coding	7	2631919	2664816	32898	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106608	URGCP	protein_coding	7	43875894	43926411	50518	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000158528	PPP1R9A	protein_coding	7	94907202	95296415	389214	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106554	CHCHD3	protein_coding	7	132784449	133082250	297802	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000158517	NCF1	protein_coding	7	74773975	74789376	15402	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000127954	STEAP4	protein_coding	7	88270892	88307010	36119	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160999	SH2B2	protein_coding	7	102284995	102321712	36718	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164849	GPR146	protein_coding	7	1044537	1059269	14733	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000122779	TRIM24	protein_coding	7	138460210	138589996	129787	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000122642	FKBP9	protein_coding	7	32957404	33006930	49527	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000128564	VGF	protein_coding	7	101162509	101167227	4719	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106290	TAF6	protein_coding	7	100106876	100120091	13216	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000130429	ARPC1B	protein_coding	7	99374226	99394827	20602	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196652	ZKSCAN5	protein_coding	7	99500398	99535360	34963	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000006468	ETV1	protein_coding	7	13891229	13991425	100197	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160908	ZNF394	protein_coding	7	99473877	99504918	31042	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000221838	AP4M1	protein_coding	7	100100841	100110345	9505	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000033050	ABCF2	protein_coding	7	151211484	151227241	15758	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169193	CCDC126	protein_coding	7	23597377	23644712	47336	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000106009	BRAT1	protein_coding	7	2537810	2555782	17973	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000166997	CNPY4	protein_coding	7	100119634	100125508	5875	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000077080	ACTL6B	protein_coding	7	100643097	100656458	13362	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169871	TRIM56	protein_coding	7	101085234	101097967	12734	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
