Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_id	gene_length_bp
ENSG00000286920	33323628	33329279	6	ENSG00000286920	5652
ENSG00000204695	29301701	29313017	6	ENSG00000204695	11317
ENSG00000137204	43295694	43305538	6	ENSG00000137204	9845
ENSG00000118137	116835751	116837622	11	ENSG00000118137	1872
ENSG00000172382	2712419	2720551	16	ENSG00000172382	8133
ENSG00000187806	72398302	72408367	15	ENSG00000187806	10066
ENSG00000130204	44890569	44903689	19	ENSG00000130204	13121
ENSG00000145335	89700345	89838315	4	ENSG00000145335	137971
ENSG00000213614	72340924	72376420	15	ENSG00000213614	35497
ENSG00000007038	2817180	2826304	16	ENSG00000007038	9125
ENSG00000160584	116843402	117098437	11	ENSG00000160584	255036
ENSG00000146215	43299710	43308826	6	ENSG00000146215	9117
ENSG00000100767	73237497	73274640	14	ENSG00000100767	37144
ENSG00000110799	5948877	6124770	12	ENSG00000110799	175894
ENSG00000197594	131808016	131895155	6	ENSG00000197594	87140
ENSG00000130203	44905791	44909393	19	ENSG00000130203	3603
ENSG00000005001	2852730	2858170	16	ENSG00000005001	5441
ENSG00000145934	166979029	168264157	5	ENSG00000145934	1285129
ENSG00000130208	44914247	44919349	19	ENSG00000130208	5103
ENSG00000153446	5044122	5066110	16	ENSG00000153446	21989
ENSG00000267467	44942237	44945496	19	ENSG00000267467	3260
ENSG00000224916	44942238	44949565	19	ENSG00000224916	7328
ENSG00000234906	44946035	44949565	19	ENSG00000234906	3531
ENSG00000237649	33391823	33409896	6	ENSG00000237649	18074
ENSG00000104853	44954585	44993341	19	ENSG00000104853	38757
ENSG00000140995	89948697	89968060	16	ENSG00000140995	19364
ENSG00000198855	108515277	108525837	12	ENSG00000198855	10561
ENSG00000113600	39284140	39371324	5	ENSG00000113600	87185
ENSG00000075856	108522214	108561400	12	ENSG00000075856	39187
ENSG00000112511	33410399	33416453	6	ENSG00000112511	6055
ENSG00000272391	75416786	75486299	7	ENSG00000272391	69514
ENSG00000144580	218568580	218597080	2	ENSG00000144580	28501
ENSG00000138722	89879532	89954629	4	ENSG00000138722	75098
ENSG00000214897	153395639	153401392	X	ENSG00000214897	5754
ENSG00000131187	177402133	177416583	5	ENSG00000131187	14451
ENSG00000067842	153517642	153582939	X	ENSG00000067842	65298
ENSG00000040275	169583636	169604778	5	ENSG00000040275	21143
ENSG00000133961	73275107	73458617	14	ENSG00000133961	183511
ENSG00000127946	75533298	75738962	7	ENSG00000127946	205665
ENSG00000184478	5938751	5951347	11	ENSG00000184478	12597
ENSG00000163738	74114174	74303099	4	ENSG00000163738	188926
ENSG00000184698	5383812	5393263	11	ENSG00000184698	9452
ENSG00000187918	5449323	5456518	11	ENSG00000187918	7196
ENSG00000168000	62689289	62709845	11	ENSG00000168000	20557
ENSG00000198837	153929501	153946718	1	ENSG00000198837	17218
ENSG00000115556	218607855	218637184	2	ENSG00000115556	29330
ENSG00000124882	74365145	74388749	4	ENSG00000124882	23605
ENSG00000188868	12317477	12333720	19	ENSG00000188868	16244
ENSG00000109321	74445136	74455005	4	ENSG00000109321	9870
ENSG00000112514	33416442	33418317	6	ENSG00000112514	1876
ENSG00000106823	92493554	92536655	9	ENSG00000106823	43102
ENSG00000198342	12345944	12365905	19	ENSG00000198342	19962
ENSG00000052802	165327667	165343164	4	ENSG00000052802	15498
ENSG00000196466	12390016	12401271	19	ENSG00000196466	11256
ENSG00000204767	169861303	169980495	5	ENSG00000204767	119193
ENSG00000268870	12391949	12441082	19	ENSG00000268870	49134
ENSG00000180855	12429706	12441021	19	ENSG00000180855	11316
ENSG00000106852	122202577	122229626	9	ENSG00000106852	27050
ENSG00000134516	169637268	170083382	5	ENSG00000134516	446115
ENSG00000160741	153947669	153958615	1	ENSG00000160741	10947
ENSG00000269755	12433103	12484816	19	ENSG00000269755	51714
ENSG00000109472	165361194	165498547	4	ENSG00000109472	137354
ENSG00000242852	12461184	12513854	19	ENSG00000242852	52671
ENSG00000181963	4449295	4450361	11	ENSG00000181963	1067
ENSG00000196778	4482646	4493497	11	ENSG00000196778	10852
ENSG00000182791	66590176	66593063	11	ENSG00000182791	2888
ENSG00000136003	108562582	108569368	12	ENSG00000136003	6787
ENSG00000173992	66593153	66606019	11	ENSG00000173992	12867
ENSG00000196826	12461559	12551474	19	ENSG00000196826	89916
ENSG00000073331	112285509	112442621	4	ENSG00000073331	157113
ENSG00000105607	12891160	12914207	19	ENSG00000105607	23048
ENSG00000006606	75769533	75789896	7	ENSG00000006606	20364
ENSG00000106178	75810825	75823356	7	ENSG00000106178	12532
ENSG00000074582	218658764	218663443	2	ENSG00000074582	4680
ENSG00000005486	75842602	75888926	7	ENSG00000005486	46325
ENSG00000239306	66616626	66629934	11	ENSG00000239306	13309
ENSG00000140548	90001324	90082206	15	ENSG00000140548	80883
ENSG00000204071	102140476	102142970	X	ENSG00000204071	2495
ENSG00000248643	66616626	66646469	11	ENSG00000248643	29844
ENSG00000143578	153967534	153974361	1	ENSG00000143578	6828
ENSG00000197283	33419661	33453689	6	ENSG00000197283	34029
ENSG00000183160	108589851	108598320	12	ENSG00000183160	8470
ENSG00000082458	70444835	70505490	X	ENSG00000082458	60656
ENSG00000173933	66638667	66668374	11	ENSG00000173933	29708
ENSG00000182054	90083045	90102477	15	ENSG00000182054	19433
ENSG00000161860	12898786	12919293	19	ENSG00000161860	20508
ENSG00000189077	75986831	75994656	7	ENSG00000189077	7826
ENSG00000134531	13196723	13219941	12	ENSG00000134531	23219
ENSG00000103168	84177847	84187070	16	ENSG00000103168	9224
ENSG00000179820	53864763	53876435	19	ENSG00000179820	11673
ENSG00000109189	52590960	52659301	4	ENSG00000109189	68342
ENSG00000173914	66664998	66677887	11	ENSG00000173914	12890
ENSG00000063046	53006282	53042215	12	ENSG00000063046	35934
ENSG00000126583	53879190	53907652	19	ENSG00000126583	28463
ENSG00000196391	90352284	90369146	15	ENSG00000196391	16863
ENSG00000134909	128965060	129279324	11	ENSG00000134909	314265
ENSG00000023318	99979185	100099052	9	ENSG00000023318	119868
ENSG00000170468	73490933	73493394	14	ENSG00000170468	2462
ENSG00000100906	35401079	35404749	14	ENSG00000100906	3671
ENSG00000140575	90388242	90502239	15	ENSG00000140575	113998
ENSG00000170088	165070608	165208549	4	ENSG00000170088	137942
ENSG00000132356	40759389	40798374	5	ENSG00000132356	38986
ENSG00000127952	75996338	76048004	7	ENSG00000127952	51667
ENSG00000151338	37197894	37579125	14	ENSG00000151338	381232
ENSG00000272297	186426546	186555328	4	ENSG00000272297	128783
ENSG00000143543	153974269	153977674	1	ENSG00000143543	3406
ENSG00000083857	186587794	186726722	4	ENSG00000083857	138929
ENSG00000163481	218663892	218672002	2	ENSG00000163481	8111
ENSG00000172037	49121114	49133118	3	ENSG00000172037	12005
ENSG00000196422	135479079	135488893	9	ENSG00000196422	9815
ENSG00000160345	135495181	135501734	9	ENSG00000160345	6554
ENSG00000155465	22773222	22829820	14	ENSG00000155465	56599
ENSG00000105605	53909278	53943950	19	ENSG00000105605	34673
ENSG00000145592	40825262	40835222	5	ENSG00000145592	9961
ENSG00000101811	100820391	100841520	X	ENSG00000101811	21130
ENSG00000285641	153975850	153986246	1	ENSG00000285641	10397
ENSG00000160349	135521438	135526540	9	ENSG00000160349	5103
ENSG00000143545	153981617	153986358	1	ENSG00000143545	4742
ENSG00000142408	53962937	53990215	19	ENSG00000142408	27279
ENSG00000163482	218672069	218702716	2	ENSG00000163482	30648
ENSG00000249581	17515165	17527104	4	ENSG00000249581	11940
ENSG00000132357	40841308	40860175	5	ENSG00000132357	18868
ENSG00000139155	20695332	20753386	12	ENSG00000139155	58055
ENSG00000130433	53991637	54012666	19	ENSG00000130433	21030
ENSG00000002549	17577198	17607972	4	ENSG00000002549	30775
ENSG00000146701	76048051	76067508	7	ENSG00000146701	19458
ENSG00000122136	135546126	135549969	9	ENSG00000122136	3844
ENSG00000095015	56815549	56896152	5	ENSG00000095015	80604
ENSG00000189068	54040825	54063953	19	ENSG00000189068	23129
ENSG00000177352	49162535	49166331	3	ENSG00000177352	3797
ENSG00000007952	100843324	100874359	X	ENSG00000007952	31036
ENSG00000011638	21158377	21180616	16	ENSG00000011638	22240
ENSG00000185909	49171598	49176486	3	ENSG00000185909	4889
ENSG00000177954	153990762	153992155	1	ENSG00000177954	1394
ENSG00000155542	56909260	56925532	5	ENSG00000155542	16273
ENSG00000126883	131125573	131234663	9	ENSG00000126883	109091
ENSG00000130997	2071918	2242121	4	ENSG00000130997	170204
ENSG00000162642	85249953	85259672	1	ENSG00000162642	9720
ENSG00000236980	49177634	49191858	3	ENSG00000236980	14225
ENSG00000163646	150926163	150972727	3	ENSG00000163646	46565
ENSG00000213588	33453970	33457544	6	ENSG00000213588	3575
ENSG00000062582	43866558	43869893	7	ENSG00000062582	3336
ENSG00000116198	3812086	3857396	1	ENSG00000116198	45311
ENSG00000120253	149724315	149749665	6	ENSG00000120253	25351
ENSG00000162066	2520357	2531422	16	ENSG00000162066	11066
ENSG00000139116	39293228	39443390	12	ENSG00000139116	150163
ENSG00000006837	134286350	134371047	5	ENSG00000006837	84698
ENSG00000270617	43866558	43906589	7	ENSG00000270617	40032
ENSG00000240303	132558138	132660082	3	ENSG00000240303	101945
ENSG00000171714	21782659	22283567	11	ENSG00000171714	500909
ENSG00000089558	42156891	42181142	17	ENSG00000089558	24252
ENSG00000106608	43875894	43926411	7	ENSG00000106608	50518
ENSG00000123933	2247432	2262109	4	ENSG00000123933	14678
ENSG00000105643	18001132	18014102	19	ENSG00000105643	12971
ENSG00000182489	100913445	100929433	X	ENSG00000182489	15989
ENSG00000161610	42184060	42185452	17	ENSG00000161610	1393
ENSG00000182492	153494980	153509546	X	ENSG00000182492	14567
ENSG00000159733	2269582	2418651	4	ENSG00000159733	149070
ENSG00000166145	40844018	40858207	15	ENSG00000166145	14190
ENSG00000167925	42188799	42194532	17	ENSG00000167925	5734
ENSG00000285991	149817937	149896011	6	ENSG00000285991	78075
ENSG00000120256	149818757	149864359	6	ENSG00000120256	45603
ENSG00000078967	43926436	43956136	7	ENSG00000078967	29701
ENSG00000203722	149916878	149923121	6	ENSG00000203722	6244
ENSG00000119048	134371184	134392108	5	ENSG00000119048	20925
ENSG00000105325	3506311	3538334	19	ENSG00000105325	32024
ENSG00000135912	218710835	218755416	2	ENSG00000135912	44582
ENSG00000129682	138614727	139222777	X	ENSG00000129682	608051
ENSG00000131015	149942014	149949235	6	ENSG00000131015	7222
ENSG00000237190	134402065	134411881	5	ENSG00000237190	9817
ENSG00000135317	85504776	85594156	6	ENSG00000135317	89381
ENSG00000274810	132558142	132722459	3	ENSG00000274810	164318
ENSG00000164330	158695916	159099916	5	ENSG00000164330	404001
ENSG00000010244	32350132	32381885	17	ENSG00000010244	31754
ENSG00000129048	132597270	132618967	3	ENSG00000129048	21698
ENSG00000099364	30923055	30948783	16	ENSG00000099364	25729
ENSG00000047056	1049538	1160991	10	ENSG00000047056	111454
ENSG00000101958	14529298	14731812	X	ENSG00000101958	202515
ENSG00000206113	2418974	2462942	4	ENSG00000206113	43969
ENSG00000088726	12733528	12769457	3	ENSG00000088726	35930
ENSG00000005893	120426148	120469365	X	ENSG00000005893	43218
ENSG00000243566	76510525	76516522	7	ENSG00000243566	5998
ENSG00000152208	92303966	93810157	4	ENSG00000152208	1506192
ENSG00000179335	74598500	74645414	15	ENSG00000179335	46915
ENSG00000213928	24161234	24168043	14	ENSG00000213928	6810
ENSG00000197790	4545191	4546144	11	ENSG00000197790	954
ENSG00000146707	76609986	76627279	7	ENSG00000146707	17294
ENSG00000255012	56609236	56614874	11	ENSG00000255012	5639
ENSG00000226807	141433829	141507230	8	ENSG00000226807	73402
ENSG00000099385	30833626	30894302	16	ENSG00000099385	60677
ENSG00000145860	159157409	159210053	5	ENSG00000145860	52645
ENSG00000176925	4821321	4822456	11	ENSG00000176925	1136
ENSG00000280204	58212720	58216084	11	ENSG00000280204	3365
ENSG00000284609	124395534	124399024	11	ENSG00000284609	3491
ENSG00000284680	124382394	124384499	11	ENSG00000284680	2106
ENSG00000170683	7937171	7941708	11	ENSG00000170683	4538
ENSG00000170790	6863057	6874717	11	ENSG00000170790	11661
ENSG00000172320	59436469	59451380	11	ENSG00000172320	14912
ENSG00000176893	4912588	4919350	11	ENSG00000176893	6763
ENSG00000176895	4903783	4909462	11	ENSG00000176895	5680
ENSG00000180974	5880629	5887079	11	ENSG00000180974	6451
ENSG00000181698	56274154	56276819	11	ENSG00000181698	2666
ENSG00000289346	74796150	74890585	7	ENSG00000289346	94436
ENSG00000196247	64666099	64711577	7	ENSG00000196247	45479
ENSG00000135929	218781749	218815293	2	ENSG00000135929	33545
ENSG00000172238	93828753	93830964	4	ENSG00000172238	2212
ENSG00000187486	17365172	17389331	11	ENSG00000187486	24160
ENSG00000242732	72127110	72131915	X	ENSG00000242732	4806
ENSG00000046653	13770939	13938638	X	ENSG00000046653	167700
ENSG00000226490	141514638	141518737	8	ENSG00000226490	4100
ENSG00000163104	94207611	94291292	4	ENSG00000163104	83682
ENSG00000169155	126805006	126838210	9	ENSG00000169155	33205
ENSG00000184933	6791736	6799689	11	ENSG00000184933	7954
ENSG00000103549	30761745	30776307	16	ENSG00000103549	14563
ENSG00000197428	4637477	4643060	11	ENSG00000197428	5584
ENSG00000180785	4643420	4655488	11	ENSG00000180785	12069
ENSG00000188124	6765626	6771976	11	ENSG00000188124	6351
ENSG00000136273	47963288	47979615	7	ENSG00000136273	16328
ENSG00000234560	124026798	124030634	11	ENSG00000234560	3837
ENSG00000110711	67468174	67491154	11	ENSG00000110711	22981
ENSG00000136859	127087348	127122635	9	ENSG00000136859	35288
ENSG00000169598	3857267	3885429	1	ENSG00000169598	28163
ENSG00000161091	3538261	3574290	19	ENSG00000161091	36030
ENSG00000107854	91798426	91865475	10	ENSG00000107854	67050
ENSG00000205497	4942831	4947605	11	ENSG00000205497	4775
ENSG00000169599	69396113	69437628	2	ENSG00000169599	41516
ENSG00000172890	71453109	71524107	11	ENSG00000172890	70999
ENSG00000172785	120837	179147	9	ENSG00000172785	58311
ENSG00000164332	159263290	159286036	5	ENSG00000164332	22747
ENSG00000180938	124973295	124979389	8	ENSG00000180938	6095
ENSG00000243279	49071161	49074002	X	ENSG00000243279	2842
ENSG00000165995	18140424	18543557	10	ENSG00000165995	403134
ENSG00000174460	118823824	118826968	X	ENSG00000174460	3145
ENSG00000104549	124998497	125022283	8	ENSG00000104549	23787
ENSG00000102172	21940709	21994837	X	ENSG00000102172	54129
ENSG00000164746	48035511	48061304	7	ENSG00000164746	25794
ENSG00000288626	147611590	147611796	1	ENSG00000288626	207
ENSG00000162836	147629652	147670524	1	ENSG00000162836	40873
ENSG00000144713	12834485	12841582	3	ENSG00000144713	7098
ENSG00000184613	44508275	44921848	12	ENSG00000184613	413574
ENSG00000180638	19678288	19718979	17	ENSG00000180638	40692
ENSG00000113302	159314780	159330863	5	ENSG00000113302	16084
ENSG00000064961	3572777	3579088	19	ENSG00000064961	6312
ENSG00000077279	111293779	111412429	X	ENSG00000077279	118651
ENSG00000115568	218633329	218659655	2	ENSG00000115568	26327
ENSG00000129007	68190705	68206079	15	ENSG00000129007	15375
ENSG00000127152	99169287	99272197	14	ENSG00000127152	102911
ENSG00000158683	47740202	47948466	7	ENSG00000158683	208265
ENSG00000145740	69093991	69131069	5	ENSG00000145740	37079
ENSG00000290230	144078642	144084330	8	ENSG00000290230	5689
ENSG00000082701	119821321	120094994	3	ENSG00000082701	273674
ENSG00000178896	144078648	144080648	8	ENSG00000178896	2001
ENSG00000183476	78077808	78104370	15	ENSG00000183476	26563
ENSG00000147434	42752620	42796392	8	ENSG00000147434	43773
ENSG00000184716	43794162	43800220	15	ENSG00000184716	6059
ENSG00000188760	219543663	219550595	2	ENSG00000188760	6933
ENSG00000163106	94298535	94342876	4	ENSG00000163106	44342
ENSG00000153066	11679083	11742857	16	ENSG00000153066	63775
ENSG00000244411	71527267	71528669	11	ENSG00000244411	1403
ENSG00000092330	24238286	24242663	14	ENSG00000092330	4378
ENSG00000131931	42836674	42843325	8	ENSG00000131931	6652
ENSG00000109132	41744082	41748725	4	ENSG00000109132	4644
ENSG00000241233	71538025	71539209	11	ENSG00000241233	1185
ENSG00000254997	71548420	71549608	11	ENSG00000254997	1189
ENSG00000179855	3585478	3593541	19	ENSG00000179855	8064
ENSG00000116667	184387029	184629019	1	ENSG00000116667	241991
ENSG00000204572	71565563	71566735	11	ENSG00000204572	1173
ENSG00000198885	96325317	96330517	2	ENSG00000198885	5201
ENSG00000120925	42849637	42897290	8	ENSG00000120925	47654
ENSG00000163040	131527675	131533666	2	ENSG00000163040	5992
ENSG00000161328	537527	554912	11	ENSG00000161328	17386
ENSG00000007080	17933015	17943991	19	ENSG00000007080	10977
ENSG00000109133	41935129	41960803	4	ENSG00000109133	25675
ENSG00000125945	23359448	23369836	1	ENSG00000125945	10389
ENSG00000153406	4461691	4495763	16	ENSG00000153406	34073
ENSG00000167202	77984036	78077724	15	ENSG00000167202	93689
ENSG00000184544	9771434	9791592	17	ENSG00000184544	20159
ENSG00000134057	69167135	69178245	5	ENSG00000134057	11111
ENSG00000183397	3539171	3544030	19	ENSG00000183397	4860
ENSG00000204219	23380909	23424748	1	ENSG00000204219	43840
ENSG00000105701	18531751	18544077	19	ENSG00000105701	12327
ENSG00000167822	56134721	56140201	11	ENSG00000167822	5481
ENSG00000092098	24146683	24160660	14	ENSG00000092098	13978
ENSG00000168172	42896946	43030535	8	ENSG00000168172	133590
ENSG00000006071	17392498	17476894	11	ENSG00000006071	84397
ENSG00000132361	2689386	2712663	17	ENSG00000132361	23278
ENSG00000285779	153959151	153975887	1	ENSG00000285779	16737
ENSG00000162885	235447190	235504452	1	ENSG00000162885	57263
ENSG00000179950	143816344	143830709	8	ENSG00000179950	14366
ENSG00000215301	41333348	41364472	X	ENSG00000215301	31125
ENSG00000158517	74774011	74789315	7	ENSG00000158517	15305
ENSG00000145850	156919292	156963226	5	ENSG00000145850	43935
ENSG00000222038	130611440	130658037	2	ENSG00000222038	46598
ENSG00000103253	726936	735525	16	ENSG00000103253	8590
ENSG00000204634	101007228	101252866	2	ENSG00000204634	245639
ENSG00000104059	29120252	29570979	15	ENSG00000104059	450728
ENSG00000182308	41981756	41986465	4	ENSG00000182308	4710
ENSG00000014824	41990502	42090461	4	ENSG00000014824	99960
ENSG00000155868	157137424	157159019	5	ENSG00000155868	21596
ENSG00000170613	157161846	157166264	5	ENSG00000170613	4419
ENSG00000230778	40278372	40283064	15	ENSG00000230778	4693
ENSG00000103653	74782080	74803197	15	ENSG00000103653	21118
ENSG00000154917	133824235	133895882	3	ENSG00000154917	71648
ENSG00000151292	123512177	123617049	5	ENSG00000151292	104873
ENSG00000285292	151207837	151227166	7	ENSG00000285292	19330
ENSG00000173110	161524540	161526894	1	ENSG00000173110	2355
ENSG00000163013	73254682	73284478	2	ENSG00000163013	29797
ENSG00000143125	110451149	110457358	1	ENSG00000143125	6210
ENSG00000089505	66566393	66579137	16	ENSG00000089505	12745
ENSG00000188037	143316111	143352083	7	ENSG00000188037	35973
ENSG00000143105	110517217	110519175	1	ENSG00000143105	1959
ENSG00000177301	110519837	110631474	1	ENSG00000177301	111638
ENSG00000156381	102501767	102509799	14	ENSG00000156381	8033
ENSG00000154518	175176258	175181710	2	ENSG00000154518	5453
ENSG00000188848	42110853	42152878	4	ENSG00000188848	42026
ENSG00000188315	49268596	49277232	3	ENSG00000188315	8637
ENSG00000089902	102592649	102730561	14	ENSG00000089902	137913
ENSG00000240445	18667629	18682314	17	ENSG00000240445	14686
ENSG00000178343	42397488	42402487	4	ENSG00000178343	5000
ENSG00000111716	21635342	21757857	12	ENSG00000111716	122516
ENSG00000114316	49277144	49340712	3	ENSG00000114316	63569
ENSG00000125457	75266228	75271231	17	ENSG00000125457	5004
ENSG00000105700	18557762	18569387	19	ENSG00000105700	11626
ENSG00000215203	42892713	43030658	4	ENSG00000215203	137946
ENSG00000187514	231706895	231713551	2	ENSG00000187514	6657
ENSG00000166126	102922663	102933596	14	ENSG00000166126	10934
ENSG00000185477	89236383	89307800	4	ENSG00000185477	71418
ENSG00000160752	155308748	155320666	1	ENSG00000160752	11919
ENSG00000183208	90233808	90245811	15	ENSG00000183208	12004
ENSG00000204779	65282101	65285209	9	ENSG00000204779	3109
ENSG00000184305	90127394	91605295	4	ENSG00000184305	1477902
ENSG00000147996	65668805	65734041	9	ENSG00000147996	65237
ENSG00000131323	102777449	102911500	14	ENSG00000131323	134052
ENSG00000106263	2354086	2380745	7	ENSG00000106263	26660
ENSG00000186665	67991099	67996469	17	ENSG00000186665	5371
ENSG00000062038	68636189	68727468	16	ENSG00000062038	91280
ENSG00000113263	157142933	157255185	5	ENSG00000113263	112253
ENSG00000137766	53978201	54628707	15	ENSG00000137766	650507
ENSG00000141736	39687914	39730426	17	ENSG00000141736	42513
ENSG00000139330	91050491	91058024	12	ENSG00000139330	7534
ENSG00000138798	109912883	110013766	4	ENSG00000138798	100884
ENSG00000127328	69738860	69823204	12	ENSG00000127328	84345
ENSG00000164418	100962701	102081622	6	ENSG00000164418	1118922
ENSG00000221983	18571730	18577550	19	ENSG00000221983	5821
ENSG00000051596	175917873	176034680	5	ENSG00000051596	116808
ENSG00000039068	68737292	68835537	16	ENSG00000039068	98246
ENSG00000173517	77100656	77420144	15	ENSG00000173517	319489
ENSG00000118257	205681990	205798133	2	ENSG00000118257	116144
ENSG00000151322	32934396	33820863	14	ENSG00000151322	886468
ENSG00000047346	52581317	52709817	15	ENSG00000047346	128501
ENSG00000121957	108875350	108934545	1	ENSG00000121957	59196
ENSG00000106009	2537810	2555694	7	ENSG00000106009	17885
ENSG00000170085	176238367	176345991	5	ENSG00000170085	107625
ENSG00000145014	194587673	194633689	3	ENSG00000145014	46017
ENSG00000128564	101162509	101165569	7	ENSG00000128564	3061
ENSG00000005108	11370365	11832198	7	ENSG00000005108	461834
ENSG00000138792	110365733	110565285	4	ENSG00000138792	199553
ENSG00000006016	18572220	18607741	19	ENSG00000006016	35522
ENSG00000131773	135457456	135656722	8	ENSG00000131773	199267
ENSG00000146809	123567010	123639481	7	ENSG00000146809	72472
ENSG00000006015	18588685	18592337	19	ENSG00000006015	3653
ENSG00000108639	78168581	78173527	17	ENSG00000108639	4947
ENSG00000122203	176346062	176361807	5	ENSG00000122203	15746
ENSG00000124788	16299112	16761491	6	ENSG00000124788	462380
ENSG00000164651	20782279	20786886	7	ENSG00000164651	4608
ENSG00000048405	127346790	127431924	7	ENSG00000048405	85135
ENSG00000105696	18607430	18621039	19	ENSG00000105696	13610
ENSG00000232070	21098811	21103724	14	ENSG00000232070	4914
ENSG00000169347	20309574	20327808	16	ENSG00000169347	18235
ENSG00000141376	60677453	61392838	17	ENSG00000141376	715386
ENSG00000164983	124306189	124372701	8	ENSG00000164983	66513
ENSG00000198429	11887782	11914329	19	ENSG00000198429	26548
ENSG00000288708	16328342	16328431	6	ENSG00000288708	90
ENSG00000145194	184276011	184293031	3	ENSG00000145194	17021
ENSG00000096696	7541617	7586714	6	ENSG00000096696	45098
ENSG00000140254	45117366	45129938	15	ENSG00000140254	12573
ENSG00000128512	111726110	112206407	7	ENSG00000128512	480298
ENSG00000196757	11925068	11950773	19	ENSG00000196757	25706
ENSG00000139263	58872149	58920504	12	ENSG00000139263	48356
ENSG00000213741	49570984	49599164	14	ENSG00000213741	28181
ENSG00000267179	11925075	11979290	19	ENSG00000267179	54216
ENSG00000197858	144082337	144093149	8	ENSG00000197858	10813
ENSG00000197054	11965037	11980617	19	ENSG00000197054	15581
ENSG00000250374	165053866	165060554	4	ENSG00000250374	6689
ENSG00000175414	176365487	176401865	5	ENSG00000175414	36379
ENSG00000178950	849276	932373	4	ENSG00000178950	83098
ENSG00000165501	49598761	49614672	14	ENSG00000165501	15912
ENSG00000048162	176383946	176388927	5	ENSG00000048162	4982
ENSG00000286098	11987641	12078106	19	ENSG00000286098	90466
ENSG00000257355	12017888	12052967	19	ENSG00000257355	35080
ENSG00000286132	12075327	12113325	19	ENSG00000286132	37999
ENSG00000132010	12092843	12140355	19	ENSG00000132010	47513
ENSG00000188396	44805893	44807351	1	ENSG00000188396	1459
ENSG00000213297	12132117	12156731	19	ENSG00000213297	24615
ENSG00000165502	49618530	49620626	14	ENSG00000165502	2097
ENSG00000257591	12142090	12156734	19	ENSG00000257591	14645
ENSG00000168282	49620799	49623481	14	ENSG00000168282	2683
ENSG00000146066	176388751	176389761	5	ENSG00000146066	1011
ENSG00000165506	49625174	49635244	14	ENSG00000165506	10071
ENSG00000161642	54369133	54391298	12	ENSG00000161642	22166
ENSG00000175416	176392501	176416539	5	ENSG00000175416	24039
ENSG00000104892	45333434	45351520	19	ENSG00000104892	18087
ENSG00000082482	215005775	215237090	1	ENSG00000082482	231316
ENSG00000168566	7590198	7611967	6	ENSG00000168566	21770
ENSG00000100479	49643555	49688422	14	ENSG00000100479	44868
ENSG00000169344	20333051	20356301	16	ENSG00000169344	23251
ENSG00000112578	41921499	41933046	6	ENSG00000112578	11548
ENSG00000113194	176447628	176510074	5	ENSG00000113194	62447
ENSG00000112576	41934934	42050357	6	ENSG00000112576	115424
ENSG00000113763	176810519	176880898	5	ENSG00000113763	70380
ENSG00000104881	45379638	45406349	19	ENSG00000104881	26712
ENSG00000090097	51957454	51974016	3	ENSG00000090097	16563
ENSG00000160883	176880869	176899346	5	ENSG00000160883	18478
ENSG00000169340	20359175	20404737	16	ENSG00000169340	45563
ENSG00000177675	7346685	7479897	12	ENSG00000177675	133213
ENSG00000165516	49768130	49786385	14	ENSG00000165516	18256
ENSG00000183549	20409534	20441336	16	ENSG00000183549	31803
ENSG00000116747	193059454	193091777	1	ENSG00000116747	32324
ENSG00000177971	75639085	75648706	15	ENSG00000177971	9622
ENSG00000214575	82543201	82648861	15	ENSG00000214575	105661
ENSG00000123992	219372043	219400022	2	ENSG00000123992	27980
ENSG00000127419	932387	958656	4	ENSG00000127419	26270
ENSG00000087206	176905005	177022633	5	ENSG00000087206	117629
ENSG00000183747	20451461	20487669	16	ENSG00000183747	36209
ENSG00000108684	33013087	34174964	17	ENSG00000108684	1161878
ENSG00000117877	45406644	45410737	19	ENSG00000117877	4094
ENSG00000241058	18545561	18659285	10	ENSG00000241058	113725
ENSG00000111783	106583004	106762803	12	ENSG00000111783	179800
ENSG00000104884	45349837	45370918	19	ENSG00000104884	21082
ENSG00000230062	46746933	46759506	6	ENSG00000230062	12574
ENSG00000249853	114055596	114343023	6	ENSG00000249853	287428
ENSG00000001167	41072974	41102403	6	ENSG00000001167	29430
ENSG00000165997	18659431	18681639	10	ENSG00000165997	22209
ENSG00000113761	177022696	177081189	5	ENSG00000113761	58494
ENSG00000108788	42567072	42573239	17	ENSG00000108788	6168
ENSG00000158406	26277609	26285638	6	ENSG00000158406	8030
ENSG00000150275	53802771	55627942	10	ENSG00000150275	1825172
ENSG00000204618	30070266	30075849	6	ENSG00000204618	5584
ENSG00000204702	29099490	29102701	6	ENSG00000204702	3212
ENSG00000204688	29457155	29464328	6	ENSG00000204688	7174
ENSG00000078674	17922842	18029948	8	ENSG00000078674	107107
ENSG00000008516	3046062	3060726	16	ENSG00000008516	14665
ENSG00000204700	29170907	29175811	6	ENSG00000204700	4905
ENSG00000146373	124962437	125092633	6	ENSG00000146373	130197
ENSG00000167194	30023198	30027736	16	ENSG00000167194	4539
ENSG00000184840	177592203	177597242	5	ENSG00000184840	5040
ENSG00000007237	9910606	10198606	17	ENSG00000007237	288001
ENSG00000103037	58515479	58523842	16	ENSG00000103037	8364
ENSG00000118729	115700021	115768714	1	ENSG00000118729	68694
ENSG00000080815	73136418	73223691	14	ENSG00000080815	87274
