Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp
ENSG00000275099	779792	825343	HSCHR17_7_CTG4	45552
ENSG00000278311	36544888	36589848	17	44961
ENSG00000131067	34844714	34872868	20	28155
ENSG00000167925	42188799	42194513	17	5715
ENSG00000165678	84139482	84154841	10	15360
ENSG00000101193	62937060	62948589	20	11530
ENSG00000055211	149566206	149591748	6	25543
ENSG00000123159	14477759	14496157	19	18399
ENSG00000138604	69160584	69272217	15	111634
ENSG00000119392	128504655	128543874	9	39220
ENSG00000090863	74447427	74607144	16	159718
ENSG00000250571	143263193	143276937	8	13745
ENSG00000124767	38675925	38703145	6	27221
ENSG00000023572	193090866	193106114	1	15249
ENSG00000108010	130136385	130184521	10	48137
ENSG00000182512	95533503	95544724	14	11222
ENSG00000016864	52694153	52706368	3	12216
ENSG00000139433	109850943	109880541	12	29599
ENSG00000140632	4803202	4847343	16	44142
ENSG00000144591	219498618	219513898	2	15281
ENSG00000284752	533400	540220	HG1_PATCH	6821
ENSG00000100938	24232211	24239246	14	7036
ENSG00000078369	1785285	1892292	1	107008
ENSG00000172354	100673567	100679174	7	5608
ENSG00000159921	36214441	36277042	9	62602
ENSG00000134697	37566815	37595955	1	29141
ENSG00000163938	52681156	52696160	3	15005
ENSG00000116906	231241196	231277973	1	36778
ENSG00000113552	141991749	142013057	5	21309
ENSG00000100522	52770976	52791668	14	20693
ENSG00000090581	1351931	1365737	16	13807
ENSG00000135677	64713442	64759446	12	46005
ENSG00000136935	124878275	124948492	9	70218
ENSG00000167110	128255829	128276026	9	20198
ENSG00000090615	132768902	132829143	12	60242
ENSG00000066455	92794230	92839963	14	45734
ENSG00000147533	41488200	41511095	8	22896
ENSG00000173230	121663199	121749966	3	86768
ENSG00000113384	32124712	32174319	5	49608
ENSG00000111711	21501781	21518408	12	16628
ENSG00000047932	117560269	117602542	6	42274
ENSG00000114745	39095222	39108369	3	13148
ENSG00000115806	170928464	170967135	2	38672
ENSG00000108587	30477362	30527592	17	50231
ENSG00000108433	46923075	46975524	17	52450
ENSG00000197858	144082337	144093149	8	10813
ENSG00000233210	2909000	2914055	HSCHR6_MHC_DBB_CTG1	5056
ENSG00000228605	2960506	2965567	HSCHR6_MHC_SSTO_CTG1	5062
ENSG00000236011	3138519	3143574	HSCHR6_MHC_COX_CTG1	5056
ENSG00000223932	2966276	2971330	HSCHR6_MHC_MANN_CTG1	5055
ENSG00000232312	3003101	3008155	HSCHR6_MHC_MCF_CTG1	5055
ENSG00000206408	2917047	2922107	HSCHR6_MHC_QBL_CTG1	5061
ENSG00000204438	31661228	31666283	6	5056
ENSG00000292251	152858	160055	HG2515_PATCH	7198
ENSG00000160818	156594301	156601496	1	7196
ENSG00000062194	57173821	57265668	5	91848
ENSG00000159592	45627284	45688408	1	61125
ENSG00000171723	66507407	67181803	14	674397
ENSG00000282019	8674	30733	HSCHR19_2_CTG3_1	22060
ENSG00000105220	34359480	34402413	19	42934
ENSG00000292204	272358	282686	HSCHRX_3_CTG3	10329
ENSG00000068394	49113396	49123746	X	10351
ENSG00000198522	27628247	27651511	2	23265
ENSG00000142751	26876132	26890283	1	14152
ENSG00000111231	110452486	110469268	12	16783
ENSG00000148358	130053426	130140169	9	86744
ENSG00000125734	6729914	6737606	19	7693
ENSG00000169727	82050691	82058057	17	7367
ENSG00000288325	69689	73929	HG2087_PATCH	4241
ENSG00000132522	7311324	7315564	17	4241
ENSG00000167468	1103982	1106791	19	2810
ENSG00000075240	46575644	46679790	22	104147
ENSG00000137106	37422664	37437259	9	14596
ENSG00000178719	143990053	143993427	8	3375
ENSG00000292219	132555	161100	HSCHRX_3_CTG3	28546
ENSG00000068400	48973719	49002265	X	28547
ENSG00000109519	7058643	7068145	4	9503
ENSG00000132463	70815783	70839903	4	24121
ENSG00000105447	48445824	48457022	19	11199
ENSG00000105723	42226225	42242625	19	16401
ENSG00000082701	119821321	120094994	3	273674
ENSG00000103342	11868128	11916082	16	47955
ENSG00000189369	51743442	51746232	X	2791
ENSG00000104687	30678064	30727975	8	49912
ENSG00000100983	34928432	34956027	20	27596
ENSG00000197448	143244093	143270873	7	26781
ENSG00000168765	109656099	109665496	1	9398
ENSG00000148834	104235356	104267461	10	32106
ENSG00000165417	81175452	81221377	14	45926
ENSG00000137947	88852633	88891944	1	39312
ENSG00000125651	6379572	6393981	19	14410
ENSG00000188342	45120443	45284907	13	164465
ENSG00000288114	71121	115871	HG2111_PATCH	44751
ENSG00000110768	18322276	18367045	11	44770
ENSG00000226384	2164488	2170410	HSCHR6_MHC_DBB_CTG1	5923
ENSG00000236895	2387930	2393852	HSCHR6_MHC_COX_CTG1	5923
ENSG00000234370	2252331	2258253	HSCHR6_MHC_MCF_CTG1	5923
ENSG00000233149	2218420	2224342	HSCHR6_MHC_MANN_CTG1	5923
ENSG00000221974	2163350	2169272	HSCHR6_MHC_QBL_CTG1	5923
ENSG00000213780	30907522	30914119	6	6598
ENSG00000272047	158168338	158199344	6	31007
ENSG00000263001	74650231	74760706	7	110476
ENSG00000122034	27424619	27435823	13	11205
ENSG00000077235	27459555	27549960	16	90406
ENSG00000115207	27324198	27357187	2	32990
ENSG00000119041	196761062	196799725	2	38664
ENSG00000148308	133030675	133058503	9	27829
ENSG00000155115	110958477	110968586	6	10110
ENSG00000105793	90335223	90391453	7	56231
ENSG00000107937	988418	1019932	10	31515
ENSG00000163607	112990978	113015060	3	24083
ENSG00000143774	228139962	228148984	1	9023
ENSG00000125812	23362000	23373062	20	11063
ENSG00000138796	107989714	108035241	4	45528
ENSG00000084754	26190635	26245044	2	54410
ENSG00000063854	1795620	1827157	16	31538
ENSG00000112855	140691430	140699308	5	7879
ENSG00000292096	353066	422730	HSCHR2_11_CTG7_2	69665
ENSG00000128708	171922429	171986153	2	63725
ENSG00000214367	2227464	2242133	4	14670
ENSG00000092036	22946228	22957161	14	10934
ENSG00000213397	153447655	153495516	X	47862
ENSG00000143575	154269393	154275882	1	6490
ENSG00000283847	14483	48044	HG2266_PATCH	33562
ENSG00000105856	107168961	107202529	7	33569
ENSG00000112339	134960378	135103056	6	142679
ENSG00000004961	11111299	11123086	X	11788
ENSG00000172534	153946434	153972427	X	25994
ENSG00000196591	113933028	114011308	6	78281
ENSG00000171720	141620778	141636867	5	16090
ENSG00000094631	48801377	48824986	X	23610
ENSG00000147099	72329516	72573101	X	243586
ENSG00000184508	90929968	90935196	15	5229
ENSG00000143321	156742109	156766925	1	24817
ENSG00000119431	113373417	113377473	9	4057
ENSG00000115677	241227264	241317061	2	89798
ENSG00000129493	31290636	31420607	14	129972
ENSG00000013583	12974867	13000275	12	25409
ENSG00000126107	45002540	45011369	1	8830
ENSG00000198265	67070444	67245989	17	175546
ENSG00000114735	50567895	50596168	3	28274
ENSG00000148634	67921899	68075342	10	153444
ENSG00000051108	56930815	56944864	16	14050
ENSG00000122557	35632659	35697459	7	64801
ENSG00000213614	72340924	72376420	15	35497
ENSG00000186834	45148475	45152099	17	3625
ENSG00000185359	81683326	81703138	17	19813
ENSG00000106049	27525440	27662988	7	137549
ENSG00000181061	42782908	42804527	3	21620
ENSG00000146066	176388751	176389761	5	1011
ENSG00000172273	119121509	119136059	11	14551
ENSG00000169567	131155383	131224468	5	69086
ENSG00000137133	35812960	35815354	9	2395
ENSG00000095951	12008762	12164999	6	156238
ENSG00000256269	119084861	119093834	11	8974
ENSG00000140382	77419830	77485955	15	66126
ENSG00000064961	3572741	3579088	19	6348
ENSG00000189403	30456704	30618872	13	162169
ENSG00000118418	79200929	79234862	6	33934
ENSG00000113716	150000046	150053142	5	53097
ENSG00000100281	35257452	35295807	22	38356
ENSG00000277424	177013	212670	HSCHR16_3_CTG1	35658
ENSG00000103415	4474246	4510352	16	36107
ENSG00000177733	137745651	137754363	5	8713
ENSG00000122566	26171151	26201529	7	30379
ENSG00000197451	178204479	178211183	5	6705
ENSG00000092199	21207375	21269792	14	62418
ENSG00000138668	82351523	82374543	4	23021
ENSG00000169813	43385617	43409523	10	23907
ENSG00000284254	380457	401011	HG30_PATCH	20555
ENSG00000169045	179614170	179634784	5	20615
ENSG00000126945	101408114	101414137	X	6024
ENSG00000165119	83966766	83981586	9	14821
ENSG00000282947	246060	262019	HG26_PATCH	15960
ENSG00000104824	38836370	38852347	19	15978
ENSG00000099783	8444767	8489114	19	44348
ENSG00000282958	73750	114315	HSCHR1_4_CTG3	40566
ENSG00000125944	23303771	23344358	1	40588
ENSG00000153187	244840638	244864560	1	23923
ENSG00000105323	41262496	41307787	19	45292
ENSG00000214753	62712630	62727561	11	14932
ENSG00000127483	20739095	20787323	1	48229
ENSG00000107521	98410939	98446966	10	36028
ENSG00000166189	102065349	102068036	10	2688
ENSG00000118960	20560448	20651152	2	90705
ENSG00000153936	86914635	87109982	1	195348
ENSG00000136720	128236716	128318868	2	82153
ENSG00000230989	83719311	83819737	16	100427
ENSG00000100209	28742039	28757522	22	15484
ENSG00000072506	53431258	53434371	X	3114
ENSG00000149084	43680509	43857741	11	177233
ENSG00000133835	119452465	119637199	5	184735
ENSG00000187522	14838306	14871741	10	33436
ENSG00000170606	133051946	133106449	5	54504
ENSG00000044574	125234853	125241382	9	6530
ENSG00000109971	123057485	123063230	11	5746
ENSG00000113013	138553756	138575675	5	21920
ENSG00000133265	55262219	55280930	19	18712
ENSG00000270757	197500413	197550726	2	50314
ENSG00000109854	20355910	20383782	11	27873
ENSG00000115317	74529596	74533350	2	3755
ENSG00000197386	3041363	3243957	4	202595
ENSG00000136273	47961882	47979682	7	17801
ENSG00000086758	53532096	53686752	X	154657
ENSG00000280682	65787	78826	HG2217_PATCH	13040
ENSG00000149428	119044185	119057252	11	13068
ENSG00000242028	43796142	43804574	15	8433
ENSG00000134330	9473658	9496543	2	22886
ENSG00000067704	220094107	220148041	1	53935
ENSG00000181873	228165777	228182257	1	16481
ENSG00000283068	29598	107366	HG2072_PATCH	77769
ENSG00000005700	82169984	82247775	6	77792
ENSG00000116237	6221193	6235972	1	14780
ENSG00000119912	92451684	92574096	10	122413
ENSG00000166411	78131498	78171945	15	40448
ENSG00000101365	2658393	2664219	20	5827
ENSG00000067829	153785735	153794535	X	8801
ENSG00000067064	1039152	1049119	10	9968
ENSG00000134049	47152834	47176381	18	23548
ENSG00000142166	33324387	33359864	21	35478
ENSG00000027697	137197483	137219449	6	21967
ENSG00000006652	112422887	112481017	7	58131
ENSG00000100360	36758202	36776309	22	18108
ENSG00000095574	122990806	123008826	10	18021
ENSG00000131724	118727133	118794535	X	67403
ENSG00000134352	55935095	55995022	5	59928
ENSG00000143621	153661788	153671028	1	9241
ENSG00000132323	238170400	238203756	2	33357
ENSG00000105135	15114976	15125792	19	10817
ENSG00000132305	86142798	86195626	2	52829
ENSG00000177971	75639085	75648706	15	9622
ENSG00000136718	130342403	130347967	2	5565
ENSG00000203485	104681146	104722535	14	41390
ENSG00000153487	110712736	110723339	13	10604
ENSG00000115274	74455087	74457944	2	2858
ENSG00000169592	29995715	30005793	16	10079
ENSG00000068383	132537772	132783480	10	245709
ENSG00000132376	1494575	1516742	17	22168
ENSG00000125629	118088137	118112313	2	24177
ENSG00000164880	1470276	1504418	7	34143
ENSG00000104613	19817339	19853282	8	35944
ENSG00000138785	105682016	105895986	4	213971
ENSG00000262826	44768	91509	HSCHR1_1_CTG31	46742
ENSG00000143624	153728050	153774808	1	46759
ENSG00000149262	77874418	77994850	11	120433
ENSG00000119509	100098699	100306072	9	207374
ENSG00000176095	49724294	49786546	3	62253
ENSG00000068745	48688003	48740353	3	52351
ENSG00000205339	9384626	9448127	11	63502
ENSG00000133704	30628981	30695883	12	66903
ENSG00000198700	201829104	201884291	1	55188
ENSG00000184216	154010504	154019927	X	9424
ENSG00000136381	78437431	78501453	15	64023
ENSG00000170604	45883608	45886141	19	2534
ENSG00000168264	234602300	234610178	1	7879
ENSG00000119669	77024543	77028708	14	4166
ENSG00000167378	43584367	43596145	19	11779
ENSG00000136003	108562582	108569380	12	6799
ENSG00000063241	55452975	55462343	19	9369
ENSG00000182149	71845996	71931199	16	85204
ENSG00000240682	129127415	129161349	3	33935
ENSG00000261796	129087575	129161036	3	73462
ENSG00000078747	34363235	34511773	20	148539
ENSG00000129636	47154387	47464149	16	309763
ENSG00000150093	32887273	33005792	10	118520
ENSG00000119185	9403475	9423891	2	20417
ENSG00000136156	48232612	48270357	13	37746
ENSG00000125877	3208868	3223870	20	15003
ENSG00000274958	51476	230882	HSCHR14_7_CTG1	179407
ENSG00000100605	92936914	93116458	14	179545
ENSG00000086544	40717112	40740860	19	23749
ENSG00000205730	19113932	19121629	16	7698
ENSG00000116679	185292931	185317780	1	24850
ENSG00000163166	127436207	127526886	2	90680
ENSG00000171135	9890574	9894349	3	3776
ENSG00000162434	64833223	65067754	1	234532
ENSG00000050130	59484443	59505410	14	20968
ENSG00000081692	227730412	227735411	1	5000
ENSG00000070495	76712832	76726784	17	13953
ENSG00000243789	41828092	41837585	15	9494
ENSG00000161999	681666	684528	16	2863
ENSG00000161677	50505995	50514675	19	8681
ENSG00000143543	153974269	153977674	1	3406
ENSG00000130522	18279694	18281622	19	1929
ENSG00000139620	48653211	48682247	12	29037
ENSG00000114982	96593170	96642787	2	49618
ENSG00000114166	20040400	20154404	3	114005
ENSG00000172977	65711996	65719604	11	7609
ENSG00000103510	31114489	31131393	16	16905
ENSG00000170852	32868166	32894131	7	25966
ENSG00000284900	23	6802	HG2114_PATCH	6780
ENSG00000123444	47572197	47578976	11	6780
ENSG00000120696	41189834	41194569	13	4736
ENSG00000176407	84970644	85059472	2	88829
ENSG00000112078	36442767	36491143	6	48377
ENSG00000188997	78171245	78188644	11	17400
ENSG00000168301	58491078	58502360	3	11283
ENSG00000173120	67119263	67258082	11	138820
ENSG00000066135	43649256	43705518	1	56263
ENSG00000126012	53176277	53225422	X	49146
ENSG00000119537	63327566	63367615	18	40050
ENSG00000121774	32013687	32060850	1	47164
ENSG00000100441	24423052	24441843	14	18792
ENSG00000088247	6413102	6424811	19	11710
ENSG00000170871	6781375	6884170	4	102796
ENSG00000142687	35393883	35557950	1	164068
ENSG00000281665	263011	286969	HG2066_PATCH	23959
ENSG00000163807	44737661	44762033	3	24373
ENSG00000122203	176339650	176366459	5	26810
ENSG00000168116	57046532	57059041	6	12510
ENSG00000116685	11919591	11926428	1	6838
ENSG00000137171	43040777	43075099	6	34323
ENSG00000109787	38664032	38701517	4	37486
ENSG00000119138	70384604	70414657	9	30054
ENSG00000165516	49767677	49786385	14	18709
ENSG00000124702	43014103	43021298	6	7196
ENSG00000076321	173714919	173786820	1	71902
ENSG00000183655	85759326	85794948	15	35623
ENSG00000135686	84643425	84667837	16	24413
ENSG00000109790	39044721	39126857	4	82137
ENSG00000145332	87159981	87240729	4	80749
ENSG00000114030	122421902	122514947	3	93046
ENSG00000108424	47649476	47685505	17	36030
ENSG00000172086	88027203	88064252	2	37050
ENSG00000111615	75490863	75511636	12	20774
ENSG00000198841	52032103	52033810	1	1708
ENSG00000126777	55559072	55701526	14	142455
ENSG00000105700	18557683	18569387	19	11705
ENSG00000100395	41205282	41231273	22	25992
ENSG00000103642	63121833	63142061	15	20229
ENSG00000196976	154477775	154479281	X	1507
ENSG00000185896	113297088	113323674	13	26587
ENSG00000005893	120426148	120469365	X	43218
ENSG00000149357	72085895	72103297	11	17403
ENSG00000116586	156054738	156058510	1	3773
ENSG00000109270	99878336	99894428	4	16093
ENSG00000188186	100148912	100155944	7	7033
ENSG00000134248	110401249	110407942	1	6694
ENSG00000002549	17577198	17607975	4	30778
ENSG00000068697	20032649	20051693	2	19045
ENSG00000155506	154682986	154817605	5	134620
ENSG00000161813	50392383	50480007	12	87625
ENSG00000174720	112636990	112657858	4	20869
ENSG00000011376	45388527	45554726	3	166200
ENSG00000196233	96831803	96995956	10	164154
ENSG00000288299	146012	159877	HG2111_PATCH	13866
ENSG00000134333	18394347	18408425	11	14079
ENSG00000161904	33771202	33789148	6	17947
ENSG00000276774	130494	134559	HSCHR19LRC_COX2_CTG3_1	4066
ENSG00000277457	130494	134559	HSCHR19LRC_LRC_S_CTG3_1	4066
ENSG00000277808	130471	134593	HSCHR19LRC_COX1_CTG3_1	4123
ENSG00000276628	130494	134559	HSCHR19LRC_LRC_I_CTG3_1	4066
ENSG00000278426	130494	134559	HSCHR19LRC_LRC_T_CTG3_1	4066
ENSG00000275935	130494	134559	HSCHR19LRC_LRC_J_CTG3_1	4066
ENSG00000276959	130490	134559	HSCHR19_4_CTG3_1	4070
ENSG00000278516	130474	134594	HSCHR19LRC_PGF1_CTG3_1	4121
ENSG00000105617	54155161	54159721	19	4561
ENSG00000278257	130494	134559	HSCHR19LRC_PGF2_CTG3_1	4066
ENSG00000213625	65420587	65436007	1	15421
ENSG00000168924	1811479	1856232	4	44754
ENSG00000050426	51047962	51060426	12	12465
ENSG00000119862	64453969	64461381	2	7413
ENSG00000107902	124461792	124617888	10	156097
ENSG00000121897	39459004	39485109	4	26106
ENSG00000005156	34980462	35009743	17	29282
ENSG00000174405	108207439	108218368	13	10930
ENSG00000267796	35748361	35754519	19	6159
ENSG00000189308	82909973	83012983	4	103011
ENSG00000148943	27494418	27506769	11	12352
ENSG00000144182	99154955	99163179	2	8225
ENSG00000074695	59327823	59359265	18	31443
ENSG00000168216	69672757	69867236	6	194480
ENSG00000100258	50502947	50507732	22	4786
ENSG00000143013	87328428	87348923	1	20496
ENSG00000139517	27545911	27621344	13	75434
ENSG00000196365	5691834	5720572	19	28739
ENSG00000102910	48244267	48363122	16	118856
ENSG00000111684	6976176	7018538	12	42363
ENSG00000134324	11677544	11827409	2	149866
ENSG00000126243	35935358	35946624	19	11267
ENSG00000163956	3503612	3532446	4	28835
ENSG00000138095	43886224	43996226	2	110003
ENSG00000160959	144517965	144525178	8	7214
ENSG00000254402	144522388	144527033	8	4646
ENSG00000168904	99250937	99390729	15	139793
ENSG00000066557	70143411	70205639	1	62229
ENSG00000132128	46261196	46303616	1	42421
ENSG00000116212	53946045	53968168	1	22124
ENSG00000130764	3778559	3796511	1	17953
ENSG00000180979	42537820	42548802	15	10983
ENSG00000108829	50375059	50398227	17	23169
ENSG00000136802	128882133	128918042	9	35910
ENSG00000093167	37052626	37183689	3	131064
ENSG00000148356	127451469	127503503	9	52035
ENSG00000041802	194640791	194672463	3	31673
ENSG00000175324	38163335	38176730	8	13396
ENSG00000181817	36391238	36397945	1	6708
ENSG00000262860	20188	77063	HSCHR19_1_CTG3_1	56876
ENSG00000257103	34172426	34229302	19	56877
ENSG00000149657	62122444	62136728	20	14285
ENSG00000224979	3130007	3139596	HSCHR6_MHC_APD_CTG1	9590
ENSG00000236826	3274635	3284226	HSCHR6_MHC_COX_CTG1	9592
ENSG00000231502	3045170	3054759	HSCHR6_MHC_DBB_CTG1	9590
ENSG00000172850	3053222	3062802	HSCHR6_MHC_QBL_CTG1	9581
ENSG00000225998	3139285	3148874	HSCHR6_MHC_MCF_CTG1	9590
ENSG00000204392	31797392	31806987	6	9596
ENSG00000170860	14178801	14201122	3	22322
ENSG00000130520	18306231	18323112	19	16882
ENSG00000106355	32485338	32495283	7	9946
ENSG00000164167	146175685	146204436	4	28752
ENSG00000130332	2321520	2328612	19	7093
ENSG00000281289	49511	80942	HSCHR21_5_CTG2	31432
ENSG00000160285	46188141	46228840	21	40700
ENSG00000135521	143843326	143863812	6	20487
ENSG00000146963	139340359	139425496	7	85138
ENSG00000108848	50719565	50756219	17	36655
ENSG00000102897	20899821	20925011	16	25191
ENSG00000214113	5102595	5260950	6	158356
ENSG00000163155	151159748	151165948	1	6201
ENSG00000176018	90515611	90529596	5	13986
ENSG00000183060	99715697	99733561	15	17865
ENSG00000099949	20982223	20999035	22	16813
ENSG00000003056	8940358	8951856	12	11499
ENSG00000124688	43629494	43640955	6	11462
ENSG00000116670	11657230	11692605	1	35376
ENSG00000090316	1289876	1340147	4	50272
ENSG00000179222	51803007	51902357	X	99351
ENSG00000177383	184710364	184712064	3	1701
ENSG00000162385	53226890	53238621	1	11732
ENSG00000102158	77825747	77899271	X	73525
ENSG00000198042	33484696	33501262	8	16567
ENSG00000156928	23298739	23311729	7	12991
ENSG00000198162	117367449	117528872	1	161424
ENSG00000177239	137086857	137109189	9	22333
ENSG00000196547	90902218	90922585	15	20368
ENSG00000013288	6575174	6623362	4	48189
ENSG00000140400	75355207	75368656	15	13450
ENSG00000258102	116548105	116576606	12	28502
ENSG00000169032	66386825	66491656	15	104832
ENSG00000126934	4090317	4124216	19	33900
ENSG00000137764	67542611	67807123	15	264513
ENSG00000135341	90513573	90587093	6	73521
ENSG00000071054	101696850	101894690	2	197841
ENSG00000100030	21755537	21867680	22	112144
ENSG00000168175	55051647	55070194	14	18548
ENSG00000069956	51952106	52067375	15	115270
ENSG00000107643	48306639	48439360	10	132722
ENSG00000050748	180233143	180292099	5	58957
ENSG00000119487	125437393	125707266	9	269874
ENSG00000162889	206684886	206734284	1	49399
ENSG00000089022	111842013	111902222	12	60210
ENSG00000166974	34976928	35143470	18	166543
ENSG00000075413	103385361	103503831	14	118471
ENSG00000007047	45079288	45305284	19	225997
ENSG00000247626	197705369	197708395	2	3027
ENSG00000038274	163503114	163519558	5	16445
ENSG00000088888	3842694	3876123	20	33430
ENSG00000125952	65006174	65102695	14	96522
ENSG00000103495	29806106	29811164	16	5059
ENSG00000141644	50266746	50281846	18	15101
ENSG00000134046	54151606	54224669	18	73064
ENSG00000071655	1573596	1592869	19	19274
ENSG00000129071	129430947	129440543	3	9597
ENSG00000214309	100126694	100128498	7	1805
ENSG00000139793	97221434	97394121	13	172688
ENSG00000140943	84053761	84116942	16	63182
ENSG00000012174	21839610	21885423	X	45814
ENSG00000100294	43132209	43143398	22	11190
ENSG00000078070	183015218	183116075	3	100858
ENSG00000124370	71109684	71130279	2	20596
ENSG00000180398	46901870	46941855	2	39986
ENSG00000160294	46235133	46286297	21	51165
ENSG00000166508	100092233	100101940	7	9708
ENSG00000197771	119829060	119892556	10	63497
ENSG00000090674	7522611	7534009	19	11399
ENSG00000147316	6406592	6648508	8	241917
ENSG00000187778	49556544	49568145	12	11602
ENSG00000232119	120594010	120621159	X	27150
ENSG00000156026	72692110	72887694	10	195585
ENSG00000234012	2029312	2047393	HSCHR6_MHC_APD_CTG1	18082
ENSG00000225589	1955659	1973740	HSCHR6_MHC_DBB_CTG1	18082
ENSG00000224587	2179547	2197629	HSCHR6_MHC_COX_CTG1	18083
ENSG00000231135	2000593	2018675	HSCHR6_MHC_SSTO_CTG1	18083
ENSG00000237095	2043883	2061964	HSCHR6_MHC_MCF_CTG1	18082
ENSG00000228575	2010059	2028140	HSCHR6_MHC_MANN_CTG1	18082
ENSG00000206481	1954920	1973001	HSCHR6_MHC_QBL_CTG1	18082
ENSG00000137337	30699807	30717562	6	17756
ENSG00000285200	514921	517048	HG1_PATCH	2128
ENSG00000213920	24213943	24216070	14	2128
ENSG00000082212	50878819	50954257	18	75439
ENSG00000163875	37489993	37514806	1	24814
ENSG00000169057	154021573	154137103	X	115531
ENSG00000291745	74048	80745	HG2476_PATCH	6698
ENSG00000133398	6371874	6378571	5	6698
ENSG00000161920	4731428	4733608	17	2181
ENSG00000108510	61942605	62065278	17	122674
ENSG00000180182	40648305	40735877	X	87573
ENSG00000282092	46856	60469	HSCHR19_5_CTG2	13614
ENSG00000175221	867630	893218	19	25589
ENSG00000156603	57703710	57712259	11	8550
ENSG00000124641	41905354	41921139	6	15786
ENSG00000152944	27022546	27066343	12	43798
ENSG00000008838	40019097	40061215	17	42119
ENSG00000063322	39391303	39400641	19	9339
ENSG00000108590	6643311	6651634	17	8324
ENSG00000136146	48053323	48095131	13	41809
ENSG00000133997	70581257	70600690	14	19434
ENSG00000155868	157137424	157159019	5	21596
ENSG00000159479	43383917	43389808	1	5892
ENSG00000068305	99565404	99716488	15	151085
ENSG00000162959	31865060	32011230	2	146171
ENSG00000133895	64803510	64811294	11	7785
ENSG00000146834	100428322	100434126	7	5805
ENSG00000164024	98995359	99063443	4	68085
ENSG00000111142	95473520	95515839	12	42320
ENSG00000103260	715118	719655	16	4538
ENSG00000010165	171781660	171814023	1	32364
ENSG00000145388	118685387	118715433	4	30047
ENSG00000127804	2405562	2511891	17	106330
ENSG00000165792	20989973	20997035	14	7063
ENSG00000171806	169792529	169794991	1	2463
ENSG00000144401	207580631	207626256	2	45626
ENSG00000181038	76725981	76733936	17	7956
ENSG00000087995	62423875	62453385	17	29511
ENSG00000165055	128476729	128506602	7	29874
ENSG00000165819	21498128	21511362	14	13235
ENSG00000138382	169810081	169824931	2	14851
ENSG00000140259	43804492	43824733	15	20242
ENSG00000037749	154038959	154220478	5	181520
ENSG00000168958	227325151	227361188	2	36038
ENSG00000171109	179346952	179394940	3	47989
ENSG00000092931	76735865	76781449	17	45585
ENSG00000161091	3538261	3574290	19	36030
ENSG00000167700	144509070	144511213	8	2144
ENSG00000182544	53251251	53254406	12	3156
ENSG00000168282	49620799	49623481	14	2683
ENSG00000284501	563170	572521	HG30_PATCH	9352
ENSG00000161013	179797597	179806979	5	9383
ENSG00000125871	17968213	17991136	20	22924
ENSG00000170430	129466679	129770983	10	304305
ENSG00000102858	4616493	4690977	16	74485
ENSG00000143198	165630874	165661796	1	30923
ENSG00000154305	222618090	222668007	1	49918
ENSG00000101752	21704957	21870953	18	165997
ENSG00000100139	37905657	37942822	22	37166
ENSG00000107745	72367328	72626134	10	258807
ENSG00000165175	38801417	38806537	X	5121
ENSG00000167470	1248331	1259145	19	10815
ENSG00000141741	39728496	39730555	17	2060
ENSG00000198160	66924895	66988619	1	63725
ENSG00000276701	130366	131589	HSCHR22_1_CTG7	1224
ENSG00000240972	23894372	23895227	22	856
ENSG00000125457	75266228	75271237	17	5010
ENSG00000116691	12019466	12032046	1	12581
ENSG00000167842	5486285	5490816	17	4532
ENSG00000158411	99161427	99181058	2	19632
ENSG00000125863	10401009	10434222	20	33214
ENSG00000128585	131110096	131496632	7	386537
ENSG00000079277	46557407	46616843	1	59437
ENSG00000075975	12557020	12586208	3	29189
ENSG00000110917	120687125	120704282	12	17158
ENSG00000089693	6747986	6768932	12	20947
ENSG00000076242	36993226	37050896	3	57671
ENSG00000130382	6210377	6279975	19	69599
ENSG00000078403	21524617	21743630	10	219014
ENSG00000167965	2204248	2209453	16	5206
ENSG00000108788	42567072	42573239	17	6168
ENSG00000151611	145599042	145660033	4	60992
ENSG00000168288	149569634	149587812	2	18179
ENSG00000155229	97458083	97499500	10	41418
ENSG00000020426	60734742	60969965	14	235224
ENSG00000115540	197515571	197553699	2	38129
ENSG00000115275	74461057	74465410	2	4354
ENSG00000164077	49907160	49930173	3	23014
ENSG00000061987	62466799	62600476	12	133678
ENSG00000133422	30925130	30969082	22	43953
ENSG00000123562	103675360	103688158	X	12799
ENSG00000101928	134887613	134915470	X	27858
ENSG00000143158	167916675	167937502	1	20828
ENSG00000129255	7583529	7592789	17	9261
ENSG00000103152	77007	85851	16	8845
ENSG00000124383	71130310	71150101	2	19792
ENSG00000178802	74890005	74902219	15	12215
ENSG00000168303	40126027	40134622	7	8596
ENSG00000008382	4343527	4360086	19	16560
ENSG00000154889	11882622	11909180	18	26559
ENSG00000254858	18193218	18196948	19	3731
ENSG00000179010	6640091	6642729	4	2639
ENSG00000178988	6707693	6709923	4	2231
ENSG00000037757	13764522	13774282	19	9761
ENSG00000274853	837066	844472	HSCHR17_7_CTG4	7407
ENSG00000278619	36601583	36608971	17	7389
ENSG00000169288	77862826	77952791	4	89966
ENSG00000159111	47823272	47831541	17	8270
ENSG00000174547	66435075	66466738	11	31664
ENSG00000262814	81703367	81707517	17	4151
ENSG00000172172	120380761	120445402	8	64642
ENSG00000180992	44112290	44128724	6	16435
