Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp	hk_status
ENSG00000063169	47608196	47703277	19	95082	non-HK
ENSG00000280789	29816152	29822489	16	6338	non-HK
ENSG00000281348	29817239	29830627	16	13389	non-HK
ENSG00000143469	209900923	210171389	1	270467	non-HK
ENSG00000197586	25195693	25228075	20	32383	non-HK
ENSG00000164741	13083361	13604610	8	521250	non-HK
ENSG00000138834	1706166	1770351	16	64186	HK
ENSG00000129204	5116032	5175034	17	59003	non-HK
ENSG00000066468	121478332	121598458	10	120127	non-HK
ENSG00000153404	92128	189972	5	97845	non-HK
ENSG00000183273	119334703	119541047	12	206345	non-HK
ENSG00000174886	5891207	5904006	19	12800	HK
ENSG00000163815	45001548	45036071	3	34524	non-HK
ENSG00000122126	129539849	129592561	X	52713	non-HK
ENSG00000137770	44427599	44529038	15	101440	non-HK
ENSG00000114019	134355347	134375479	3	20133	non-HK
ENSG00000105699	35248330	35267967	19	19638	non-HK
ENSG00000175336	56360568	56362857	12	2290	non-HK
ENSG00000089692	6772360	6778455	12	6096	non-HK
ENSG00000058729	97160867	97183289	5	22423	non-HK
ENSG00000118513	135181308	135219173	6	37866	non-HK
ENSG00000134769	34493291	34891844	18	398554	non-HK
ENSG00000110436	35251205	35420063	11	168859	non-HK
ENSG00000143816	227918656	227947932	1	29277	non-HK
ENSG00000185630	164555584	164899296	1	343713	non-HK
ENSG00000111554	68272443	68332381	12	59939	non-HK
ENSG00000123643	151437046	151492379	5	55334	non-HK
ENSG00000140093	94278767	94293295	14	14529	non-HK
ENSG00000144848	112532510	112562046	3	29537	HK
ENSG00000198918	119786497	119791662	X	5166	HK
ENSG00000156298	38561498	38689249	X	127752	non-HK
ENSG00000171246	80466834	80477843	17	11010	non-HK
ENSG00000187080	247965233	247966386	1	1154	non-HK
ENSG00000180433	158754720	158755891	1	1172	non-HK
ENSG00000162746	161721544	161728143	1	6600	non-HK
ENSG00000108688	34270221	34272242	17	2022	non-HK
ENSG00000289491	30610211	30610351	16	141	non-HK
ENSG00000172156	34285742	34288334	17	2593	non-HK
ENSG00000178761	74899992	74907331	15	7340	non-HK
ENSG00000108700	34319435	34321402	17	1968	non-HK
ENSG00000121270	48165773	48247568	16	81796	non-HK
ENSG00000181374	34356480	34358610	17	2131	non-HK
ENSG00000185888	227815675	227846470	1	30796	non-HK
ENSG00000108702	34360328	34363233	17	2906	non-HK
ENSG00000134285	48921518	48926474	12	4957	non-HK
ENSG00000198965	158472220	158480936	1	8717	non-HK
ENSG00000196071	248095184	248101163	1	5980	non-HK
ENSG00000100764	90256527	90275429	14	18903	HK
ENSG00000108691	34255274	34257208	17	1935	non-HK
ENSG00000286106	120723912	120794851	1	70940	non-HK
ENSG00000198452	247617143	247622372	1	5230	non-HK
ENSG00000279804	13222695	13226154	1	3460	non-HK
ENSG00000188585	178479240	178499634	1	20395	non-HK
ENSG00000189375	18634247	18644427	17	10181	non-HK
ENSG00000215912	2636986	2801693	1	164708	non-HK
ENSG00000104635	22366727	22434129	8	67403	non-HK
ENSG00000144837	119597808	119629816	3	32009	non-HK
ENSG00000270629	148531385	148679742	1	148358	non-HK
ENSG00000125355	120258650	120311556	X	52907	non-HK
ENSG00000161929	5208920	5234860	17	25941	non-HK
ENSG00000139194	7115736	7128889	12	13154	non-HK
ENSG00000137802	41774434	41827855	15	53422	non-HK
ENSG00000136010	105019784	105107643	12	87860	non-HK
ENSG00000133398	6371874	6378571	5	6698	HK
ENSG00000092330	24238286	24242663	14	4378	HK
ENSG00000108255	29246859	29254494	17	7636	non-HK
ENSG00000157219	155070324	155087392	7	17069	non-HK
ENSG00000113734	173144442	173164397	5	19956	non-HK
ENSG00000132613	70661204	70686053	16	24850	non-HK
ENSG00000130226	153748133	154894285	7	1146153	non-HK
ENSG00000259207	47253827	47313743	17	59917	non-HK
ENSG00000179152	44338119	44409451	3	71333	non-HK
ENSG00000179002	18839599	18859660	1	20062	non-HK
ENSG00000186827	1211326	1214153	1	2828	non-HK
ENSG00000130119	54529900	54621565	X	91666	non-HK
ENSG00000180096	30378135	30395991	16	17857	non-HK
ENSG00000111424	47841537	47943048	12	101512	non-HK
ENSG00000165525	49782083	49852822	14	70740	non-HK
ENSG00000105649	18196752	18204042	19	7291	non-HK
ENSG00000259753	47253897	47344292	17	90396	non-HK
ENSG00000146007	140698680	140706686	5	8007	HK
ENSG00000125744	45485294	45497055	19	11762	non-HK
ENSG00000178852	47323290	47441312	17	118023	non-HK
ENSG00000162779	179365720	179554735	1	189016	non-HK
ENSG00000170561	2741794	2751677	5	9884	non-HK
ENSG00000196436	74376306	74392115	16	15810	non-HK
ENSG00000169258	176595802	176610177	5	14376	non-HK
ENSG00000140798	48080882	48156018	16	75137	non-HK
ENSG00000168671	36031828	36071358	5	39531	non-HK
ENSG00000084444	13044185	13142521	12	98337	non-HK
ENSG00000274529	28363506	28365199	17	1694	non-HK
ENSG00000153922	98853985	98929007	5	75023	non-HK
ENSG00000111727	104064531	104106525	12	41995	non-HK
ENSG00000258472	28580012	28614185	17	34174	non-HK
ENSG00000168802	69118010	69132588	16	14579	HK
ENSG00000266728	27623364	27640777	17	17414	non-HK
ENSG00000165934	92121512	92172145	14	50634	non-HK
ENSG00000266202	27798806	27893365	17	94560	non-HK
ENSG00000286140	69118010	69132588	16	14579	HK
ENSG00000179580	1966823	1968975	16	2153	non-HK
ENSG00000183186	405443	409147	19	3705	non-HK
ENSG00000049883	72320318	72368395	5	48078	non-HK
ENSG00000268320	137569	139067	17	1499	non-HK
ENSG00000188629	9363013	9382617	19	19605	non-HK
ENSG00000171819	11189355	11195981	1	6627	non-HK
ENSG00000174109	1419752	1420756	16	1005	non-HK
ENSG00000183024	3126610	3127551	17	942	non-HK
ENSG00000262304	3585149	3636249	17	51101	non-HK
ENSG00000284395	1431078	1434441	16	3364	non-HK
ENSG00000197417	3608240	3636250	17	28011	non-HK
ENSG00000178878	12725917	12829975	12	104059	non-HK
ENSG00000197599	1434383	1444556	16	10174	non-HK
ENSG00000198182	37696363	37719775	19	23413	non-HK
ENSG00000257950	3663063	3696194	17	33132	non-HK
ENSG00000120942	11273198	11296049	1	22852	non-HK
ENSG00000177602	3723903	3726699	17	2797	non-HK
ENSG00000110799	5948877	6124770	12	175894	non-HK
ENSG00000266302	16690261	16804453	17	114193	non-HK
ENSG00000103152	77007	85851	16	8845	non-HK
ENSG00000101940	48589838	48608869	X	19032	HK
ENSG00000091513	133746040	133796641	3	50602	non-HK
ENSG00000183647	57599880	57612722	19	12843	non-HK
ENSG00000284733	450740	451678	1	939	non-HK
ENSG00000158955	46833201	46886730	17	53530	non-HK
ENSG00000232258	8537605	8590511	16	52907	non-HK
ENSG00000105058	16185380	16192048	19	6669	HK
ENSG00000140945	82626965	83800640	16	1173676	non-HK
ENSG00000283952	211082872	211188533	1	105662	non-HK
ENSG00000286137	75307376	75317429	7	10054	non-HK
ENSG00000108433	46923075	46975524	17	52450	HK
ENSG00000179603	126438598	127253093	7	814496	non-HK
ENSG00000227152	248436359	248444316	1	7958	non-HK
ENSG00000100373	45284924	45295874	22	10951	non-HK
ENSG00000166503	83112738	83208424	15	95687	non-HK
ENSG00000284662	685716	686654	1	939	non-HK
ENSG00000105143	14950033	15022990	19	72958	non-HK
ENSG00000183484	105048658	105065940	14	17283	non-HK
ENSG00000100227	42583717	42614962	22	31246	non-HK
ENSG00000174485	65658046	65792293	15	134248	non-HK
ENSG00000131686	8945867	8975092	1	29226	non-HK
ENSG00000165502	49618530	49620649	14	2120	HK
ENSG00000159761	67666814	67668757	16	1944	non-HK
ENSG00000100441	24423052	24441843	14	18792	HK
ENSG00000198156	28342517	28363508	16	20992	non-HK
ENSG00000057704	94567122	94650557	12	83436	non-HK
ENSG00000163581	170995125	171026775	3	31651	non-HK
ENSG00000168286	67842320	67844195	16	1876	HK
ENSG00000157680	137381037	137847092	7	466056	non-HK
ENSG00000102218	46836928	46889240	X	52313	non-HK
ENSG00000188038	67884885	67888855	16	3971	non-HK
ENSG00000065526	15836095	15940456	1	104362	HK
ENSG00000173391	10158301	10172138	12	13838	non-HK
ENSG00000159792	67893254	67929676	16	36423	non-HK
ENSG00000082458	70444835	70505490	X	60656	non-HK
ENSG00000141086	67927640	67932365	16	4726	non-HK
ENSG00000145723	103086000	103120226	5	34227	non-HK
ENSG00000197617	247255972	247257210	1	1239	non-HK
ENSG00000249730	159432204	159433138	1	935	non-HK
ENSG00000105220	34359480	34402413	19	42934	HK
ENSG00000162923	224385146	224437033	1	51888	non-HK
ENSG00000261884	67929614	67936017	16	6404	non-HK
ENSG00000129315	48688458	48716998	12	28541	non-HK
ENSG00000213398	67939750	67944131	16	4382	non-HK
ENSG00000119638	75079353	75127344	14	47992	non-HK
ENSG00000106436	101613330	101629296	7	15967	non-HK
ENSG00000164045	48157146	48188417	3	31272	non-HK
ENSG00000091704	130380339	130388114	7	7776	non-HK
ENSG00000164291	95555101	95605102	5	50002	non-HK
ENSG00000263201	68013436	68015911	16	2476	non-HK
ENSG00000179588	88453280	88537031	16	83752	non-HK
ENSG00000182774	82536748	82540535	15	3788	non-HK
ENSG00000187510	92702843	92772455	12	69613	non-HK
ENSG00000099910	20441519	20496893	22	55375	non-HK
ENSG00000124391	88638572	88640468	16	1897	non-HK
ENSG00000082213	31532287	31555053	5	22767	non-HK
ENSG00000179562	127580628	127593611	7	12984	non-HK
ENSG00000185669	88677688	88686507	16	8820	non-HK
ENSG00000139269	57452323	57459280	12	6958	non-HK
ENSG00000106328	127591409	127602144	7	10736	non-HK
ENSG00000139263	58872037	58920551	12	48515	non-HK
ENSG00000069764	14672548	14694308	16	21761	non-HK
ENSG00000185274	71132144	71713600	7	581457	non-HK
ENSG00000224712	14703411	14726342	16	22932	non-HK
ENSG00000166200	49106068	49155661	15	49594	HK
ENSG00000273841	69362026	69370026	5	8001	HK
ENSG00000188897	11359845	11527247	16	167403	non-HK
ENSG00000244242	1732406	1750605	11	18200	non-HK
ENSG00000155093	157539056	158587823	7	1048768	non-HK
ENSG00000079482	67949349	68434120	X	484772	non-HK
ENSG00000143322	179099330	179229684	1	130355	non-HK
ENSG00000014216	65180566	65212006	11	31441	non-HK
ENSG00000172058	70900669	70918530	5	17862	non-HK
ENSG00000159753	67644988	67657569	16	12582	non-HK
ENSG00000125037	9962682	10011202	3	48521	HK
ENSG00000100124	37830853	37849327	22	18475	non-HK
ENSG00000242110	33986165	34008104	5	21940	non-HK
ENSG00000089060	113298759	113359502	12	60744	non-HK
ENSG00000163956	3503612	3532446	4	28835	non-HK
ENSG00000187391	78017055	79453667	7	1436613	non-HK
ENSG00000262633	46923133	47049932	17	126800	non-HK
ENSG00000121579	113716458	113746786	3	30329	non-HK
ENSG00000179673	46978156	46979253	17	1098	non-HK
ENSG00000100711	103715730	103733669	14	17940	HK
ENSG00000196156	41167231	41168221	17	991	non-HK
ENSG00000244537	41177446	41178221	17	776	non-HK
ENSG00000198443	41184100	41184911	17	812	non-HK
ENSG00000239886	41226648	41227652	17	1005	non-HK
ENSG00000204873	41232449	41233454	17	1006	non-HK
ENSG00000187272	41237999	41239004	17	1006	non-HK
ENSG00000241595	41249687	41250653	17	967	non-HK
ENSG00000129993	88874858	88977207	16	102350	non-HK
ENSG00000212658	41301826	41302851	17	1026	non-HK
ENSG00000035499	60596912	60700194	5	103283	non-HK
ENSG00000175175	58755854	58985179	17	229326	non-HK
ENSG00000125695	63702845	63752097	17	49253	non-HK
ENSG00000213218	63872012	63873766	17	1755	non-HK
ENSG00000145029	49422333	49429326	3	6994	non-HK
ENSG00000147160	70040542	70049988	X	9447	non-HK
ENSG00000069509	44523639	44542972	X	19334	non-HK
ENSG00000188766	38388421	38399588	19	11168	non-HK
ENSG00000100083	37608474	37633564	22	25091	non-HK
ENSG00000169946	104590733	105804539	8	1213807	non-HK
ENSG00000267978	149581653	149587459	X	5807	non-HK
ENSG00000163528	14112077	14124876	3	12800	non-HK
ENSG00000136487	63880215	63881944	17	1730	non-HK
ENSG00000197724	93576584	93679599	9	103016	non-HK
ENSG00000102038	129446501	129523947	X	77447	non-HK
ENSG00000127554	1984193	1987749	16	3557	non-HK
ENSG00000111700	20810691	20916911	12	106221	non-HK
ENSG00000105219	40222208	40226697	19	4490	non-HK
ENSG00000140153	102139503	102224847	14	85345	non-HK
ENSG00000178057	49020459	49023495	3	3037	HK
ENSG00000167600	41193045	41207540	19	14496	non-HK
ENSG00000127184	86617905	86621246	5	3342	HK
ENSG00000079459	11795570	11839500	8	43931	non-HK
ENSG00000169246	21402237	21448567	16	46331	HK
ENSG00000159692	1211434	1250333	4	38900	HK
ENSG00000116260	180154869	180204030	1	49162	HK
ENSG00000170345	75278826	75283190	14	4365	non-HK
ENSG00000113905	186660216	186678452	3	18237	non-HK
ENSG00000212659	41265378	41265860	17	483	non-HK
ENSG00000112984	138178719	138188171	5	9453	non-HK
ENSG00000180386	41275698	41276207	17	510	non-HK
ENSG00000274226	36377531	36388435	17	10905	non-HK
ENSG00000227500	1905214	1926013	19	20800	non-HK
ENSG00000139767	118981541	119163051	12	181511	non-HK
ENSG00000119681	74498183	74612378	14	114196	non-HK
ENSG00000167004	43746394	43773279	15	26886	HK
ENSG00000136488	63894909	63896661	17	1753	non-HK
ENSG00000137752	105023581	105035250	11	11670	non-HK
ENSG00000150048	10069554	10111627	12	42074	non-HK
ENSG00000101194	62952668	62969585	20	16918	non-HK
ENSG00000148343	129036614	129072087	9	35474	non-HK
ENSG00000109101	28506243	28538900	17	32658	non-HK
ENSG00000266074	81395457	81466331	17	70875	non-HK
ENSG00000163946	56620132	56683265	3	63134	non-HK
ENSG00000048462	11965210	11968068	16	2859	non-HK
ENSG00000130035	4720267	4851927	12	131661	non-HK
ENSG00000292277	100205357	100221488	7	16132	non-HK
ENSG00000136237	22118236	22357154	7	238919	non-HK
ENSG00000158486	20933111	21159441	16	226331	non-HK
ENSG00000141564	80544819	80966371	17	421553	non-HK
ENSG00000089327	35154569	35171791	19	17223	non-HK
ENSG00000089041	121132819	121188032	12	55214	non-HK
ENSG00000137642	121452314	121633763	11	181450	non-HK
ENSG00000197576	27128507	27130780	7	2274	non-HK
ENSG00000088320	31474979	31484917	20	9939	non-HK
ENSG00000101489	37243040	37565994	18	322955	non-HK
ENSG00000170615	103352730	103446207	7	93478	non-HK
ENSG00000179454	44924324	45042322	14	117999	non-HK
ENSG00000114853	42652900	42667580	3	14681	non-HK
ENSG00000213347	177301461	177312757	5	11297	non-HK
ENSG00000254206	29381310	29406711	16	25402	non-HK
ENSG00000101452	38962299	39039723	20	77425	non-HK
ENSG00000100605	92936914	93116458	14	179545	HK
ENSG00000285053	235328570	235448952	1	120383	non-HK
ENSG00000251692	1485886	1488981	16	3096	non-HK
ENSG00000113790	185190624	185281990	3	91367	non-HK
ENSG00000180185	1826967	1840207	16	13241	non-HK
ENSG00000215148	2798470	2805304	16	6835	non-HK
ENSG00000205456	32253286	32255928	16	2643	non-HK
ENSG00000181847	114276913	114310288	3	33376	non-HK
ENSG00000151006	31083437	31089628	16	6192	non-HK
ENSG00000164405	132866626	132868847	5	2222	HK
ENSG00000106991	127811130	127855232	9	44103	non-HK
ENSG00000270136	19597067	19656927	1	59861	non-HK
ENSG00000205022	88863333	88866660	16	3328	non-HK
ENSG00000151923	119571802	119597029	10	25228	non-HK
ENSG00000173702	124905440	124953819	3	48380	non-HK
ENSG00000158748	19664875	19680966	1	16092	non-HK
ENSG00000183632	32673528	32676165	16	2638	non-HK
ENSG00000020633	24899511	24965121	1	65611	non-HK
ENSG00000198865	42756799	42802439	5	45641	non-HK
ENSG00000138613	63276018	63309126	15	33109	non-HK
ENSG00000284484	75660227	75677009	16	16783	non-HK
ENSG00000005381	58269855	58280935	17	11081	non-HK
ENSG00000181019	69706996	69726668	16	19673	non-HK
ENSG00000169964	44861889	44865670	3	3782	HK
ENSG00000163885	126394656	126436556	3	41901	non-HK
ENSG00000005379	58301228	58328795	17	27568	non-HK
ENSG00000159388	203305491	203309602	1	4112	non-HK
ENSG00000116254	6101787	6180321	1	78535	non-HK
ENSG00000140519	89471398	89496614	15	25217	non-HK
ENSG00000068796	62306162	62391025	5	84864	non-HK
ENSG00000012983	50417845	50561126	14	143282	non-HK
ENSG00000004399	129555213	129606681	3	51469	non-HK
ENSG00000166546	66427295	66493529	16	66235	non-HK
ENSG00000261740	29443230	29454651	16	11422	non-HK
ENSG00000138160	92574105	92655395	10	81291	non-HK
ENSG00000198959	38127385	38168463	20	41079	non-HK
ENSG00000175318	72159806	72197830	15	38025	non-HK
ENSG00000061273	47782722	47833132	12	50411	non-HK
ENSG00000131152	87302876	87334273	16	31398	non-HK
ENSG00000282034	30704067	30745169	16	41103	non-HK
ENSG00000224578	51553436	51647132	16	93697	non-HK
ENSG00000196497	24180219	24188990	14	8772	non-HK
ENSG00000008710	2088708	2135898	16	47191	non-HK
ENSG00000285629	6159430	6197757	1	38328	non-HK
ENSG00000173673	6244179	6245578	1	1400	non-HK
ENSG00000205116	1425871	1430255	1	4385	non-HK
ENSG00000184056	90998673	91022603	15	23931	non-HK
ENSG00000149243	75422394	75433203	11	10810	non-HK
ENSG00000178104	148808140	149048286	1	240147	non-HK
ENSG00000213246	58345175	58353093	17	7919	HK
ENSG00000170525	6144928	6254644	10	109717	non-HK
ENSG00000168004	63461404	63491219	11	29816	non-HK
ENSG00000130684	25673195	25696860	20	23666	non-HK
ENSG00000163884	126342635	126357458	3	14824	non-HK
ENSG00000007952	100843324	100874464	X	31141	non-HK
ENSG00000285897	58345206	58417595	17	72390	non-HK
ENSG00000185614	49803240	49805030	3	1791	non-HK
ENSG00000197584	178272932	178844429	3	571498	non-HK
ENSG00000100206	38518905	38570211	22	51307	non-HK
ENSG00000162139	74984361	75018893	11	34533	non-HK
ENSG00000091592	5499415	5619424	17	120010	non-HK
ENSG00000125868	17569152	17609919	20	40768	non-HK
ENSG00000180914	8750381	8769628	3	19248	non-HK
ENSG00000172818	65786714	65797219	11	10506	non-HK
ENSG00000149295	113409605	113476402	11	66798	non-HK
ENSG00000179021	88149647	88168729	3	19083	non-HK
ENSG00000203896	63736283	63739106	20	2824	non-HK
ENSG00000144741	66133610	66388116	3	254507	non-HK
ENSG00000167461	16111843	16134234	19	22392	non-HK
ENSG00000170965	134565837	134764355	X	198519	non-HK
ENSG00000109756	159103013	159360174	4	257162	HK
ENSG00000101290	5126879	5197887	20	71009	HK
ENSG00000008056	47571901	47619858	X	47958	non-HK
ENSG00000101558	9913916	9960021	18	46106	HK
ENSG00000110172	90200429	90223077	11	22649	non-HK
ENSG00000230268	124476317	124477664	7	1348	non-HK
ENSG00000213265	130668643	130687432	7	18790	non-HK
ENSG00000105146	57231009	57235551	19	4543	non-HK
ENSG00000266265	130730697	130734207	7	3511	non-HK
ENSG00000039600	157625679	157671480	5	45802	non-HK
ENSG00000183166	71779491	72447151	7	667661	non-HK
ENSG00000157514	107713221	107777342	X	64122	non-HK
ENSG00000178460	66870749	66922048	8	51300	non-HK
ENSG00000242372	35278906	35284985	20	6080	non-HK
ENSG00000131437	132692628	132737638	5	45011	non-HK
ENSG00000008226	38039205	38124025	3	84821	non-HK
ENSG00000142538	49422419	49423660	19	1242	non-HK
ENSG00000167971	2177180	2196605	16	19426	non-HK
ENSG00000117152	163068775	163076802	1	8028	non-HK
ENSG00000007264	3777969	3802129	19	24161	non-HK
ENSG00000100095	26169462	26383597	22	214136	non-HK
ENSG00000141646	51028528	51085045	18	56518	non-HK
ENSG00000185742	109422190	109429167	11	6978	non-HK
ENSG00000197658	63077406	63144221	11	66816	non-HK
ENSG00000205678	64275257	64409495	4	134239	non-HK
ENSG00000182685	2209253	2210905	16	1653	non-HK
ENSG00000172425	118527437	118531197	11	3761	non-HK
ENSG00000172575	38488103	38565575	15	77473	non-HK
ENSG00000184207	2211593	2214840	16	3248	non-HK
ENSG00000157211	54132687	54153770	1	21084	non-HK
ENSG00000165259	84317874	84502496	X	184623	non-HK
ENSG00000167968	2235816	2238711	16	2896	non-HK
ENSG00000126500	64035931	64119173	11	83243	non-HK
ENSG00000143552	153992690	154155116	1	162427	non-HK
ENSG00000187049	61392393	61398866	11	6474	non-HK
ENSG00000110047	64851642	64888372	11	36731	non-HK
ENSG00000106479	149838375	149867479	7	29105	non-HK
ENSG00000141429	35580892	35713370	18	132479	HK
ENSG00000156162	94719703	94793836	8	74134	non-HK
ENSG00000288608	151061928	151061978	7	51	non-HK
ENSG00000127377	151428832	151440813	7	11982	non-HK
ENSG00000205937	2253116	2268397	16	15282	HK
ENSG00000148429	11460328	11611803	10	151476	non-HK
ENSG00000198183	33235995	33243311	20	7317	non-HK
ENSG00000164707	135681231	135729258	7	48028	non-HK
ENSG00000121236	5596109	5612958	11	16850	non-HK
ENSG00000225526	12514934	12561059	3	46126	non-HK
ENSG00000113889	186717329	186744410	3	27082	non-HK
ENSG00000187017	6424776	6461367	1	36592	non-HK
ENSG00000221994	47983356	48071893	X	88538	non-HK
ENSG00000198090	41139433	41140544	17	1112	non-HK
ENSG00000266826	58660424	58692045	17	31622	non-HK
ENSG00000170464	139408588	139444491	5	35904	non-HK
ENSG00000212722	41105389	41106488	17	1100	non-HK
ENSG00000240871	41084150	41085144	17	995	non-HK
ENSG00000180042	3385930	3386874	17	945	non-HK
ENSG00000214518	41054498	41055230	17	733	non-HK
ENSG00000263429	10794908	10804099	17	9192	non-HK
ENSG00000198954	68988803	69043544	10	54742	HK
ENSG00000186393	40766238	40772201	17	5964	non-HK
ENSG00000110887	108858932	108901051	12	42120	non-HK
ENSG00000008324	42581840	42596934	3	15095	HK
ENSG00000138668	82351523	82374543	4	23021	HK
ENSG00000241241	41101502	41102209	17	708	non-HK
ENSG00000248871	7549099	7561601	17	12503	non-HK
ENSG00000090512	186634558	186653778	3	19221	non-HK
ENSG00000198216	181317690	181813262	1	495573	non-HK
ENSG00000165695	132725573	132878777	9	153205	non-HK
ENSG00000236383	43216941	43305397	17	88457	non-HK
ENSG00000171858	62385948	62388534	20	2587	HK
ENSG00000109943	122829482	122872643	11	43162	non-HK
ENSG00000078061	47561182	47571921	X	10740	HK
ENSG00000189320	135728348	135748813	7	20466	non-HK
ENSG00000165672	119167699	119178865	10	11167	non-HK
ENSG00000171617	74627406	74641424	5	14019	non-HK
ENSG00000165120	130206344	130216844	7	10501	non-HK
ENSG00000204983	142749468	142753072	7	3605	non-HK
ENSG00000153930	55882301	56517016	17	634716	non-HK
ENSG00000170946	31369840	31432835	11	62996	non-HK
ENSG00000148358	130053426	130140169	9	86744	non-HK
ENSG00000048392	102204502	102239382	8	34881	non-HK
ENSG00000196335	23710203	23832513	7	122311	non-HK
ENSG00000172239	43526267	43557758	5	31492	HK
ENSG00000125991	35542024	35557634	20	15611	HK
ENSG00000053918	2444654	2849105	11	404452	non-HK
ENSG00000183691	56593699	56595611	17	1913	non-HK
ENSG00000260458	21692523	21704612	17	12090	non-HK
ENSG00000082701	119821321	120094994	3	273674	non-HK
ENSG00000068438	48476021	48486364	X	10344	non-HK
ENSG00000166439	74748849	74842413	11	93565	non-HK
ENSG00000110344	118359587	118399211	11	39625	non-HK
ENSG00000158201	21650898	21704808	18	53911	non-HK
ENSG00000179930	182054570	182061712	1	7143	non-HK
ENSG00000122432	84506300	84567379	1	61080	non-HK
ENSG00000182645	116324388	116380029	10	55642	non-HK
ENSG00000156150	110059870	110070672	1	10803	non-HK
ENSG00000186150	110112443	110113947	1	1505	non-HK
ENSG00000198513	50532509	50634017	14	101509	non-HK
ENSG00000154007	75918873	75932404	1	13532	non-HK
ENSG00000100296	29505879	29555216	22	49338	non-HK
ENSG00000184005	76074746	76634603	1	559858	non-HK
ENSG00000119969	94545329	94613905	10	68577	non-HK
ENSG00000141668	72534118	72638521	18	104404	non-HK
ENSG00000136940	122798389	122828604	9	30216	non-HK
ENSG00000166510	54901504	54959519	18	58016	non-HK
ENSG00000151233	42081845	42144874	12	63030	non-HK
ENSG00000119707	73058532	73123899	14	65368	HK
ENSG00000155868	157137424	157159019	5	21596	non-HK
ENSG00000127191	136881903	136929221	9	47319	non-HK
ENSG00000123219	65517766	65563183	5	45418	non-HK
ENSG00000111341	14880864	14887639	12	6776	non-HK
ENSG00000171045	142212077	142403213	8	191137	non-HK
ENSG00000069424	5990927	6101193	1	110267	non-HK
ENSG00000102265	47582408	47586789	X	4382	non-HK
ENSG00000213462	64990356	65006743	7	16388	non-HK
ENSG00000163751	148865296	148897203	3	31908	non-HK
ENSG00000013583	12974867	13000275	12	25409	non-HK
ENSG00000183283	51238724	51271362	12	32639	non-HK
ENSG00000146834	100428322	100434126	7	5805	HK
ENSG00000152475	58367614	58381054	19	13441	non-HK
ENSG00000176485	63573172	63616883	11	43712	non-HK
ENSG00000168032	40387184	40428744	3	41561	non-HK
ENSG00000102144	77910739	78129295	X	218557	non-HK
ENSG00000105270	36014660	36033343	19	18684	non-HK
ENSG00000078328	5239802	7713340	16	2473539	non-HK
ENSG00000138615	65194760	65211478	15	16719	non-HK
ENSG00000162236	62806860	62832051	11	25192	HK
ENSG00000184828	48026672	48410752	18	384081	non-HK
ENSG00000197992	10030678	10066031	12	35354	non-HK
ENSG00000006283	50560715	50627474	17	66760	non-HK
ENSG00000125351	119833808	119853083	X	19276	non-HK
ENSG00000017427	102395874	102481744	12	85871	non-HK
ENSG00000188582	142949164	142964022	3	14859	non-HK
ENSG00000263155	57591900	57685364	15	93465	non-HK
ENSG00000164951	93857788	93926068	8	68281	non-HK
ENSG00000173200	122577602	122639047	3	61446	non-HK
ENSG00000183760	39083913	39111497	19	27585	non-HK
ENSG00000104691	30729131	30767009	8	37879	non-HK
ENSG00000185290	56114681	56116417	7	1737	non-HK
ENSG00000249319	66087761	66152277	7	64517	non-HK
ENSG00000171759	102836889	102958410	12	121522	non-HK
ENSG00000130402	38647605	38731589	19	83985	HK
ENSG00000214415	80458635	80512064	7	53430	non-HK
ENSG00000101346	32207851	32238658	20	30808	HK
ENSG00000068308	48922024	48958386	X	36363	HK
ENSG00000127920	93921735	93928610	7	6876	non-HK
ENSG00000163959	196211487	196243178	3	31692	non-HK
ENSG00000105829	93962762	94004382	7	41621	non-HK
ENSG00000164172	53095679	53113016	5	17338	non-HK
ENSG00000087589	56412049	56460387	20	48339	non-HK
ENSG00000162344	69698232	69704660	11	6429	non-HK
ENSG00000082397	5392379	5630700	18	238322	non-HK
ENSG00000181804	143265222	143848485	3	583264	non-HK
ENSG00000125898	833715	857463	20	23749	non-HK
ENSG00000153790	25134692	25180356	7	45665	non-HK
ENSG00000072518	63838923	63911020	11	72098	non-HK
ENSG00000100934	39031918	39109646	14	77729	non-HK
ENSG00000124191	43914844	44069616	20	154773	non-HK
ENSG00000105954	25224570	25228486	7	3917	non-HK
ENSG00000104643	11284523	11328146	8	43624	non-HK
ENSG00000127249	193398967	193593111	3	194145	non-HK
ENSG00000101966	123859693	123913972	X	54280	non-HK
ENSG00000106211	76302673	76305813	7	3141	non-HK
ENSG00000180481	75391089	75432688	12	41600	non-HK
ENSG00000123560	103769047	103792677	X	23631	non-HK
ENSG00000178397	6329411	6348981	7	19571	HK
ENSG00000214300	100307702	100322372	7	14671	non-HK
ENSG00000154319	11421463	11475908	8	54446	non-HK
ENSG00000221989	144109583	144110539	7	957	non-HK
ENSG00000124155	45416084	45456934	20	40851	non-HK
ENSG00000111653	6650300	6663148	12	12849	non-HK
ENSG00000145002	12424408	12436408	8	12001	non-HK
ENSG00000106404	101232092	101238820	7	6729	non-HK
ENSG00000186918	28345590	28402701	8	57112	HK
ENSG00000241224	109118252	109152132	3	33881	non-HK
ENSG00000186329	171843349	171938715	3	95367	non-HK
ENSG00000183597	20016615	20067164	22	50550	non-HK
