gene_id	gene_name	gene_length_bp	log10_gene_length_bp	description	HPA_present	max_nTPM_total	number_expressed_tissues	tissue_with_max_expression
ENSG00000206536	OR5K3	966	2.98497712641549	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000142684	ZNF593	966	2.98497712641549	NA	TRUE	104.8	36	skeletal muscle
ENSG00000241595	KRTAP9-4	967	2.985426474083	NA	TRUE	37.1	1	skin
ENSG00000293563	NA	968	2.98587535730839	NA	FALSE	NA	0	NA
ENSG00000136834	OR1J1	969	2.98632377705077	NA	TRUE	0.1	0	retina; testis
ENSG00000183303	OR5P2	969	2.98632377705077	NA	TRUE	0.2	0	skin
ENSG00000172489	OR5T3	969	2.98632377705077	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000197591	OR11L1	969	2.98632377705077	NA	TRUE	0.1	0	thyroid gland
ENSG00000236637	IFNA4	970	2.98677173426624	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000176281	OR4K5	972	2.98766626492627	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000181499	OR6T1	972	2.98766626492627	NA	TRUE	0.3	0	pancreas
ENSG00000176922	OR51S1	972	2.98766626492627	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000255307	OR52B2	972	2.98766626492627	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000127780	OR1E2	972	2.98766626492627	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000244623	OR2AE1	972	2.98766626492627	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000177202	SPACA4	973	2.98811284026835	NA	TRUE	111.8	7	testis
ENSG00000176679	TGIF2LY	975	2.98900461569854	NA	TRUE	3.7	1	testis
ENSG00000171481	OR1L3	975	2.98900461569854	NA	TRUE	0.1	0	retina
ENSG00000169488	OR4K15	975	2.98900461569854	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000279961	OR8U3	975	2.98900461569854	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000232268	OR52I1	975	2.98900461569854	NA	TRUE	0.1	0	cerebellum
ENSG00000196171	OR6K2	975	2.98900461569854	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000153779	TGIF2LX	976	2.98944981766669	NA	TRUE	8.6	1	testis
ENSG00000176787	OR52E2	978	2.9903388547876	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000159723	AGRP	978	2.9903388547876	NA	TRUE	36.4	6	hypothalamus
ENSG00000123689	G0S2	979	2.99078269180314	NA	TRUE	755.3	35	adipose tissue
ENSG00000234829	IFNA17	980	2.99122607569249	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000257115	OR11H12	981	2.99166900737995	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000176540	OR4C5	981	2.99166900737995	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000279111	OR10X1	981	2.99166900737995	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000198083	KRTAP9-9	981	2.99166900737995	NA	TRUE	22.8	1	skin
ENSG00000269466	H3Y1	982	2.99211148778695	NA	TRUE	0.2	0	testis
ENSG00000272987	OR5AL1	985	2.99343623049761	NA	TRUE	0	0	retina
ENSG00000205029	OR5D16	987	2.99431715266964	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000181961	OR4A16	987	2.99431715266964	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000147873	IFNA5	988	2.99475694458763	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000221880	KRTAP1-3	991	2.99607365448528	NA	TRUE	88.7	1	skin
ENSG00000196156	KRTAP4-3	991	2.99607365448528	NA	TRUE	16.8	1	skin
ENSG00000176219	OR11H6	993	2.99694924849538	NA	TRUE	0.1	0	testis
ENSG00000178358	OR2D3	993	2.99694924849538	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000262085	OR1P1	994	2.99738638439731	NA	TRUE	0	0	retina
ENSG00000170782	OR10A4	995	2.99782308074573	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000230178	OR4F3	995	2.99782308074573	NA	TRUE	0.3	0	testis
ENSG00000240871	KRTAP4-7	995	2.99782308074573	NA	TRUE	53.2	1	skin
ENSG00000176125	UFSP1	995	2.99782308074573	NA	TRUE	3.6	33	skeletal muscle
ENSG00000181803	OR6S1	996	2.9982593384237	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000128519	TAS2R16	997	2.99869515831166	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000198674	OR10G6	999	2.99956548822598	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000212126	TAS2R50	1000	3	NA	TRUE	0.2	0	cerebellum
ENSG00000212124	TAS2R19	1002	3.00086772153123	NA	TRUE	1.4	3	cerebellum
ENSG00000250719	P3R3URF	1003	3.00130093302042	NA	TRUE	133.6	1	testis
ENSG00000228083	IFNA14	1004	3.001733712809	NA	TRUE	0.1	0	kidney
ENSG00000256812	CAPNS2	1004	3.001733712809	NA	TRUE	99	7	skin
ENSG00000284730	TMDD1	1005	3.00216606175651	NA	TRUE	3.9	2	testis
ENSG00000174109	C16orf91	1005	3.00216606175651	NA	TRUE	16.6	36	adrenal gland
ENSG00000239886	KRTAP9-2	1005	3.00216606175651	NA	TRUE	27.7	1	skin
ENSG00000212935	KRTAP10-3	1006	3.00259798071991	NA	TRUE	21.6	1	skin
ENSG00000204873	KRTAP9-3	1006	3.00259798071991	NA	TRUE	45	1	skin
ENSG00000187272	KRTAP9-8	1006	3.00259798071991	NA	TRUE	41.7	1	skin
ENSG00000187747	OR52B6	1008	3.00346053210951	NA	TRUE	0.1	0	ovary
ENSG00000146066	HIGD2A	1011	3.004751155591	NA	TRUE	423.8	36	skeletal muscle
ENSG00000183396	TMEM89	1011	3.004751155591	NA	TRUE	28.3	1	testis
ENSG00000288460	SMIM42	1015	3.00646604224923	NA	TRUE	8.6	1	testis
ENSG00000236396	SLC35G4	1017	3.00732095292274	NA	TRUE	0.2	0	testis
ENSG00000177688	SUMO4	1017	3.00732095292274	NA	TRUE	1.2	2	liver
ENSG00000236398	TAS2R39	1017	3.00732095292274	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000256436	TAS2R31	1021	3.00902574208691	NA	TRUE	0.9	0	ovary
ENSG00000293685	NA	1022	3.00945089579869	NA	FALSE	NA	0	NA
ENSG00000137080	IFNA21	1024	3.01029995663981	NA	TRUE	0.3	0	cerebellum
ENSG00000205409	OR52E6	1025	3.01072386539177	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000212658	KRTAP29-1	1026	3.0111473607758	NA	TRUE	1.7	1	skin
ENSG00000255374	TAS2R43	1027	3.01157044359728	NA	TRUE	0.2	0	cerebellum; ovary
ENSG00000258817	OR4C13	1029	3.01241537476243	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000171942	OR10H2	1029	3.01241537476243	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000102128	RAB40AL	1029	3.01241537476243	NA	TRUE	0.3	0	cerebellum
ENSG00000176547	OR4C3	1036	3.01535975540921	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000180475	OR10Q1	1037	3.01577875638904	NA	TRUE	0.1	0	pancreas
ENSG00000275714	H3C1	1037	3.01577875638904	NA	TRUE	3.3	1	testis
ENSG00000146383	TAAR6	1038	3.01619735351244	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000132703	APCS	1040	3.01703333929878	NA	TRUE	2590.7	4	liver
ENSG00000168703	WFDC12	1041	3.01745072951054	NA	TRUE	20.1	6	skin
ENSG00000172680	MOS	1041	3.01745072951054	NA	TRUE	0.7	0	testis
ENSG00000221937	TAS2R40	1043	3.01828430842653	NA	TRUE	0.7	0	spleen
ENSG00000163794	UCN	1046	3.01953168453126	NA	TRUE	9.2	33	basal ganglia
ENSG00000278889	OR2S2	1047	3.01994668167884	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000228567	VN1R4	1048	3.02036128264771	NA	TRUE	0.2	0	testis
ENSG00000198573	SPANXC	1055	3.02325245963371	NA	TRUE	30.4	1	testis
ENSG00000203926	SPANXA2	1055	3.02325245963371	NA	TRUE	61.3	1	testis
ENSG00000167874	TMEM88	1056	3.02366391819779	NA	TRUE	97.8	36	heart muscle
ENSG00000237110	TAAR9	1060	3.02530586526477	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000221954	OR4C12	1063	3.0265332645233	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000139223	ANP32D	1064	3.02694162795903	NA	TRUE	0.1	0	ovary; testis
ENSG00000198021	SPANXA1	1065	3.02734960777476	NA	TRUE	4.3	1	testis
ENSG00000181609	OR52D1	1065	3.02734960777476	NA	TRUE	1.1	1	testis
ENSG00000176900	OR51T1	1065	3.02734960777476	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000284306	SSU72P2	1066	3.02775720469055	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000181963	OR52K2	1067	3.02816441942447	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000120242	IFNA8	1069	3.02897770520878	NA	TRUE	0.2	0	cerebellum
ENSG00000177938	CAPZA3	1070	3.02938377768521	NA	TRUE	175.7	4	testis
ENSG00000221840	OR4A5	1071	3.02978947083186	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000284018	SSU72P5	1071	3.02978947083186	NA	TRUE	0.1	0	liver
ENSG00000177693	OR4F4	1072	3.03019478535675	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000121381	TAS2R9	1075	3.03140846425162	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000284546	SSU72P3	1075	3.03140846425162	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000229937	PRPS1L1	1077	3.03221570329798	NA	TRUE	28.3	1	testis
ENSG00000173679	OR1L1	1083	3.03462845662532	NA	TRUE	0.1	0	retina
ENSG00000124089	MC3R	1084	3.03502928220237	NA	TRUE	1.3	1	hypothalamus
ENSG00000182974	OR4M2B	1084	3.03502928220237	NA	TRUE	0.5	0	testis
ENSG00000146385	TAAR8	1085	3.03542973818455	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000213416	KRTAP4-12	1092	3.03822263836872	NA	TRUE	24.2	1	skin
ENSG00000183313	OR52L1	1094	3.03901732199741	NA	TRUE	0.1	0	testis
ENSG00000167360	OR51Q1	1096	3.03981055414835	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000121377	TAS2R7	1096	3.03981055414835	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000187173	LCE2A	1098	3.04060234011407	NA	TRUE	111.6	1	skin
ENSG00000179673	RPRML	1098	3.04060234011407	NA	TRUE	47.2	9	basal ganglia
ENSG00000105374	NKG7	1099	3.04099769242349	NA	TRUE	161	33	spleen
ENSG00000273313	NA	1099	3.04099769242349	NA	FALSE	NA	0	NA
ENSG00000221859	KRTAP10-10	1100	3.04139268515822	NA	TRUE	17.1	1	skin
ENSG00000171396	KRTAP4-4	1100	3.04139268515822	NA	TRUE	17.2	1	skin
ENSG00000212722	KRTAP4-9	1100	3.04139268515822	NA	TRUE	44.6	1	skin
ENSG00000284438	SSU72P7	1101	3.04178731897175	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000127362	TAS2R3	1101	3.04178731897175	NA	TRUE	0.3	0	cerebellum; retina
ENSG00000283873	SSU72P4	1102	3.04218159451577	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
ENSG00000171501	OR1N2	1103	3.04257551244019	NA	TRUE	0	0	adipose tissue; adrenal gland; amygdala; basal ganglia; blood vessel; breast; cerebellum; cerebral cortex; cervix; colon; endometrium; esophagus; fallopian tube; heart muscle; hippocampal formation; hypothalamus; kidney; liver; lung; midbrain; ovary; pancreas; pituitary gland; prostate; retina; salivary gland; skeletal muscle; skin; small intestine; spinal cord; spleen; stomach; testis; thyroid gland; urinary bladder; vagina
