Transcript stable ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENST00000285021	ENSG00000154767	14145145	14178652	3
ENST00000360864	ENSG00000101152	63894641	63936031	20
ENST00000329970	ENSG00000155115	110958477	110968586	6
ENST00000273590	ENSG00000145022	49412212	49416476	3
ENST00000257245	ENSG00000134809	57528406	57531031	11
ENST00000431446	ENSG00000147274	136848004	136880764	X
ENST00000320676	ENSG00000147274	136848004	136880764	X
ENST00000406452	ENSG00000176623	86468257	86514357	8
ENST00000464506	ENSG00000123595	13689122	13710504	X
ENST00000243325	ENSG00000123595	13689122	13710504	X
ENST00000308025	ENSG00000174243	48829756	48852842	12
ENST00000254337	ENSG00000132017	13952459	13961449	19
ENST00000586895	ENSG00000198258	9827892	9830137	19
ENST00000358666	ENSG00000198258	9827892	9830137	19
ENST00000375661	ENSG00000204392	31797392	31806987	6
ENST00000255608	ENSG00000133243	1985438	2034881	19
ENST00000589228	ENSG00000108946	68511780	68551319	17
ENST00000399138	ENSG00000091542	18183078	18209954	17
ENST00000375446	ENSG00000131669	93121496	93134310	9
ENST00000398153	ENSG00000111906	125219962	125302128	6
ENST00000312960	ENSG00000181788	150741125	150763477	3
ENST00000376745	ENSG00000172531	67398179	67421183	11
ENST00000340908	ENSG00000060237	752536	911452	12
ENST00000215570	ENSG00000099800	2425625	2427588	19
ENST00000591871	ENSG00000099800	2425625	2427588	19
ENST00000474973	ENSG00000231500	33272075	33276511	6
ENST00000064778	ENSG00000054965	73400487	73598189	11
ENST00000327892	ENSG00000196230	30717435	30725538	6
ENST00000330133	ENSG00000183617	3762672	3768575	19
ENST00000353258	ENSG00000006007	19501693	19522123	16
ENST00000476781	ENSG00000136522	179582420	179604659	3
ENST00000392659	ENSG00000136522	179582420	179604659	3
ENST00000379888	ENSG00000134453	6086898	6117457	10
ENST00000447032	ENSG00000134453	6086898	6117457	10
ENST00000402136	ENSG00000176946	241584405	241637191	2
ENST00000407315	ENSG00000176946	241584405	241637191	2
ENST00000356244	ENSG00000100401	41244779	41286272	22
ENST00000262077	ENSG00000124789	17614707	17706935	6
ENST00000266735	ENSG00000139343	95858931	95903828	12
ENST00000572681	ENSG00000079432	42268537	42295801	19
ENST00000575354	ENSG00000079432	42268537	42295801	19
ENST00000432999	ENSG00000236287	10812074	10858796	11
ENST00000377390	ENSG00000168066	64764606	64778786	11
ENST00000486867	ENSG00000168066	64764606	64778786	11
ENST00000334944	ENSG00000168066	64764606	64778786	11
ENST00000253023	ENSG00000130725	58555709	58558954	19
ENST00000595957	ENSG00000130725	58555709	58558954	19
ENST00000263657	ENSG00000115946	68157888	68176238	2
ENST00000331272	ENSG00000107829	101610663	101695295	10
ENST00000253686	ENSG00000131368	15009611	15065339	3
ENST00000223500	ENSG00000086065	33264017	33282071	9
ENST00000265563	ENSG00000114302	48744591	48847874	3
ENST00000526361	ENSG00000118363	74949259	74979033	11
ENST00000532972	ENSG00000118363	74949259	74979033	11
ENST00000263672	ENSG00000118363	74949259	74979033	11
ENST00000300181	ENSG00000166925	100466519	100479232	7
ENST00000393991	ENSG00000166925	100466519	100479232	7
ENST00000325495	ENSG00000099783	8444767	8489114	19
ENST00000374516	ENSG00000112511	33410382	33416453	6
ENST00000299427	ENSG00000166340	6612768	6619448	11
ENST00000380394	ENSG00000137154	19375715	19380282	9
ENST00000315377	ENSG00000137154	19375715	19380282	9
ENST00000380381	ENSG00000137154	19375715	19380282	9
ENST00000214869	ENSG00000099203	10832067	10836318	19
ENST00000314606	ENSG00000179115	12922276	12934037	19
ENST00000229379	ENSG00000111775	120438090	120440742	12
ENST00000376395	ENSG00000135018	83657386	83707993	9
ENST00000367378	ENSG00000120265	149749431	149811421	6
ENST00000367380	ENSG00000120265	149749431	149811421	6
ENST00000367384	ENSG00000120265	149749431	149811421	6
ENST00000198767	ENSG00000085721	15060022	15094311	16
ENST00000287957	ENSG00000157259	92447482	92460075	7
ENST00000356654	ENSG00000111676	6924463	6942322	12
ENST00000396684	ENSG00000111676	6924463	6942322	12
ENST00000375663	ENSG00000204394	31777518	31795950	6
ENST00000546954	ENSG00000170855	120443958	120446412	12
ENST00000240079	ENSG00000120860	102011769	102062149	12
ENST00000354895	ENSG00000167397	31090842	31095980	16
ENST00000394975	ENSG00000167397	31090842	31095980	16
ENST00000356663	ENSG00000182087	1009648	1021179	19
ENST00000273258	ENSG00000144746	69084937	69106092	3
ENST00000215832	ENSG00000100030	21755537	21867680	22
ENST00000266529	ENSG00000139168	42312086	42326257	12
ENST00000325301	ENSG00000100335	39499432	39518132	22
ENST00000425675	ENSG00000063241	55452975	55462343	19
ENST00000085068	ENSG00000063241	55452975	55462343	19
ENST00000294189	ENSG00000162244	51993522	51995953	3
ENST00000219252	ENSG00000102978	57462660	57472009	16
ENST00000335420	ENSG00000128607	130070534	130135720	7
ENST00000228825	ENSG00000111229	110434582	110450422	12
ENST00000007516	ENSG00000004779	23581014	23596319	16
ENST00000439383	ENSG00000175166	184299157	184309054	3
ENST00000372483	ENSG00000148335	129606704	129636744	9
ENST00000319006	ENSG00000177156	747399	765035	11
ENST00000255977	ENSG00000133606	140453033	140479552	7
ENST00000351500	ENSG00000123349	53295291	53299452	12
ENST00000334478	ENSG00000123349	53295291	53299452	12
ENST00000381192	ENSG00000002586	2690988	2741312	X
ENST00000279146	ENSG00000110711	67468174	67491154	11
ENST00000371917	ENSG00000124198	48921711	49036693	20
ENST00000521291	ENSG00000156482	98024851	98046469	8
ENST00000396070	ENSG00000156482	98024851	98046469	8
ENST00000287038	ENSG00000156482	98024851	98046469	8
ENST00000435041	ENSG00000198833	89326608	89352902	6
ENST00000392081	ENSG00000068903	38878555	38900501	19
ENST00000474315	ENSG00000101365	2658393	2664219	20
ENST00000380843	ENSG00000101365	2658393	2664219	20
ENST00000318607	ENSG00000070756	100685816	100722809	8
ENST00000519100	ENSG00000070756	100685816	100722809	8
ENST00000519004	ENSG00000070756	100685816	100722809	8
ENST00000522387	ENSG00000070756	100685816	100722809	8
ENST00000522658	ENSG00000070756	100685816	100722809	8
ENST00000517403	ENSG00000070756	100685816	100722809	8
ENST00000310137	ENSG00000239306	66616626	66629934	11
ENST00000322028	ENSG00000177700	837356	842561	11
ENST00000301488	ENSG00000167797	67506490	67508701	11
ENST00000406520	ENSG00000093010	19941371	19969975	22
ENST00000256079	ENSG00000133704	30628981	30695883	12
ENST00000373491	ENSG00000065491	37257772	37332970	6
ENST00000251849	ENSG00000132155	12582101	12664201	3
ENST00000320805	ENSG00000176953	28950807	28967092	16
ENST00000375107	ENSG00000204310	32168205	32178096	6
ENST00000327435	ENSG00000182551	3497366	3519559	2
ENST00000265343	ENSG00000072364	132875395	132963634	5
ENST00000219281	ENSG00000103005	57999546	58021618	16
ENST00000308511	ENSG00000158941	22604629	22620964	8
ENST00000518989	ENSG00000158941	22604629	22620964	8
ENST00000520861	ENSG00000158941	22604629	22620964	8
ENST00000520738	ENSG00000158941	22604629	22620964	8
ENST00000217901	ENSG00000067829	153785735	153794535	X
ENST00000249356	ENSG00000128590	108569847	108574850	7
ENST00000373537	ENSG00000166619	37492472	37528100	20
ENST00000438552	ENSG00000125835	2461634	2470884	20
ENST00000381342	ENSG00000125835	2461634	2470884	20
ENST00000199320	ENSG00000086189	62347284	62403943	5
ENST00000262213	ENSG00000067167	70573218	70608449	8
ENST00000585465	ENSG00000118046	1177558	1228431	19
ENST00000326873	ENSG00000118046	1177558	1228431	19
ENST00000395719	ENSG00000138757	75641849	75726301	4
ENST00000006777	ENSG00000005486	75842602	75888927	7
ENST00000372447	ENSG00000136819	129827194	129835863	9
ENST00000352397	ENSG00000100243	42615730	42720870	22
ENST00000407332	ENSG00000100243	42615730	42720870	22
ENST00000262633	ENSG00000126254	35628989	35638927	19
ENST00000309859	ENSG00000103365	23462213	23521995	16
ENST00000361351	ENSG00000138629	74445187	74461182	15
ENST00000323927	ENSG00000176248	137174784	137189028	9
ENST00000393085	ENSG00000105887	135926760	135977375	7
ENST00000299299	ENSG00000166228	70882280	70888605	10
ENST00000379666	ENSG00000243147	27771717	27988087	2
ENST00000296102	ENSG00000243147	27771717	27988087	2
ENST00000223369	ENSG00000106636	44200959	44214294	7
ENST00000359139	ENSG00000100239	50343300	50445090	22
ENST00000401672	ENSG00000100239	50343300	50445090	22
ENST00000330720	ENSG00000105438	48382575	48393837	19
ENST00000170447	ENSG00000075975	12557020	12586208	3
ENST00000336854	ENSG00000123395	52069246	52077495	12
ENST00000375147	ENSG00000136937	97633448	97673748	9
ENST00000369151	ENSG00000151893	118674167	118755249	10
ENST00000262815	ENSG00000129933	19320811	19358754	19
ENST00000218364	ENSG00000102241	136496932	136513181	X
ENST00000393094	ENSG00000166266	108008898	108107781	11
ENST00000586534	ENSG00000179262	12945848	12953646	19
ENST00000316856	ENSG00000179262	12945848	12953646	19
ENST00000260045	ENSG00000137492	76349898	76381134	11
ENST00000399959	ENSG00000215301	41333348	41364472	X
ENST00000308436	ENSG00000149016	62575045	62591637	11
ENST00000341285	ENSG00000118564	15604381	15681679	4
ENST00000513163	ENSG00000118564	15604381	15681679	4
ENST00000292524	ENSG00000160959	144517965	144525178	8
ENST00000378750	ENSG00000121680	45909663	45918812	11
ENST00000369144	ENSG00000107581	119033670	119080835	10
ENST00000375549	ENSG00000204370	112086824	112120016	11
ENST00000374023	ENSG00000196821	34587288	34696881	6
ENST00000305218	ENSG00000168439	64185272	64204548	11
ENST00000261674	ENSG00000061936	131711081	131799738	12
ENST00000327347	ENSG00000086475	13317425	13348596	10
ENST00000318059	ENSG00000217930	4331549	4355607	16
ENST00000273062	ENSG00000144579	218397136	218405942	2
ENST00000336273	ENSG00000147649	97644013	97730260	8
ENST00000278412	ENSG00000149136	57325982	57335892	11
ENST00000308893	ENSG00000149930	29973868	29992261	16
ENST00000279394	ENSG00000149930	29973868	29992261	16
ENST00000321867	ENSG00000177169	131894621	131923161	12
ENST00000291442	ENSG00000160113	17231883	17245919	19
ENST00000331244	ENSG00000108010	130136385	130184521	10
ENST00000368644	ENSG00000108010	130136385	130184521	10
ENST00000300146	ENSG00000166889	59636716	59669141	11
ENST00000345519	ENSG00000122705	36190856	36304781	9
ENST00000378364	ENSG00000198931	88809339	88811963	16
ENST00000426324	ENSG00000198931	88809339	88811963	16
ENST00000373841	ENSG00000147140	71254270	71301522	X
ENST00000276079	ENSG00000147140	71254270	71301522	X
ENST00000454310	ENSG00000106397	101205977	101219968	7
ENST00000223127	ENSG00000106397	101205977	101219968	7
ENST00000311936	ENSG00000133703	25205246	25250936	12
ENST00000355693	ENSG00000181924	73869846	73876982	11
ENST00000243918	ENSG00000204070	45359977	45376798	20
ENST00000292614	ENSG00000005075	102473128	102478929	7
ENST00000300086	ENSG00000166848	75647765	75761872	16
ENST00000455385	ENSG00000008282	106090500	106112589	7
ENST00000297185	ENSG00000113013	138553756	138575675	5
ENST00000279281	ENSG00000149823	65089324	65111862	11
ENST00000302418	ENSG00000170759	32009014	32056454	10
ENST00000380817	ENSG00000100241	50443219	50483923	22
ENST00000373241	ENSG00000079332	70147289	70170905	10
ENST00000283882	ENSG00000153774	75293698	75433503	16
ENST00000558813	ENSG00000128951	48331011	48343373	15
ENST00000304414	ENSG00000170540	18791609	18801572	16
ENST00000000412	ENSG00000003056	8940358	8951856	12
ENST00000342745	ENSG00000100647	69611591	69715144	14
ENST00000374586	ENSG00000106771	109015135	109119974	9
ENST00000216277	ENSG00000090060	96501433	96567118	14
ENST00000557320	ENSG00000090060	96501433	96567118	14
ENST00000267115	ENSG00000139644	49707725	49764935	12
ENST00000302362	ENSG00000172301	31851871	31859291	17
ENST00000235835	ENSG00000053371	19301991	19312144	1
ENST00000376227	ENSG00000101997	49235444	49250526	X
ENST00000444191	ENSG00000172534	153946434	153972427	X
ENST00000261884	ENSG00000103671	64387748	64455305	15
ENST00000605997	ENSG00000183648	92116119	92121978	14
ENST00000537169	ENSG00000102401	101622797	101627843	X
ENST00000295087	ENSG00000162980	151788984	151828531	2
ENST00000468024	ENSG00000133142	103576231	103590165	X
ENST00000472484	ENSG00000133142	103576231	103590165	X
ENST00000494801	ENSG00000133142	103576231	103590165	X
ENST00000264555	ENSG00000070047	576170	612225	11
ENST00000375151	ENSG00000158526	54440402	54448032	X
ENST00000156109	ENSG00000068394	49113396	49123746	X
ENST00000417647	ENSG00000113141	140647058	140662480	5
ENST00000327827	ENSG00000182831	9091610	9121635	16
ENST00000290291	ENSG00000060491	62804178	62814000	20
ENST00000370461	ENSG00000060491	62804178	62814000	20
ENST00000567404	ENSG00000197006	21597218	21657471	16
ENST00000396014	ENSG00000197006	21597218	21657471	16
ENST00000358154	ENSG00000197006	21597218	21657471	16
ENST00000380445	ENSG00000215305	2840689	2866800	20
ENST00000258105	ENSG00000204822	74471982	74472687	2
ENST00000262306	ENSG00000103363	2771414	2777290	16
ENST00000409906	ENSG00000103363	2771414	2777290	16
ENST00000371646	ENSG00000096384	44245808	44253888	6
ENST00000268802	ENSG00000141101	69741871	69754942	16
ENST00000532507	ENSG00000173327	65597755	65615382	11
ENST00000309100	ENSG00000173327	65597755	65615382	11
ENST00000342374	ENSG00000132824	44496221	44522094	20
ENST00000451562	ENSG00000196262	44796678	44824564	7
ENST00000489459	ENSG00000196262	44796678	44824564	7
ENST00000355968	ENSG00000196262	44796678	44824564	7
ENST00000468812	ENSG00000196262	44796678	44824564	7
ENST00000445560	ENSG00000175334	66002228	66004170	11
ENST00000265758	ENSG00000071462	73683568	73698228	7
ENST00000285814	ENSG00000155438	121726945	121736912	2
ENST00000373212	ENSG00000131171	81202005	81298547	X
ENST00000447750	ENSG00000203879	154436600	154443467	X
ENST00000263559	ENSG00000122958	69123512	69174412	10
ENST00000339157	ENSG00000100997	25294742	25390866	20
ENST00000324856	ENSG00000117713	26693236	26782104	1
ENST00000396987	ENSG00000158669	41577187	41625001	8
ENST00000307771	ENSG00000169249	15790106	15830694	X
ENST00000304301	ENSG00000168101	4693562	4695861	16
ENST00000230431	ENSG00000112667	43225629	43229484	6
ENST00000371588	ENSG00000000419	50934852	50959140	20
ENST00000327158	ENSG00000177370	997118	1003671	17
ENST00000526104	ENSG00000177963	207499	215113	11
ENST00000527696	ENSG00000177963	207499	215113	11
ENST00000331835	ENSG00000183291	86862445	86914424	1
ENST00000370554	ENSG00000183291	86862445	86914424	1
ENST00000601220	ENSG00000130724	58551452	58555128	19
ENST00000312547	ENSG00000130724	58551452	58555128	19
ENST00000445755	ENSG00000007080	17932588	17944914	19
ENST00000374206	ENSG00000176386	113255835	113275602	9
ENST00000268668	ENSG00000140990	1959508	1962021	16
ENST00000206380	ENSG00000091947	44011188	44023946	17
ENST00000247003	ENSG00000105671	18919700	18929189	19
ENST00000480824	ENSG00000198663	36871870	36928964	6
ENST00000340139	ENSG00000138785	105682016	105895986	4
ENST00000256383	ENSG00000134001	67360011	67386516	14
ENST00000223324	ENSG00000106591	42932346	42948958	7
ENST00000330398	ENSG00000185883	2513713	2520218	16
ENST00000361264	ENSG00000198876	34086384	34127399	9
ENST00000373670	ENSG00000056586	122844556	122905513	9
ENST00000317058	ENSG00000176476	28553915	28591790	16
ENST00000382581	ENSG00000179010	6640091	6642729	4
ENST00000314028	ENSG00000141551	82239023	82273700	17
ENST00000374266	ENSG00000142684	26169908	26170873	1
ENST00000369023	ENSG00000107672	121953334	121975257	10
ENST00000339600	ENSG00000189043	10931943	10940531	7
ENST00000297071	ENSG00000164548	23504780	23532041	7
ENST00000527673	ENSG00000118181	119015508	119018724	11
ENST00000368694	ENSG00000160679	153633982	153646306	1
ENST00000368686	ENSG00000160679	153633982	153646306	1
ENST00000263246	ENSG00000100266	42835412	43015185	22
ENST00000396081	ENSG00000122557	35632659	35697459	7
ENST00000223023	ENSG00000106299	123681938	123749003	7
ENST00000369278	ENSG00000014123	96521595	96555276	6
ENST00000230085	ENSG00000112335	108211222	108261255	6
ENST00000426155	ENSG00000112335	108211222	108261255	6
ENST00000349379	ENSG00000112335	108211222	108261255	6
ENST00000252015	ENSG00000100991	34995209	35092868	20
ENST00000382409	ENSG00000177030	644224	707118	11
ENST00000262187	ENSG00000106615	151466012	151520120	7
ENST00000472642	ENSG00000106615	151466012	151520120	7
ENST00000316509	ENSG00000220205	8159149	8163546	17
ENST00000404970	ENSG00000220205	8159149	8163546	17
ENST00000283646	ENSG00000153574	88691642	88750933	2
ENST00000233893	ENSG00000115541	197500140	197503461	2
ENST00000199706	ENSG00000086504	365916	371289	16
ENST00000541152	ENSG00000184640	77280569	77500596	17
ENST00000246024	ENSG00000125827	7977346	8019813	20
ENST00000221462	ENSG00000104866	45091396	45148077	19
ENST00000350498	ENSG00000106244	99392048	99408665	7
ENST00000229854	ENSG00000112118	52264011	52284881	6
ENST00000312916	ENSG00000164252	77029251	77065234	5
ENST00000398129	ENSG00000087274	2843576	2930082	4
ENST00000219789	ENSG00000103502	29858357	29863414	16
ENST00000569956	ENSG00000103502	29858357	29863414	16
ENST00000262948	ENSG00000126934	4090317	4124216	19
ENST00000394867	ENSG00000126934	4090317	4124216	19
ENST00000269886	ENSG00000141985	4360367	4400547	19
ENST00000336735	ENSG00000071537	81471547	81533863	14
ENST00000290231	ENSG00000124160	46060985	46089962	20
ENST00000215829	ENSG00000100028	24555957	24584044	22
ENST00000389834	ENSG00000103978	42210447	42274128	15
ENST00000248566	ENSG00000127922	96481626	96709891	7
ENST00000269321	ENSG00000141522	81867719	81871378	17
ENST00000261313	ENSG00000089220	118136071	118145584	12
ENST00000263847	ENSG00000110048	59574398	59615781	11
ENST00000253108	ENSG00000130811	10115010	10119951	19
ENST00000328709	ENSG00000183513	98598242	98608515	2
ENST00000369314	ENSG00000121851	145964690	145978848	1
ENST00000425753	ENSG00000104522	143612617	143618048	8
ENST00000370509	ENSG00000143162	167529117	167553822	1
ENST00000216373	ENSG00000100485	50117130	50231906	14
ENST00000357067	ENSG00000129187	182890060	182917936	4
ENST00000381401	ENSG00000169100	1386133	1392929	X
ENST00000376741	ENSG00000167182	47896150	47928957	17
ENST00000332118	ENSG00000182934	126262912	126269144	11
ENST00000361368	ENSG00000198742	99027435	99144164	7
ENST00000264279	ENSG00000055044	202265725	202303666	2
ENST00000442744	ENSG00000221983	18571730	18577550	19
ENST00000597451	ENSG00000221983	18571730	18577550	19
ENST00000392894	ENSG00000082996	149809445	149962153	3
ENST00000361785	ENSG00000082996	149809445	149962153	3
ENST00000422465	ENSG00000149273	75394327	75422280	11
ENST00000527446	ENSG00000149273	75394327	75422280	11
ENST00000526608	ENSG00000149273	75394327	75422280	11
ENST00000527273	ENSG00000149273	75394327	75422280	11
ENST00000524851	ENSG00000149273	75394327	75422280	11
ENST00000219313	ENSG00000103035	74296809	74306288	16
ENST00000293777	ENSG00000161920	4731428	4733608	17
ENST00000374675	ENSG00000112473	33200305	33204439	6
ENST00000374677	ENSG00000112473	33200305	33204439	6
ENST00000300291	ENSG00000167005	56429133	56452199	16
ENST00000389682	ENSG00000211460	121737103	121767853	2
ENST00000608872	ENSG00000119402	120751978	120793438	9
ENST00000453291	ENSG00000119402	120751978	120793438	9
ENST00000341516	ENSG00000139990	69050881	69153179	14
ENST00000331768	ENSG00000183576	99395061	99480927	14
ENST00000237654	ENSG00000118816	77047155	77076319	4
ENST00000233055	ENSG00000085449	223855716	223945357	2
ENST00000377464	ENSG00000142599	8352397	8848921	1
ENST00000239666	ENSG00000120509	70281118	70290596	X
ENST00000263239	ENSG00000088205	117814673	117832379	2
ENST00000317534	ENSG00000062582	43866557	43869893	7
ENST00000000233	ENSG00000004059	127588370	127591700	7
ENST00000559844	ENSG00000028528	64094123	64146090	15
ENST00000248378	ENSG00000127774	3668812	3669668	17
ENST00000408901	ENSG00000129460	23469679	23509862	14
ENST00000262370	ENSG00000102858	4616493	4690977	16
ENST00000344417	ENSG00000146576	6589978	6608726	7
ENST00000434618	ENSG00000231925	33299694	33314284	6
ENST00000309579	ENSG00000173915	103388991	103396492	10
ENST00000362091	ENSG00000134452	5890203	5937594	10
ENST00000313143	ENSG00000161202	184155159	184173614	3
ENST00000295770	ENSG00000163527	31532521	31638548	3
ENST00000253699	ENSG00000131381	15068571	15099163	3
ENST00000556260	ENSG00000078304	101761682	101927989	14
ENST00000328724	ENSG00000078304	101761682	101927989	14
ENST00000445439	ENSG00000078304	101761682	101927989	14
ENST00000334743	ENSG00000078304	101761682	101927989	14
ENST00000458587	ENSG00000185825	153698006	153725957	X
ENST00000345046	ENSG00000185825	153698006	153725957	X
ENST00000369043	ENSG00000107669	121709393	121928801	10
ENST00000368655	ENSG00000143614	153789030	153923360	1
ENST00000397375	ENSG00000074071	1771890	1773158	16
ENST00000314761	ENSG00000115368	189441429	189479063	2
ENST00000318364	ENSG00000055950	100969458	100990450	10
ENST00000262455	ENSG00000023318	99979185	100099052	9
ENST00000380155	ENSG00000169895	16719545	16765340	X
ENST00000464650	ENSG00000143183	165724293	165827755	1
ENST00000498107	ENSG00000106028	141737456	141787922	7
ENST00000372759	ENSG00000084073	40258041	40294180	1
ENST00000342166	ENSG00000162961	31867809	32039809	2
ENST00000252445	ENSG00000130165	11551147	11559325	19
ENST00000306368	ENSG00000168894	85595693	85598589	2
ENST00000554546	ENSG00000133961	73274146	73466167	14
ENST00000546443	ENSG00000012822	53708517	53727745	12
ENST00000548263	ENSG00000012822	53708517	53727745	12
ENST00000351193	ENSG00000169251	161104681	161253532	3
ENST00000272348	ENSG00000143977	70281362	70293740	2
ENST00000602318	ENSG00000134248	110401249	110407942	1
ENST00000514387	ENSG00000062194	57173821	57265668	5
ENST00000506184	ENSG00000062194	57173821	57265668	5
ENST00000246151	ENSG00000057757	23778393	23788232	1
ENST00000233468	ENSG00000115128	24067579	24076464	2
ENST00000304191	ENSG00000169612	82986203	82991057	15
ENST00000254730	ENSG00000132394	128153433	128409356	3
ENST00000355621	ENSG00000186591	129830732	129952977	7
ENST00000331268	ENSG00000185787	78810487	78903078	15
ENST00000558502	ENSG00000185787	78810487	78903078	15
ENST00000322535	ENSG00000087365	66050729	66069308	11
ENST00000530981	ENSG00000087365	66050729	66069308	11
ENST00000269373	ENSG00000141560	82716706	82730328	17
ENST00000370086	ENSG00000180879	153793516	153798505	X
ENST00000600659	ENSG00000233927	8320900	8323567	19
ENST00000297338	ENSG00000164754	116845934	116874849	8
ENST00000375249	ENSG00000130956	96450160	96491336	9
ENST00000247161	ENSG00000126767	47631621	47650604	X
ENST00000328195	ENSG00000147471	37762585	37779770	8
ENST00000253788	ENSG00000131469	42998273	43002973	17
ENST00000589913	ENSG00000131469	42998273	43002973	17
ENST00000369109	ENSG00000117362	150265399	150269580	1
ENST00000360244	ENSG00000117362	150265399	150269580	1
ENST00000276390	ENSG00000147416	20197381	20230399	8
ENST00000225430	ENSG00000108298	39200283	39204840	17
ENST00000579374	ENSG00000108298	39200283	39204840	17
ENST00000338961	ENSG00000148334	128120693	128128462	9
ENST00000258383	ENSG00000135900	223957403	223969078	2
ENST00000258455	ENSG00000135972	105038025	105099960	2
ENST00000571958	ENSG00000174231	1650624	1684876	17
ENST00000304992	ENSG00000174231	1650624	1684876	17
ENST00000265175	ENSG00000138802	109433602	109540896	4
ENST00000373451	ENSG00000137200	37433094	37482827	6
ENST00000396049	ENSG00000114978	74152528	74178932	2
ENST00000381249	ENSG00000240857	18554723	18560679	2
ENST00000282892	ENSG00000152944	27022546	27066343	12
ENST00000552981	ENSG00000075415	98592455	98606379	12
ENST00000218348	ENSG00000102226	47232866	47248328	X
ENST00000307149	ENSG00000168434	23388493	23453207	16
ENST00000357849	ENSG00000121022	67043079	67083783	8
ENST00000361564	ENSG00000198856	108650585	108667820	4
ENST00000241600	ENSG00000122140	135499984	135504673	9
ENST00000322989	ENSG00000134419	18781295	18790383	16
ENST00000563390	ENSG00000134419	18781295	18790383	16
ENST00000221448	ENSG00000104852	49085164	49108613	19
ENST00000333676	ENSG00000262814	81703367	81707517	17
ENST00000422840	ENSG00000090863	74447427	74607144	16
ENST00000230449	ENSG00000112685	485133	693169	6
ENST00000528838	ENSG00000185122	144291529	144314727	8
ENST00000293406	ENSG00000161654	44034328	44067619	17
ENST00000427159	ENSG00000108592	63819433	63830012	17
ENST00000330899	ENSG00000086061	33025206	33039916	9
ENST00000360458	ENSG00000123562	103675360	103688158	X
ENST00000441076	ENSG00000123562	103675360	103688158	X
ENST00000395314	ENSG00000126777	55559072	55701526	14
ENST00000309137	ENSG00000172775	57152466	57186175	16
ENST00000569266	ENSG00000172775	57152466	57186175	16
ENST00000566423	ENSG00000128989	52547045	52569883	15
ENST00000221418	ENSG00000104823	38815417	38831874	19
ENST00000302386	ENSG00000170296	7240008	7242449	17
ENST00000577035	ENSG00000170296	7240008	7242449	17
ENST00000573928	ENSG00000170296	7240008	7242449	17
ENST00000288266	ENSG00000157500	57227726	57278127	3
ENST00000392038	ENSG00000105221	40230317	40285536	19
ENST00000257857	ENSG00000135404	55723511	55730023	12
ENST00000420846	ENSG00000135404	55723511	55730023	12
ENST00000546939	ENSG00000135404	55723511	55730023	12
ENST00000552692	ENSG00000135404	55723511	55730023	12
ENST00000549117	ENSG00000135404	55723511	55730023	12
ENST00000233143	ENSG00000034510	84904923	84906680	2
ENST00000273223	ENSG00000144713	12834485	12841582	3
ENST00000435983	ENSG00000144713	12834485	12841582	3
ENST00000457131	ENSG00000144713	12834485	12841582	3
ENST00000358689	ENSG00000197217	23385783	23457716	8
ENST00000336418	ENSG00000157823	89830599	89894638	15
ENST00000304332	ENSG00000113648	135333609	135400023	5
ENST00000312469	ENSG00000113648	135333609	135400023	5
ENST00000456793	ENSG00000228474	27070470	27071685	2
ENST00000429985	ENSG00000228474	27070470	27071685	2
ENST00000320954	ENSG00000170275	33113956	33147773	3
ENST00000449224	ENSG00000170275	33113956	33147773	3
ENST00000340020	ENSG00000186063	222668013	222713210	1
ENST00000378344	ENSG00000158109	3624979	3630131	1
ENST00000264993	ENSG00000091527	133573686	133590261	3
ENST00000431519	ENSG00000091527	133573686	133590261	3
ENST00000420115	ENSG00000091527	133573686	133590261	3
ENST00000361288	ENSG00000064995	34877462	34889192	6
ENST00000590253	ENSG00000141349	44070620	44082151	17
ENST00000269097	ENSG00000141349	44070620	44082151	17
ENST00000577640	ENSG00000170315	16380667	16382745	17
ENST00000302182	ENSG00000170315	16380667	16382745	17
ENST00000369239	ENSG00000132424	99397629	99425335	6
ENST00000438806	ENSG00000132424	99397629	99425335	6
ENST00000264639	ENSG00000108344	39980800	39997960	17
ENST00000261716	ENSG00000160551	29390351	29551903	17
ENST00000375344	ENSG00000148110	94374403	94461042	9
ENST00000244230	ENSG00000124383	71130310	71150101	2
ENST00000283632	ENSG00000153561	86720291	86778041	2
ENST00000262061	ENSG00000111481	54301202	54351848	12
ENST00000328631	ENSG00000068745	48688003	48740353	3
ENST00000340879	ENSG00000068745	48688003	48740353	3
ENST00000286428	ENSG00000155959	155197007	155239841	X
ENST00000255641	ENSG00000133275	1941146	1981339	19
ENST00000323460	ENSG00000119231	196867856	196934718	3
ENST00000455836	ENSG00000089248	112012815	112025268	12
ENST00000261735	ENSG00000089248	112012815	112025268	12
ENST00000503937	ENSG00000138674	82818081	82901166	4
ENST00000324545	ENSG00000124486	41085431	41236579	X
ENST00000378308	ENSG00000124486	41085431	41236579	X
ENST00000066544	ENSG00000004897	47117703	47189422	17
ENST00000392086	ENSG00000135924	219279342	219286898	2
ENST00000336576	ENSG00000135924	219279342	219286898	2
ENST00000253039	ENSG00000130741	24054911	24078810	X
ENST00000265192	ENSG00000120727	139341587	139369720	5
ENST00000392246	ENSG00000116030	202206182	202238599	2
ENST00000341864	ENSG00000187325	78129748	78139688	X
ENST00000412830	ENSG00000136045	107685766	107713462	12
