HGNC symbol	UniProtKB/Swiss-Prot ID	Gene stable ID	Transcript stable ID	Protein stable ID
EXOSC2		ENSG00000130713	ENST00000692794	ENSP00000510147
PACSIN2		ENSG00000100266	ENST00000859874	ENSP00000529933
TMX4		ENSG00000125827	ENST00000527925	ENSP00000435735
INTS4		ENSG00000149262	ENST00000534408	ENSP00000432776
PACSIN2		ENSG00000100266	ENST00000859875	ENSP00000529934
PACSIN2		ENSG00000100266	ENST00000859876	ENSP00000529935
INTS4		ENSG00000149262	ENST00000527522	ENSP00000435758
INTS4		ENSG00000149262	ENST00000889292	ENSP00000559351
PACSIN2		ENSG00000100266	ENST00000940159	ENSP00000610218
EXOSC2	Q13868	ENSG00000130713	ENST00000372351	ENSP00000361426
TMX4		ENSG00000125827	ENST00000462384	ENSP00000433878
TNIP1		ENSG00000145901	ENST00000389378	ENSP00000374029
PACSIN2		ENSG00000100266	ENST00000940160	ENSP00000610219
INTS4		ENSG00000149262	ENST00000889293	ENSP00000559352
EXOSC2		ENSG00000130713	ENST00000685277	ENSP00000508897
TMX4		ENSG00000125827	ENST00000910533	ENSP00000580592
TMX4		ENSG00000125827	ENST00000910534	ENSP00000580593
PACSIN2		ENSG00000100266	ENST00000940161	ENSP00000610220
INTS4		ENSG00000149262	ENST00000925639	ENSP00000595698
TMX4		ENSG00000125827	ENST00000910535	ENSP00000580594
PACSIN2		ENSG00000100266	ENST00000940162	ENSP00000610221
TMX4		ENSG00000125827	ENST00000910536	ENSP00000580595
INTS4		ENSG00000149262	ENST00000925640	ENSP00000595699
TMX4		ENSG00000125827	ENST00000971200	ENSP00000641259
EXOSC2		ENSG00000130713	ENST00000851442	ENSP00000521501
PACSIN2		ENSG00000100266	ENST00000971201	ENSP00000641260
INTS4		ENSG00000149262	ENST00000925641	ENSP00000595700
TNIP1	Q15025	ENSG00000145901	ENST00000315050	ENSP00000317891
EXOSC2		ENSG00000130713	ENST00000851443	ENSP00000521502
PACSIN2		ENSG00000100266	ENST00000971202	ENSP00000641261
INTS4		ENSG00000149262	ENST00000925642	ENSP00000595701
EXOSC2		ENSG00000130713	ENST00000851444	ENSP00000521503
PACSIN2		ENSG00000100266	ENST00000971203	ENSP00000641262
INTS4		ENSG00000149262	ENST00000925643	ENSP00000595702
TNIP1	Q15025	ENSG00000145901	ENST00000523338	ENSP00000428243
EXOSC2		ENSG00000130713	ENST00000851445	ENSP00000521504
PACSIN2		ENSG00000100266	ENST00000971204	ENSP00000641263
INTS4		ENSG00000149262	ENST00000925644	ENSP00000595703
EXOSC2		ENSG00000130713	ENST00000851446	ENSP00000521505
PACSIN2		ENSG00000100266	ENST00000971205	ENSP00000641264
INTS4		ENSG00000149262	ENST00000925645	ENSP00000595704
TNIP1	Q15025	ENSG00000145901	ENST00000610535	ENSP00000483944
EXOSC2		ENSG00000130713	ENST00000917908	ENSP00000587967
PACSIN2		ENSG00000100266	ENST00000971206	ENSP00000641265
INTS4		ENSG00000149262	ENST00000942459	ENSP00000612518
PACSIN2		ENSG00000100266	ENST00000971207	ENSP00000641266
EXOSC2		ENSG00000130713	ENST00000917909	ENSP00000587968
WDR24	Q96S15	ENSG00000127580	ENST00000293883	ENSP00000293883
TNIP1	Q15025	ENSG00000145901	ENST00000522226	ENSP00000428187
INTS4		ENSG00000149262	ENST00000942460	ENSP00000612519
TNIP1		ENSG00000145901	ENST00000714530	ENSP00000519775
EXOSC2		ENSG00000130713	ENST00000954431	ENSP00000624490
PACSIN2		ENSG00000100266	ENST00000971208	ENSP00000641267
WDR24		ENSG00000127580	ENST00000647644	ENSP00000497264
PACSIN2		ENSG00000100266	ENST00000971209	ENSP00000641268
TNIP1	Q15025	ENSG00000145901	ENST00000521001	ENSP00000428404
EXOSC2		ENSG00000130713	ENST00000954432	ENSP00000624491
PTRHD1	Q6GMV3	ENSG00000184924	ENST00000328379	ENSP00000330389
WDR24		ENSG00000127580	ENST00000248142	ENSP00000248142
EXOSC2		ENSG00000130713	ENST00000954433	ENSP00000624492
PACSIN2		ENSG00000100266	ENST00000971210	ENSP00000641269
TNIP1		ENSG00000145901	ENST00000519339	ENSP00000427854
EXOSC2		ENSG00000130713	ENST00000954434	ENSP00000624493
WDR24		ENSG00000127580	ENST00000886263	ENSP00000556322
PACSIN2		ENSG00000100266	ENST00000971211	ENSP00000641270
WDR24		ENSG00000127580	ENST00000886264	ENSP00000556323
TNIP1	Q15025	ENSG00000145901	ENST00000518977	ENSP00000430971
WDR24		ENSG00000127580	ENST00000933313	ENSP00000603372
PACSIN2		ENSG00000100266	ENST00000971212	ENSP00000641271
PTRHD1		ENSG00000184924	ENST00000915621	ENSP00000585680
PTRHD1		ENSG00000184924	ENST00000915622	ENSP00000585681
PACSIN2		ENSG00000100266	ENST00000971213	ENSP00000641272
TNIP1	Q15025	ENSG00000145901	ENST00000524280	ENSP00000429912
TNIP1	Q15025	ENSG00000145901	ENST00000523200	ENSP00000431105
PPP1R37	O75864	ENSG00000104866	ENST00000221462	ENSP00000221462
TNIP1		ENSG00000145901	ENST00000878007	ENSP00000548066
TNIP1		ENSG00000145901	ENST00000878008	ENSP00000548067
PPP1R37		ENSG00000104866	ENST00000544069	ENSP00000445252
TNIP1		ENSG00000145901	ENST00000878009	ENSP00000548068
TNIP1		ENSG00000145901	ENST00000878010	ENSP00000548069
TNIP1		ENSG00000145901	ENST00000878011	ENSP00000548070
PPP1R37		ENSG00000104866	ENST00000872788	ENSP00000542847
TNIP1		ENSG00000145901	ENST00000878012	ENSP00000548071
PPP1R37		ENSG00000104866	ENST00000872789	ENSP00000542848
TNIP1		ENSG00000145901	ENST00000878013	ENSP00000548072
PPP1R37		ENSG00000104866	ENST00000872790	ENSP00000542849
TNIP1		ENSG00000145901	ENST00000878014	ENSP00000548073
NME3	Q13232	ENSG00000103024	ENST00000219302	ENSP00000219302
PPP1R37		ENSG00000104866	ENST00000945762	ENSP00000615821
TNIP1		ENSG00000145901	ENST00000878015	ENSP00000548074
PPP1R37		ENSG00000104866	ENST00000945763	ENSP00000615822
TNIP1		ENSG00000145901	ENST00000878016	ENSP00000548075
TNIP1		ENSG00000145901	ENST00000878017	ENSP00000548076
NME3		ENSG00000103024	ENST00000564628	ENSP00000456160
PDAP1	Q13442	ENSG00000106244	ENST00000350498	ENSP00000222968
TNIP1		ENSG00000145901	ENST00000878018	ENSP00000548077
TNIP1		ENSG00000145901	ENST00000878019	ENSP00000548078
PDAP1		ENSG00000106244	ENST00000426447	ENSP00000411287
TNIP1		ENSG00000145901	ENST00000878020	ENSP00000548079
PDAP1		ENSG00000106244	ENST00000626285	ENSP00000486021
TNIP1		ENSG00000145901	ENST00000878021	ENSP00000548080
PDAP1		ENSG00000106244	ENST00000856632	ENSP00000526691
TNIP1		ENSG00000145901	ENST00000878022	ENSP00000548081
PDAP1		ENSG00000106244	ENST00000856633	ENSP00000526692
NME3		ENSG00000103024	ENST00000568561	ENSP00000455271
TNIP1		ENSG00000145901	ENST00000878023	ENSP00000548082
PDAP1		ENSG00000106244	ENST00000926895	ENSP00000596954
NME3		ENSG00000103024	ENST00000563498	ENSP00000455435
PDAP1		ENSG00000106244	ENST00000926896	ENSP00000596955
TNIP1		ENSG00000145901	ENST00000878024	ENSP00000548083
PDAP1		ENSG00000106244	ENST00000926897	ENSP00000596956
TNIP1		ENSG00000145901	ENST00000878025	ENSP00000548084
PDAP1		ENSG00000106244	ENST00000926898	ENSP00000596957
TNIP1		ENSG00000145901	ENST00000878026	ENSP00000548085
NME3		ENSG00000103024	ENST00000563854	ENSP00000454498
TNIP1		ENSG00000145901	ENST00000878027	ENSP00000548086
NME3		ENSG00000103024	ENST00000904960	ENSP00000575019
TNIP1		ENSG00000145901	ENST00000878028	ENSP00000548087
NME3		ENSG00000103024	ENST00000904961	ENSP00000575020
TNIP1		ENSG00000145901	ENST00000878029	ENSP00000548088
NME3		ENSG00000103024	ENST00000904962	ENSP00000575021
NME3		ENSG00000103024	ENST00000933403	ENSP00000603462
TNIP1		ENSG00000145901	ENST00000878030	ENSP00000548089
TNIP1		ENSG00000145901	ENST00000949031	ENSP00000619090
MCEE		ENSG00000124370	ENST00000413592	ENSP00000391140
TNIP1		ENSG00000145901	ENST00000949032	ENSP00000619091
TNIP1		ENSG00000145901	ENST00000949033	ENSP00000619092
TNIP1		ENSG00000145901	ENST00000949034	ENSP00000619093
TNIP1		ENSG00000145901	ENST00000949035	ENSP00000619094
MCEE	Q96PE7	ENSG00000124370	ENST00000244217	ENSP00000244217
MCEE		ENSG00000124370	ENST00000494660	ENSP00000437361
MCEE		ENSG00000124370	ENST00000486135	ENSP00000441569
MCEE		ENSG00000124370	ENST00000916433	ENSP00000586492
ASB8	Q9H765	ENSG00000177981	ENST00000317697	ENSP00000320893
ASB8	Q9H765	ENSG00000177981	ENST00000536549	ENSP00000445622
ASB8		ENSG00000177981	ENST00000536953	ENSP00000438498
ASB8		ENSG00000177981	ENST00000539528	ENSP00000445540
ASB8		ENSG00000177981	ENST00000535055	ENSP00000440773
ASB8		ENSG00000177981	ENST00000539865	ENSP00000438434
ASB8		ENSG00000177981	ENST00000536071	ENSP00000442737
ASB8		ENSG00000177981	ENST00000539503	ENSP00000444093
ASB8		ENSG00000177981	ENST00000540143	ENSP00000443835
ASB8		ENSG00000177981	ENST00000545791	ENSP00000437769
ASB8		ENSG00000177981	ENST00000540212	ENSP00000442639
ASB8		ENSG00000177981	ENST00000539464	ENSP00000439557
AGGF1	Q8N302	ENSG00000164252	ENST00000312916	ENSP00000316109
ASB8		ENSG00000177981	ENST00000540782	ENSP00000437530
ASB8		ENSG00000177981	ENST00000535988	ENSP00000443148
AGGF1		ENSG00000164252	ENST00000502408	ENSP00000420874
ASB8		ENSG00000177981	ENST00000548228	ENSP00000447819
ASB8		ENSG00000177981	ENST00000629941	ENSP00000486138
ASB8		ENSG00000177981	ENST00000873811	ENSP00000543870
AGGF1	Q8N302	ENSG00000164252	ENST00000506806	ENSP00000424733
ASB8		ENSG00000177981	ENST00000873812	ENSP00000543871
AGGF1		ENSG00000164252	ENST00000871352	ENSP00000541411
ASB8		ENSG00000177981	ENST00000938966	ENSP00000609025
AGGF1		ENSG00000164252	ENST00000871353	ENSP00000541412
ASB8		ENSG00000177981	ENST00000938967	ENSP00000609026
AGGF1		ENSG00000164252	ENST00000920272	ENSP00000590331
ASB8		ENSG00000177981	ENST00000942522	ENSP00000612581
ASB8		ENSG00000177981	ENST00000942523	ENSP00000612582
AGGF1		ENSG00000164252	ENST00000920273	ENSP00000590332
AGGF1		ENSG00000164252	ENST00000949072	ENSP00000619131
MAP2K2	P36507	ENSG00000126934	ENST00000262948	ENSP00000262948
MAP2K2		ENSG00000126934	ENST00000599021	ENSP00000471763
MAP2K2		ENSG00000126934	ENST00000897160	ENSP00000567219
MAP2K2		ENSG00000126934	ENST00000897161	ENSP00000567220
MAP2K2		ENSG00000126934	ENST00000897162	ENSP00000567221
MAP2K2		ENSG00000126934	ENST00000897163	ENSP00000567222
MAP2K2		ENSG00000126934	ENST00000897164	ENSP00000567223
MAP2K2		ENSG00000126934	ENST00000897165	ENSP00000567224
MAP2K2		ENSG00000126934	ENST00000897166	ENSP00000567225
MAP2K2		ENSG00000126934	ENST00000920057	ENSP00000590116
MAP2K2		ENSG00000126934	ENST00000920058	ENSP00000590117
MAP2K2		ENSG00000126934	ENST00000920059	ENSP00000590118
MAP2K2		ENSG00000126934	ENST00000945859	ENSP00000615918
MAP2K2		ENSG00000126934	ENST00000945860	ENSP00000615919
MAP2K2		ENSG00000126934	ENST00000945861	ENSP00000615920
MAP2K2		ENSG00000126934	ENST00000945862	ENSP00000615921
CDIPT	O14735	ENSG00000103502	ENST00000219789	ENSP00000219789
CDIPT		ENSG00000103502	ENST00000561555	ENSP00000455042
CDIPT	O14735	ENSG00000103502	ENST00000566113	ENSP00000457340
CDIPT	O14735	ENSG00000103502	ENST00000569956	ENSP00000457339
CDIPT	O14735	ENSG00000103502	ENST00000570016	ENSP00000454453
CDIPT		ENSG00000103502	ENST00000563415	ENSP00000457766
CDIPT		ENSG00000103502	ENST00000564296	ENSP00000457207
CDIPT		ENSG00000103502	ENST00000853345	ENSP00000523404
CDIPT		ENSG00000103502	ENST00000934102	ENSP00000604161
ADNP	Q9H2P0	ENSG00000101126	ENST00000371602	ENSP00000360662
ADNP	Q9H2P0	ENSG00000101126	ENST00000621696	ENSP00000483881
ADNP		ENSG00000101126	ENST00000673732	ENSP00000501294
ADNP		ENSG00000101126	ENST00000644386	ENSP00000493755
ADNP	Q9H2P0	ENSG00000101126	ENST00000396029	ENSP00000379346
ADNP	Q9H2P0	ENSG00000101126	ENST00000396032	ENSP00000379349
ADNP	Q9H2P0	ENSG00000101126	ENST00000349014	ENSP00000342905
ADNP		ENSG00000101126	ENST00000645081	ENSP00000495540
ADNP		ENSG00000101126	ENST00000908532	ENSP00000578591
ADNP		ENSG00000101126	ENST00000908533	ENSP00000578592
ADNP		ENSG00000101126	ENST00000933179	ENSP00000603238
ADNP		ENSG00000101126	ENST00000933180	ENSP00000603239
ADNP		ENSG00000101126	ENST00000933181	ENSP00000603240
ADNP		ENSG00000101126	ENST00000933182	ENSP00000603241
ADNP		ENSG00000101126	ENST00000971605	ENSP00000641664
ADNP		ENSG00000101126	ENST00000971606	ENSP00000641665
MAVS	Q7Z434	ENSG00000088888	ENST00000416600	ENSP00000413749
MAVS	Q7Z434	ENSG00000088888	ENST00000428216	ENSP00000401980
MAVS		ENSG00000088888	ENST00000883968	ENSP00000554027
MAVS		ENSG00000088888	ENST00000883969	ENSP00000554028
MAVS		ENSG00000088888	ENST00000883970	ENSP00000554029
MAVS		ENSG00000088888	ENST00000883971	ENSP00000554030
MAVS		ENSG00000088888	ENST00000972011	ENSP00000642070
RFC2	P35250	ENSG00000049541	ENST00000352131	ENSP00000275627
NR2C1	P13056	ENSG00000120798	ENST00000333003	ENSP00000333275
NR2C1		ENSG00000120798	ENST00000551647	ENSP00000450225
TEFM	Q96QE5	ENSG00000172171	ENST00000306049	ENSP00000306574
TEFM		ENSG00000172171	ENST00000580840	ENSP00000462973
RFC2	P35250	ENSG00000049541	ENST00000055077	ENSP00000055077
TEFM	Q96QE5	ENSG00000172171	ENST00000581216	ENSP00000462963
TEFM		ENSG00000172171	ENST00000876800	ENSP00000546859
TCERG1	O14776	ENSG00000113649	ENST00000296702	ENSP00000296702
TEFM		ENSG00000172171	ENST00000876801	ENSP00000546860
TEFM		ENSG00000172171	ENST00000876802	ENSP00000546861
TCERG1		ENSG00000113649	ENST00000707167	ENSP00000516769
RFC2		ENSG00000049541	ENST00000621097	ENSP00000479768
TCERG1	O14776	ENSG00000113649	ENST00000394421	ENSP00000377943
RFC2		ENSG00000049541	ENST00000485545	ENSP00000419320
NR2C1		ENSG00000120798	ENST00000622476	ENSP00000478728
TCERG1		ENSG00000113649	ENST00000679501	ENSP00000505217
RFC2		ENSG00000049541	ENST00000497430	ENSP00000420404
NR2C1		ENSG00000120798	ENST00000552791	ENSP00000446817
NR2C1	P13056	ENSG00000120798	ENST00000393101	ENSP00000376813
TCERG1		ENSG00000113649	ENST00000549332	ENSP00000450414
NR2C1	P13056	ENSG00000120798	ENST00000330677	ENSP00000328843
TCERG1		ENSG00000113649	ENST00000707168	ENSP00000516770
NR2C1		ENSG00000120798	ENST00000547469	ENSP00000446906
NR2C1		ENSG00000120798	ENST00000877188	ENSP00000547247
SNRPD3	P62318	ENSG00000100028	ENST00000215829	ENSP00000215829
NR2C1		ENSG00000120798	ENST00000877189	ENSP00000547248
RFC2		ENSG00000049541	ENST00000470266	ENSP00000420513
TCERG1		ENSG00000113649	ENST00000875793	ENSP00000545852
NR2C1		ENSG00000120798	ENST00000877190	ENSP00000547249
SNRPD3	P62318	ENSG00000100028	ENST00000402849	ENSP00000385266
SNRPD3		ENSG00000100028	ENST00000865614	ENSP00000535673
RFC2		ENSG00000049541	ENST00000494019	ENSP00000419341
TCERG1		ENSG00000113649	ENST00000875794	ENSP00000545853
SNRPD3		ENSG00000100028	ENST00000865615	ENSP00000535674
NR2C1		ENSG00000120798	ENST00000877191	ENSP00000547250
SNRPD3		ENSG00000100028	ENST00000865616	ENSP00000535675
RFC2		ENSG00000049541	ENST00000480432	ENSP00000418899
NR2C1		ENSG00000120798	ENST00000877192	ENSP00000547251
SNRPD3		ENSG00000100028	ENST00000865617	ENSP00000535676
TCERG1		ENSG00000113649	ENST00000914696	ENSP00000584755
RFC2		ENSG00000049541	ENST00000479105	ENSP00000420392
TCERG1		ENSG00000113649	ENST00000914697	ENSP00000584756
SNRPD3		ENSG00000100028	ENST00000865618	ENSP00000535677
NR2C1		ENSG00000120798	ENST00000877193	ENSP00000547252
TTC32		ENSG00000183891	ENST00000402414	ENSP00000385708
RFC2		ENSG00000049541	ENST00000491206	ENSP00000420731
NR2C1		ENSG00000120798	ENST00000877194	ENSP00000547253
SNRPD3		ENSG00000100028	ENST00000940750	ENSP00000610809
TCERG1		ENSG00000113649	ENST00000914698	ENSP00000584757
NR2C1		ENSG00000120798	ENST00000877195	ENSP00000547254
TCERG1		ENSG00000113649	ENST00000914699	ENSP00000584758
SNRPD3		ENSG00000100028	ENST00000940751	ENSP00000610810
RFC2		ENSG00000049541	ENST00000493156	ENSP00000420563
TTC32	Q5I0X7	ENSG00000183891	ENST00000333610	ENSP00000333018
SNRPD3		ENSG00000100028	ENST00000940752	ENSP00000610811
NR2C1		ENSG00000120798	ENST00000877196	ENSP00000547255
RFC2		ENSG00000049541	ENST00000463194	ENSP00000419827
TTC32		ENSG00000183891	ENST00000431392	ENSP00000412874
SNRPD3		ENSG00000100028	ENST00000972066	ENSP00000642125
TCERG1		ENSG00000113649	ENST00000914700	ENSP00000584759
NR2C1		ENSG00000120798	ENST00000877197	ENSP00000547256
TTC32		ENSG00000183891	ENST00000916781	ENSP00000586840
RFC2		ENSG00000049541	ENST00000858309	ENSP00000528368
NR2C1		ENSG00000120798	ENST00000922902	ENSP00000592961
RFC2		ENSG00000049541	ENST00000858310	ENSP00000528369
TCERG1		ENSG00000113649	ENST00000914701	ENSP00000584760
NR2C1		ENSG00000120798	ENST00000922903	ENSP00000592962
RFC2		ENSG00000049541	ENST00000858311	ENSP00000528370
RFC2		ENSG00000049541	ENST00000858312	ENSP00000528371
NR2C1		ENSG00000120798	ENST00000922904	ENSP00000592963
TCERG1		ENSG00000113649	ENST00000914702	ENSP00000584761
RFC2		ENSG00000049541	ENST00000858313	ENSP00000528372
NR2C1		ENSG00000120798	ENST00000942590	ENSP00000612649
RFC2		ENSG00000049541	ENST00000858314	ENSP00000528373
NR2C1		ENSG00000120798	ENST00000942591	ENSP00000612650
RFC2		ENSG00000049541	ENST00000858315	ENSP00000528374
TCERG1		ENSG00000113649	ENST00000949116	ENSP00000619175
NR2C1		ENSG00000120798	ENST00000942592	ENSP00000612651
RFC2		ENSG00000049541	ENST00000858316	ENSP00000528375
RFC2		ENSG00000049541	ENST00000858317	ENSP00000528376
RFC2		ENSG00000049541	ENST00000927354	ENSP00000597413
RFC2		ENSG00000049541	ENST00000927355	ENSP00000597414
RFC2		ENSG00000049541	ENST00000927356	ENSP00000597415
RFC2		ENSG00000049541	ENST00000927357	ENSP00000597416
RFC2		ENSG00000049541	ENST00000927358	ENSP00000597417
RFC2		ENSG00000049541	ENST00000927359	ENSP00000597418
RFC2		ENSG00000049541	ENST00000927360	ENSP00000597419
RFC2		ENSG00000049541	ENST00000927361	ENSP00000597420
RFC2		ENSG00000049541	ENST00000927362	ENSP00000597421
RFC2		ENSG00000049541	ENST00000927363	ENSP00000597422
SEL1L	Q9UBV2	ENSG00000071537	ENST00000336735	ENSP00000337053
SEL1L	Q9UBV2	ENSG00000071537	ENST00000555824	ENSP00000450709
SEL1L		ENSG00000071537	ENST00000557372	ENSP00000451144
SEL1L		ENSG00000071537	ENST00000870905	ENSP00000540964
SEL1L		ENSG00000071537	ENST00000870906	ENSP00000540965
SEL1L		ENSG00000071537	ENST00000870907	ENSP00000540966
SEL1L		ENSG00000071537	ENST00000870908	ENSP00000540967
SEL1L		ENSG00000071537	ENST00000870909	ENSP00000540968
SEL1L		ENSG00000071537	ENST00000953128	ENSP00000623187
SEL1L		ENSG00000071537	ENST00000953129	ENSP00000623188
SEL1L		ENSG00000071537	ENST00000953130	ENSP00000623189
SEL1L		ENSG00000071537	ENST00000953131	ENSP00000623190
SEL1L		ENSG00000071537	ENST00000953132	ENSP00000623191
SEL1L		ENSG00000071537	ENST00000953133	ENSP00000623192
SEL1L		ENSG00000071537	ENST00000953134	ENSP00000623193
SEL1L		ENSG00000071537	ENST00000953135	ENSP00000623194
INO80E		ENSG00000169592	ENST00000304516	ENSP00000303977
INO80E	Q8NBZ0	ENSG00000169592	ENST00000620599	ENSP00000484187
TMEM87A	Q8NBN3	ENSG00000103978	ENST00000389834	ENSP00000374484
MCAT	Q8IVS2	ENSG00000100294	ENST00000290429	ENSP00000290429
TMEM87A		ENSG00000103978	ENST00000448392	ENSP00000405379
TMEM87A		ENSG00000103978	ENST00000704760	ENSP00000516026
TMEM87A		ENSG00000103978	ENST00000704761	ENSP00000516027
MCAT	Q8IVS2	ENSG00000100294	ENST00000327555	ENSP00000331306
MCAT		ENSG00000100294	ENST00000608052	ENSP00000477216
TMEM87A		ENSG00000103978	ENST00000566014	ENSP00000457308
MCAT		ENSG00000100294	ENST00000891956	ENSP00000562015
MCAT		ENSG00000100294	ENST00000891957	ENSP00000562016
MCAT		ENSG00000100294	ENST00000891958	ENSP00000562017
MCAT		ENSG00000100294	ENST00000972440	ENSP00000642499
TMEM87A		ENSG00000103978	ENST00000569075	ENSP00000456225
ZDHHC16	Q969W1	ENSG00000171307	ENST00000370854	ENSP00000359891
INO80E	Q8NBZ0	ENSG00000169592	ENST00000563197	ENSP00000457016
TMEM87A		ENSG00000103978	ENST00000568400	ENSP00000454539
INO80E		ENSG00000169592	ENST00000567254	ENSP00000461808
TMEM87A		ENSG00000103978	ENST00000563371	ENSP00000455343
TMEM87A		ENSG00000103978	ENST00000561578	ENSP00000457874
INO80E	Q8NBZ0	ENSG00000169592	ENST00000567065	ENSP00000454665
TMEM87A		ENSG00000103978	ENST00000566474	ENSP00000454278
INO80E	Q8NBZ0	ENSG00000169592	ENST00000562441	ENSP00000456073
TMEM87A	Q8NBN3	ENSG00000103978	ENST00000307216	ENSP00000305894
INO80E		ENSG00000169592	ENST00000567705	ENSP00000454924
TMEM87A		ENSG00000103978	ENST00000568432	ENSP00000456940
TMEM87A		ENSG00000103978	ENST00000876966	ENSP00000547025
INO80E		ENSG00000169592	ENST00000567987	ENSP00000459432
TMEM87A		ENSG00000103978	ENST00000876967	ENSP00000547026
TMEM87A		ENSG00000103978	ENST00000876968	ENSP00000547027
INO80E		ENSG00000169592	ENST00000562291	ENSP00000458392
TMEM87A		ENSG00000103978	ENST00000876969	ENSP00000547028
INO80E		ENSG00000169592	ENST00000861522	ENSP00000531581
TMEM87A		ENSG00000103978	ENST00000876970	ENSP00000547029
INO80E		ENSG00000169592	ENST00000861523	ENSP00000531582
TMEM87A		ENSG00000103978	ENST00000922064	ENSP00000592123
INO80E		ENSG00000169592	ENST00000861524	ENSP00000531583
TMEM87A		ENSG00000103978	ENST00000922065	ENSP00000592124
INO80E		ENSG00000169592	ENST00000861525	ENSP00000531584
TMEM87A		ENSG00000103978	ENST00000953451	ENSP00000623510
INO80E		ENSG00000169592	ENST00000861526	ENSP00000531585
INO80E		ENSG00000169592	ENST00000934710	ENSP00000604769
TMEM87A		ENSG00000103978	ENST00000953452	ENSP00000623511
INO80E		ENSG00000169592	ENST00000934711	ENSP00000604770
INO80E		ENSG00000169592	ENST00000934712	ENSP00000604771
ZDHHC16	Q969W1	ENSG00000171307	ENST00000393760	ENSP00000377357
TMEM87A		ENSG00000103978	ENST00000953453	ENSP00000623512
INO80E		ENSG00000169592	ENST00000934713	ENSP00000604772
TMEM87A		ENSG00000103978	ENST00000953454	ENSP00000623513
ZDHHC16		ENSG00000171307	ENST00000414567	ENSP00000400719
ZDHHC16		ENSG00000171307	ENST00000370846	ENSP00000359883
ZDHHC16	Q969W1	ENSG00000171307	ENST00000352634	ENSP00000345383
PEBP1	P30086	ENSG00000089220	ENST00000261313	ENSP00000261313
PEBP1		ENSG00000089220	ENST00000874099	ENSP00000544158
PEBP1		ENSG00000089220	ENST00000874100	ENSP00000544159
PEBP1		ENSG00000089220	ENST00000874101	ENSP00000544160
PEBP1		ENSG00000089220	ENST00000942724	ENSP00000612783
ZDHHC16	Q969W1	ENSG00000171307	ENST00000353979	ENSP00000323360
ZDHHC16	Q969W1	ENSG00000171307	ENST00000370842	ENSP00000359879
ZDHHC16	Q969W1	ENSG00000171307	ENST00000345745	ENSP00000304487
ZDHHC16		ENSG00000171307	ENST00000433086	ENSP00000398532
OSBP	P22059	ENSG00000110048	ENST00000263847	ENSP00000263847
ZDHHC16		ENSG00000171307	ENST00000420089	ENSP00000405240
ZDHHC16		ENSG00000171307	ENST00000417044	ENSP00000396286
OSBP		ENSG00000110048	ENST00000525357	ENSP00000432399
ZDHHC16		ENSG00000171307	ENST00000862039	ENSP00000532098
OSBP		ENSG00000110048	ENST00000937173	ENSP00000607232
ZDHHC16		ENSG00000171307	ENST00000862040	ENSP00000532099
OSBP		ENSG00000110048	ENST00000937174	ENSP00000607233
ZDHHC16		ENSG00000171307	ENST00000862041	ENSP00000532100
OSBP		ENSG00000110048	ENST00000942669	ENSP00000612728
ZDHHC16		ENSG00000171307	ENST00000862042	ENSP00000532101
OSBP		ENSG00000110048	ENST00000942670	ENSP00000612729
ZDHHC16		ENSG00000171307	ENST00000862043	ENSP00000532102
ZDHHC16		ENSG00000171307	ENST00000862044	ENSP00000532103
ZDHHC16		ENSG00000171307	ENST00000862045	ENSP00000532104
ZDHHC16		ENSG00000171307	ENST00000862046	ENSP00000532105
ZDHHC16		ENSG00000171307	ENST00000862047	ENSP00000532106
ZDHHC16		ENSG00000171307	ENST00000862048	ENSP00000532107
ZDHHC16		ENSG00000171307	ENST00000862049	ENSP00000532108
ZDHHC16		ENSG00000171307	ENST00000862050	ENSP00000532109
ZDHHC16		ENSG00000171307	ENST00000862051	ENSP00000532110
MED16	Q9Y2X0	ENSG00000175221	ENST00000395808	ENSP00000379153
ZDHHC16		ENSG00000171307	ENST00000862052	ENSP00000532111
ZDHHC16		ENSG00000171307	ENST00000862053	ENSP00000532112
ZDHHC16		ENSG00000171307	ENST00000862054	ENSP00000532113
MED16	Q9Y2X0	ENSG00000175221	ENST00000312090	ENSP00000308528
ZDHHC16		ENSG00000171307	ENST00000862055	ENSP00000532114
MED16		ENSG00000175221	ENST00000621073	ENSP00000478286
ZDHHC16		ENSG00000171307	ENST00000862056	ENSP00000532115
ZDHHC16		ENSG00000171307	ENST00000862057	ENSP00000532116
MED16		ENSG00000175221	ENST00000607471	ENSP00000475725
ZDHHC16		ENSG00000171307	ENST00000862058	ENSP00000532117
ZDHHC16		ENSG00000171307	ENST00000916030	ENSP00000586089
ZDHHC16		ENSG00000171307	ENST00000916031	ENSP00000586090
ZDHHC16		ENSG00000171307	ENST00000951305	ENSP00000621364
ZDHHC16		ENSG00000171307	ENST00000951306	ENSP00000621365
ZDHHC16		ENSG00000171307	ENST00000951307	ENSP00000621366
ZDHHC16		ENSG00000171307	ENST00000951308	ENSP00000621367
ZDHHC16		ENSG00000171307	ENST00000951309	ENSP00000621368
MRPS35		ENSG00000061794	ENST00000536569	ENSP00000437990
ZDHHC16		ENSG00000171307	ENST00000951310	ENSP00000621369
ZDHHC16		ENSG00000171307	ENST00000951311	ENSP00000621370
MED16	Q9Y2X0	ENSG00000175221	ENST00000325464	ENSP00000325612
