Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000126945	101408114	101414137	X
ENSG00000165119	83966766	83981586	9
ENSG00000282947	246060	262019	HG26_PATCH
ENSG00000104824	38836370	38852347	19
ENSG00000099783	8444767	8489114	19
ENSG00000282958	73750	114315	HSCHR1_4_CTG3
ENSG00000125944	23303771	23344358	1
ENSG00000153187	244840638	244864560	1
ENSG00000105323	41262496	41307787	19
ENSG00000214753	62712630	62727561	11
ENSG00000127483	20739095	20787323	1
ENSG00000107521	98410939	98446966	10
ENSG00000166189	102065349	102068036	10
ENSG00000118960	20560448	20651152	2
ENSG00000153936	86914635	87109982	1
ENSG00000136720	128236716	128318868	2
ENSG00000230989	83719311	83819737	16
ENSG00000100209	28742039	28757522	22
ENSG00000072506	53431258	53434371	X
ENSG00000149084	43680509	43857741	11
ENSG00000133835	119452465	119637199	5
ENSG00000187522	14838306	14871741	10
ENSG00000170606	133051946	133106449	5
ENSG00000044574	125234853	125241382	9
ENSG00000109971	123057485	123063230	11
ENSG00000113013	138553756	138575675	5
ENSG00000133265	55262219	55280930	19
ENSG00000270757	197500413	197550726	2
ENSG00000109854	20355910	20383782	11
ENSG00000115317	74529596	74533350	2
ENSG00000197386	3041363	3243957	4
ENSG00000136273	47961882	47979682	7
ENSG00000086758	53532096	53686752	X
ENSG00000280682	65787	78826	HG2217_PATCH
ENSG00000149428	119044185	119057252	11
ENSG00000242028	43796142	43804574	15
ENSG00000134330	9473658	9496543	2
ENSG00000067704	220094107	220148041	1
ENSG00000181873	228165777	228182257	1
ENSG00000283068	29598	107366	HG2072_PATCH
ENSG00000005700	82169984	82247775	6
ENSG00000116237	6221193	6235972	1
ENSG00000119912	92451684	92574096	10
ENSG00000166411	78131498	78171945	15
ENSG00000101365	2658393	2664219	20
ENSG00000067829	153785735	153794535	X
ENSG00000067064	1039152	1049119	10
ENSG00000134049	47152834	47176381	18
ENSG00000142166	33324387	33359864	21
ENSG00000027697	137197483	137219449	6
ENSG00000006652	112422887	112481017	7
ENSG00000100360	36758202	36776309	22
ENSG00000095574	122990806	123008826	10
ENSG00000131724	118727133	118794535	X
ENSG00000134352	55935095	55995022	5
ENSG00000143621	153661788	153671028	1
ENSG00000132323	238170400	238203756	2
ENSG00000105135	15114976	15125792	19
ENSG00000132305	86142798	86195626	2
ENSG00000177971	75639085	75648706	15
ENSG00000136718	130342403	130347967	2
ENSG00000203485	104681146	104722535	14
ENSG00000153487	110712736	110723339	13
ENSG00000115274	74455087	74457944	2
ENSG00000169592	29995715	30005793	16
ENSG00000068383	132537772	132783480	10
ENSG00000132376	1494575	1516742	17
ENSG00000125629	118088137	118112313	2
ENSG00000164880	1470276	1504418	7
ENSG00000104613	19817339	19853282	8
ENSG00000138785	105682016	105895986	4
ENSG00000262826	44768	91509	HSCHR1_1_CTG31
ENSG00000143624	153728050	153774808	1
ENSG00000149262	77874418	77994850	11
ENSG00000119509	100098699	100306072	9
ENSG00000176095	49724294	49786546	3
ENSG00000068745	48688003	48740353	3
ENSG00000205339	9384626	9448127	11
ENSG00000133704	30628981	30695883	12
ENSG00000198700	201829104	201884291	1
ENSG00000184216	154010504	154019927	X
ENSG00000136381	78437431	78501453	15
ENSG00000170604	45883608	45886141	19
ENSG00000168264	234602300	234610178	1
ENSG00000119669	77024543	77028708	14
ENSG00000167378	43584367	43596145	19
ENSG00000136003	108562582	108569380	12
ENSG00000063241	55452975	55462343	19
ENSG00000182149	71845996	71931199	16
ENSG00000240682	129127415	129161349	3
ENSG00000261796	129087575	129161036	3
ENSG00000078747	34363235	34511773	20
ENSG00000129636	47154387	47464149	16
ENSG00000150093	32887273	33005792	10
ENSG00000119185	9403475	9423891	2
ENSG00000136156	48232612	48270357	13
ENSG00000125877	3208868	3223870	20
ENSG00000274958	51476	230882	HSCHR14_7_CTG1
ENSG00000100605	92936914	93116458	14
ENSG00000086544	40717112	40740860	19
ENSG00000205730	19113932	19121629	16
ENSG00000116679	185292931	185317780	1
ENSG00000163166	127436207	127526886	2
ENSG00000171135	9890574	9894349	3
ENSG00000162434	64833223	65067754	1
ENSG00000050130	59484443	59505410	14
ENSG00000081692	227730412	227735411	1
ENSG00000070495	76712832	76726784	17
ENSG00000243789	41828092	41837585	15
ENSG00000161999	681666	684528	16
ENSG00000161677	50505995	50514675	19
ENSG00000143543	153974269	153977674	1
ENSG00000130522	18279694	18281622	19
ENSG00000139620	48653211	48682247	12
ENSG00000114982	96593170	96642787	2
ENSG00000114166	20040400	20154404	3
ENSG00000172977	65711996	65719604	11
ENSG00000103510	31114489	31131393	16
ENSG00000170852	32868166	32894131	7
ENSG00000284900	23	6802	HG2114_PATCH
ENSG00000123444	47572197	47578976	11
ENSG00000120696	41189834	41194569	13
ENSG00000176407	84970644	85059472	2
ENSG00000112078	36442767	36491143	6
ENSG00000188997	78171245	78188644	11
ENSG00000168301	58491078	58502360	3
ENSG00000173120	67119263	67258082	11
ENSG00000066135	43649256	43705518	1
ENSG00000126012	53176277	53225422	X
ENSG00000119537	63327566	63367615	18
ENSG00000121774	32013687	32060850	1
ENSG00000100441	24423052	24441843	14
ENSG00000088247	6413102	6424811	19
ENSG00000170871	6781375	6884170	4
ENSG00000142687	35393883	35557950	1
ENSG00000281665	263011	286969	HG2066_PATCH
ENSG00000163807	44737661	44762033	3
ENSG00000122203	176339650	176366459	5
ENSG00000168116	57046532	57059041	6
ENSG00000116685	11919591	11926428	1
ENSG00000137171	43040777	43075099	6
ENSG00000109787	38664032	38701517	4
ENSG00000119138	70384604	70414657	9
ENSG00000165516	49767677	49786385	14
ENSG00000124702	43014103	43021298	6
ENSG00000076321	173714919	173786820	1
ENSG00000183655	85759326	85794948	15
ENSG00000135686	84643425	84667837	16
ENSG00000109790	39044721	39126857	4
ENSG00000145332	87159981	87240729	4
ENSG00000114030	122421902	122514947	3
ENSG00000108424	47649476	47685505	17
ENSG00000172086	88027203	88064252	2
ENSG00000111615	75490863	75511636	12
ENSG00000198841	52032103	52033810	1
ENSG00000126777	55559072	55701526	14
ENSG00000105700	18557683	18569387	19
ENSG00000100395	41205282	41231273	22
ENSG00000103642	63121833	63142061	15
ENSG00000196976	154477775	154479281	X
ENSG00000185896	113297088	113323674	13
ENSG00000005893	120426148	120469365	X
ENSG00000149357	72085895	72103297	11
ENSG00000116586	156054738	156058510	1
ENSG00000109270	99878336	99894428	4
ENSG00000188186	100148912	100155944	7
ENSG00000134248	110401249	110407942	1
ENSG00000002549	17577198	17607975	4
ENSG00000068697	20032649	20051693	2
ENSG00000155506	154682986	154817605	5
ENSG00000161813	50392383	50480007	12
ENSG00000174720	112636990	112657858	4
ENSG00000011376	45388527	45554726	3
ENSG00000196233	96831803	96995956	10
ENSG00000288299	146012	159877	HG2111_PATCH
ENSG00000134333	18394347	18408425	11
ENSG00000161904	33771202	33789148	6
ENSG00000276774	130494	134559	HSCHR19LRC_COX2_CTG3_1
ENSG00000277457	130494	134559	HSCHR19LRC_LRC_S_CTG3_1
ENSG00000277808	130471	134593	HSCHR19LRC_COX1_CTG3_1
ENSG00000276628	130494	134559	HSCHR19LRC_LRC_I_CTG3_1
ENSG00000278426	130494	134559	HSCHR19LRC_LRC_T_CTG3_1
ENSG00000275935	130494	134559	HSCHR19LRC_LRC_J_CTG3_1
ENSG00000276959	130490	134559	HSCHR19_4_CTG3_1
ENSG00000278516	130474	134594	HSCHR19LRC_PGF1_CTG3_1
ENSG00000105617	54155161	54159721	19
ENSG00000278257	130494	134559	HSCHR19LRC_PGF2_CTG3_1
ENSG00000213625	65420587	65436007	1
ENSG00000168924	1811479	1856232	4
ENSG00000050426	51047962	51060426	12
ENSG00000119862	64453969	64461381	2
ENSG00000107902	124461792	124617888	10
ENSG00000121897	39459004	39485109	4
ENSG00000005156	34980462	35009743	17
ENSG00000174405	108207439	108218368	13
ENSG00000267796	35748361	35754519	19
ENSG00000189308	82909973	83012983	4
ENSG00000148943	27494418	27506769	11
ENSG00000144182	99154955	99163179	2
ENSG00000074695	59327823	59359265	18
ENSG00000168216	69672757	69867236	6
ENSG00000100258	50502947	50507732	22
ENSG00000143013	87328428	87348923	1
ENSG00000139517	27545911	27621344	13
ENSG00000196365	5691834	5720572	19
ENSG00000102910	48244267	48363122	16
ENSG00000111684	6976176	7018538	12
ENSG00000134324	11677544	11827409	2
ENSG00000126243	35935358	35946624	19
ENSG00000163956	3503612	3532446	4
ENSG00000138095	43886224	43996226	2
ENSG00000160959	144517965	144525178	8
ENSG00000254402	144522388	144527033	8
ENSG00000168904	99250937	99390729	15
ENSG00000066557	70143411	70205639	1
ENSG00000132128	46261196	46303616	1
ENSG00000116212	53946045	53968168	1
ENSG00000130764	3778559	3796511	1
ENSG00000180979	42537820	42548802	15
ENSG00000108829	50375059	50398227	17
ENSG00000136802	128882133	128918042	9
ENSG00000093167	37052626	37183689	3
ENSG00000148356	127451469	127503503	9
ENSG00000041802	194640791	194672463	3
ENSG00000175324	38163335	38176730	8
ENSG00000181817	36391238	36397945	1
ENSG00000262860	20188	77063	HSCHR19_1_CTG3_1
ENSG00000257103	34172426	34229302	19
ENSG00000149657	62122444	62136728	20
ENSG00000224979	3130007	3139596	HSCHR6_MHC_APD_CTG1
ENSG00000236826	3274635	3284226	HSCHR6_MHC_COX_CTG1
ENSG00000231502	3045170	3054759	HSCHR6_MHC_DBB_CTG1
ENSG00000172850	3053222	3062802	HSCHR6_MHC_QBL_CTG1
ENSG00000225998	3139285	3148874	HSCHR6_MHC_MCF_CTG1
ENSG00000204392	31797392	31806987	6
ENSG00000170860	14178801	14201122	3
ENSG00000130520	18306231	18323112	19
ENSG00000106355	32485338	32495283	7
ENSG00000164167	146175685	146204436	4
ENSG00000130332	2321520	2328612	19
ENSG00000281289	49511	80942	HSCHR21_5_CTG2
ENSG00000160285	46188141	46228840	21
ENSG00000135521	143843326	143863812	6
ENSG00000146963	139340359	139425496	7
ENSG00000108848	50719565	50756219	17
ENSG00000102897	20899821	20925011	16
ENSG00000214113	5102595	5260950	6
ENSG00000163155	151159748	151165948	1
ENSG00000176018	90515611	90529596	5
ENSG00000183060	99715697	99733561	15
ENSG00000099949	20982223	20999035	22
ENSG00000003056	8940358	8951856	12
ENSG00000124688	43629494	43640955	6
ENSG00000116670	11657230	11692605	1
ENSG00000090316	1289876	1340147	4
ENSG00000179222	51803007	51902357	X
ENSG00000177383	184710364	184712064	3
ENSG00000162385	53226890	53238621	1
ENSG00000102158	77825747	77899271	X
ENSG00000198042	33484696	33501262	8
ENSG00000156928	23298739	23311729	7
ENSG00000198162	117367449	117528872	1
ENSG00000177239	137086857	137109189	9
ENSG00000196547	90902218	90922585	15
ENSG00000013288	6575174	6623362	4
ENSG00000140400	75355207	75368656	15
ENSG00000258102	116548105	116576606	12
ENSG00000169032	66386825	66491656	15
ENSG00000126934	4090317	4124216	19
ENSG00000137764	67542611	67807123	15
ENSG00000135341	90513573	90587093	6
ENSG00000071054	101696850	101894690	2
ENSG00000100030	21755537	21867680	22
ENSG00000168175	55051647	55070194	14
ENSG00000069956	51952106	52067375	15
ENSG00000107643	48306639	48439360	10
ENSG00000050748	180233143	180292099	5
ENSG00000119487	125437393	125707266	9
ENSG00000162889	206684886	206734284	1
ENSG00000089022	111842013	111902222	12
ENSG00000166974	34976928	35143470	18
ENSG00000075413	103385361	103503831	14
ENSG00000007047	45079288	45305284	19
ENSG00000247626	197705369	197708395	2
ENSG00000038274	163503114	163519558	5
ENSG00000088888	3842694	3876123	20
ENSG00000125952	65006174	65102695	14
ENSG00000103495	29806106	29811164	16
ENSG00000141644	50266746	50281846	18
ENSG00000134046	54151606	54224669	18
ENSG00000071655	1573596	1592869	19
ENSG00000129071	129430947	129440543	3
ENSG00000214309	100126694	100128498	7
ENSG00000139793	97221434	97394121	13
ENSG00000140943	84053761	84116942	16
ENSG00000012174	21839610	21885423	X
ENSG00000100294	43132209	43143398	22
ENSG00000078070	183015218	183116075	3
ENSG00000124370	71109684	71130279	2
ENSG00000180398	46901870	46941855	2
ENSG00000160294	46235133	46286297	21
ENSG00000166508	100092233	100101940	7
ENSG00000197771	119829060	119892556	10
ENSG00000090674	7522611	7534009	19
ENSG00000147316	6406592	6648508	8
ENSG00000187778	49556544	49568145	12
ENSG00000232119	120594010	120621159	X
ENSG00000156026	72692110	72887694	10
ENSG00000234012	2029312	2047393	HSCHR6_MHC_APD_CTG1
ENSG00000225589	1955659	1973740	HSCHR6_MHC_DBB_CTG1
ENSG00000224587	2179547	2197629	HSCHR6_MHC_COX_CTG1
ENSG00000231135	2000593	2018675	HSCHR6_MHC_SSTO_CTG1
ENSG00000237095	2043883	2061964	HSCHR6_MHC_MCF_CTG1
ENSG00000228575	2010059	2028140	HSCHR6_MHC_MANN_CTG1
ENSG00000206481	1954920	1973001	HSCHR6_MHC_QBL_CTG1
ENSG00000137337	30699807	30717562	6
ENSG00000285200	514921	517048	HG1_PATCH
ENSG00000213920	24213943	24216070	14
ENSG00000082212	50878819	50954257	18
ENSG00000163875	37489993	37514806	1
ENSG00000169057	154021573	154137103	X
ENSG00000291745	74048	80745	HG2476_PATCH
ENSG00000133398	6371874	6378571	5
ENSG00000161920	4731428	4733608	17
ENSG00000108510	61942605	62065278	17
ENSG00000180182	40648305	40735877	X
ENSG00000282092	46856	60469	HSCHR19_5_CTG2
ENSG00000175221	867630	893218	19
ENSG00000156603	57703710	57712259	11
ENSG00000124641	41905354	41921139	6
ENSG00000152944	27022546	27066343	12
ENSG00000008838	40019097	40061215	17
ENSG00000063322	39391303	39400641	19
ENSG00000108590	6643311	6651634	17
ENSG00000136146	48053323	48095131	13
ENSG00000133997	70581257	70600690	14
ENSG00000155868	157137424	157159019	5
ENSG00000159479	43383917	43389808	1
ENSG00000068305	99565404	99716488	15
ENSG00000162959	31865060	32011230	2
ENSG00000133895	64803510	64811294	11
ENSG00000146834	100428322	100434126	7
ENSG00000164024	98995359	99063443	4
ENSG00000111142	95473520	95515839	12
ENSG00000103260	715118	719655	16
ENSG00000010165	171781660	171814023	1
ENSG00000145388	118685387	118715433	4
ENSG00000127804	2405562	2511891	17
ENSG00000165792	20989973	20997035	14
ENSG00000171806	169792529	169794991	1
ENSG00000144401	207580631	207626256	2
ENSG00000181038	76725981	76733936	17
ENSG00000087995	62423875	62453385	17
ENSG00000165055	128476729	128506602	7
ENSG00000165819	21498128	21511362	14
ENSG00000138382	169810081	169824931	2
ENSG00000140259	43804492	43824733	15
ENSG00000037749	154038959	154220478	5
ENSG00000168958	227325151	227361188	2
ENSG00000171109	179346952	179394940	3
ENSG00000092931	76735865	76781449	17
ENSG00000161091	3538261	3574290	19
ENSG00000167700	144509070	144511213	8
ENSG00000182544	53251251	53254406	12
ENSG00000168282	49620799	49623481	14
ENSG00000284501	563170	572521	HG30_PATCH
ENSG00000161013	179797597	179806979	5
ENSG00000125871	17968213	17991136	20
ENSG00000170430	129466679	129770983	10
ENSG00000102858	4616493	4690977	16
ENSG00000143198	165630874	165661796	1
ENSG00000154305	222618090	222668007	1
ENSG00000101752	21704957	21870953	18
ENSG00000100139	37905657	37942822	22
ENSG00000107745	72367328	72626134	10
ENSG00000165175	38801417	38806537	X
ENSG00000167470	1248331	1259145	19
ENSG00000141741	39728496	39730555	17
ENSG00000198160	66924895	66988619	1
ENSG00000276701	130366	131589	HSCHR22_1_CTG7
ENSG00000240972	23894372	23895227	22
ENSG00000125457	75266228	75271237	17
ENSG00000116691	12019466	12032046	1
ENSG00000167842	5486285	5490816	17
ENSG00000158411	99161427	99181058	2
ENSG00000125863	10401009	10434222	20
ENSG00000128585	131110096	131496632	7
ENSG00000079277	46557407	46616843	1
ENSG00000075975	12557020	12586208	3
ENSG00000110917	120687125	120704282	12
ENSG00000089693	6747986	6768932	12
ENSG00000076242	36993226	37050896	3
ENSG00000130382	6210377	6279975	19
ENSG00000078403	21524617	21743630	10
ENSG00000167965	2204248	2209453	16
ENSG00000108788	42567072	42573239	17
ENSG00000151611	145599042	145660033	4
ENSG00000168288	149569634	149587812	2
ENSG00000155229	97458083	97499500	10
ENSG00000020426	60734742	60969965	14
ENSG00000115540	197515571	197553699	2
ENSG00000115275	74461057	74465410	2
ENSG00000164077	49907160	49930173	3
ENSG00000061987	62466799	62600476	12
ENSG00000133422	30925130	30969082	22
ENSG00000123562	103675360	103688158	X
ENSG00000101928	134887613	134915470	X
ENSG00000143158	167916675	167937502	1
ENSG00000129255	7583529	7592789	17
ENSG00000103152	77007	85851	16
ENSG00000124383	71130310	71150101	2
ENSG00000178802	74890005	74902219	15
ENSG00000168303	40126027	40134622	7
ENSG00000008382	4343527	4360086	19
ENSG00000154889	11882622	11909180	18
ENSG00000254858	18193218	18196948	19
ENSG00000179010	6640091	6642729	4
ENSG00000178988	6707693	6709923	4
ENSG00000037757	13764522	13774282	19
ENSG00000274853	837066	844472	HSCHR17_7_CTG4
ENSG00000278619	36601583	36608971	17
ENSG00000169288	77862826	77952791	4
ENSG00000159111	47823272	47831541	17
ENSG00000174547	66435075	66466738	11
ENSG00000262814	81703367	81707517	17
ENSG00000172172	120380761	120445402	8
ENSG00000180992	44112290	44128724	6
ENSG00000137547	54135183	54149588	8
ENSG00000166902	59806140	59810779	11
ENSG00000158042	6680385	6683401	11
ENSG00000112110	159789812	159799027	6
ENSG00000115364	75646783	75690851	2
ENSG00000112651	43054029	43059449	6
ENSG00000242485	1401908	1407306	1
ENSG00000197345	68891276	68903835	11
ENSG00000082515	154941073	154969411	5
ENSG00000288141	139800	177044	HG28_PATCH
ENSG00000214026	1947278	1986375	11
ENSG00000143314	156737294	156741590	1
ENSG00000108826	50367857	50373207	17
ENSG00000086504	365916	371289	16
ENSG00000114686	131462202	131502983	3
ENSG00000185414	99181111	99199561	2
ENSG00000106591	42932346	42948958	7
ENSG00000243147	27771717	27988087	2
ENSG00000132313	86199355	86213790	2
ENSG00000171421	1798381	1802001	5
ENSG00000116221	54184041	54225464	1
ENSG00000204316	75898643	75905093	17
ENSG00000105364	10251901	10260060	19
ENSG00000185608	19432467	19436077	22
ENSG00000182154	137551879	137552555	9
ENSG00000198015	93467490	93516214	12
ENSG00000055950	100969458	100990450	10
ENSG00000135900	223957403	223969078	2
ENSG00000277936	2332054	2358166	HSCHR17_7_CTG4
ENSG00000278845	38297023	38323218	17
ENSG00000259494	88459468	88467420	15
ENSG00000136522	179582420	179604659	3
ENSG00000175581	73787872	73865133	11
ENSG00000149792	65122183	65127371	11
ENSG00000136897	101387633	101398618	9
ENSG00000111639	6491886	6493846	12
ENSG00000172590	22829875	22835037	14
ENSG00000204822	74471982	74472687	2
ENSG00000183617	3762672	3768575	19
ENSG00000162910	228105949	228109358	1
ENSG00000143436	151759647	151763496	1
ENSG00000048544	42206694	42217881	6
ENSG00000181991	88467421	88480776	15
ENSG00000283018	340220	342834	HG26_PATCH
ENSG00000128626	38930923	38933183	19
ENSG00000120333	175010789	175023432	1
ENSG00000116898	36455718	36464418	1
ENSG00000182180	73248843	73252693	10
ENSG00000239789	55950705	55956500	7
ENSG00000096080	43671202	43687800	6
ENSG00000233813	1873539	1882225	HSCHR6_MHC_DBB_CTG1
ENSG00000227420	2097433	2106119	HSCHR6_MHC_COX_CTG1
ENSG00000223775	1918467	1927153	HSCHR6_MHC_SSTO_CTG1
ENSG00000229861	1961757	1970443	HSCHR6_MHC_MCF_CTG1
ENSG00000203624	1872797	1881483	HSCHR6_MHC_QBL_CTG1
ENSG00000226111	1927938	1936624	HSCHR6_MHC_MANN_CTG1
ENSG00000204568	30617823	30626398	6
ENSG00000163319	83455932	83470428	4
ENSG00000122140	135499984	135504673	9
ENSG00000266472	150293854	150308981	1
ENSG00000175110	139005806	139360497	3
ENSG00000181610	57834781	57850076	17
ENSG00000062582	43866557	43869893	7
ENSG00000131368	15009611	15065339	3
ENSG00000125901	3046041	3048254	20
ENSG00000113048	72214953	72321717	5
ENSG00000147586	79918401	80030304	8
ENSG00000112996	44808947	44820428	5
ENSG00000102738	40729128	40771351	13
ENSG00000090263	141002610	141015228	7
ENSG00000074071	1771890	1773158	16
ENSG00000061794	27710801	27756301	12
ENSG00000144029	95085369	95122006	2
ENSG00000243927	34073224	34362252	21
ENSG00000125445	75261670	75270708	17
ENSG00000135972	105038025	105099960	2
ENSG00000148187	122264603	122331337	9
ENSG00000124532	24402908	24426194	6
ENSG00000053372	19251796	19260128	1
ENSG00000066697	100426693	100451734	9
ENSG00000113318	80654650	80877147	5
ENSG00000116062	47695530	47810109	2
ENSG00000005302	11758159	11775772	X
ENSG00000215183	35752990	35756613	9
ENSG00000285250	2918137	3294116	HG76_PATCH
ENSG00000175806	10054278	10428897	8
ENSG00000148450	23095579	23122013	10
ENSG00000149480	62593214	62601865	11
ENSG00000137409	36965807	36986298	6
ENSG00000285121	45141	74973	HG2114_PATCH
ENSG00000109919	47616697	47642698	11
ENSG00000147649	97644013	97730260	8
ENSG00000103707	65001512	65029643	15
ENSG00000066855	65644684	65771261	8
ENSG00000117640	25818640	25832947	1
ENSG00000122033	27435634	27450613	13
ENSG00000171100	150568417	150673143	X
ENSG00000063601	150692971	150765165	X
ENSG00000100330	29883141	30030868	22
ENSG00000139505	25245495	25287521	13
ENSG00000135297	73461578	73509236	6
ENSG00000107951	30309801	30374448	10
ENSG00000124275	7851186	7906025	5
ENSG00000170873	124550776	124728775	8
ENSG00000128654	176269395	176338025	2
ENSG00000090432	20499445	20508151	1
ENSG00000172732	65857126	65867653	11
ENSG00000167508	88651934	88663161	16
ENSG00000123933	2247432	2262115	4
ENSG00000119950	110207605	110287365	10
ENSG00000132382	4538897	4555400	17
ENSG00000118680	3261479	3278461	18
ENSG00000085274	169773377	169789716	3
ENSG00000157483	59132434	59372871	15
ENSG00000176182	45890020	45902808	19
ENSG00000099326	58561915	58573597	19
ENSG00000173272	131464900	131492743	2
ENSG00000292119	358289	367280	HSCHR2_12_CTG7_2
ENSG00000152082	130181737	130190729	2
ENSG00000102921	48538726	48620148	16
ENSG00000244754	32432417	32538885	13
ENSG00000102030	153929225	153935080	X
ENSG00000164134	139301446	139420033	4
ENSG00000173418	20017310	20033655	20
ENSG00000183011	7856685	7885238	17
ENSG00000121579	113716458	113746786	3
ENSG00000122390	3443649	3486954	16
ENSG00000139579	56222000	56229859	12
ENSG00000196531	56712305	56731628	12
ENSG00000253506	61590421	61591219	17
ENSG00000160877	13116468	13141147	19
ENSG00000148411	136006537	136095289	9
ENSG00000159593	66802874	66873256	16
ENSG00000105835	106248298	106291225	7
ENSG00000095380	98056674	98083087	9
ENSG00000273562	175479	223447	HSCHR11_1_CTG7
ENSG00000205531	2944429	2992386	11
ENSG00000105402	47487637	47515091	19
ENSG00000141562	82458180	82490537	17
ENSG00000137513	78435620	78575194	11
ENSG00000135372	34105608	34147670	11
ENSG00000104320	89924515	90003228	8
ENSG00000188554	43170317	43211689	17
ENSG00000025770	50508213	50524780	22
ENSG00000114503	196935402	196942594	3
ENSG00000158092	136862177	136951606	3
ENSG00000213672	48673841	48686364	3
ENSG00000115053	231453531	231483641	2
ENSG00000125912	3185563	3209575	19
ENSG00000084676	24490992	24770702	2
ENSG00000198646	34689097	34825739	20
ENSG00000141027	16029065	16218185	17
ENSG00000162736	160343294	160358957	1
ENSG00000166579	8408528	8490411	17
ENSG00000131507	142108762	142154440	5
ENSG00000070614	150485648	150558211	5
ENSG00000130414	239892450	240025743	2
ENSG00000292058	64845	77575	HSCHR19_6_CTG2
ENSG00000174886	5891207	5904006	19
ENSG00000184752	94895297	95003748	12
ENSG00000186010	19515736	19529054	19
ENSG00000131495	140638740	140647771	5
ENSG00000276220	77273	81393	HSCHR19LRC_COX2_CTG3_1
ENSG00000278365	77273	81393	HSCHR19LRC_LRC_S_CTG3_1
ENSG00000274359	77273	81393	HSCHR19LRC_COX1_CTG3_1
ENSG00000276766	77273	81393	HSCHR19LRC_LRC_I_CTG3_1
ENSG00000275724	77273	81393	HSCHR19LRC_LRC_T_CTG3_1
ENSG00000273642	77273	81393	HSCHR19LRC_LRC_J_CTG3_1
ENSG00000276061	77149	83146	HSCHR19_4_CTG3_1
ENSG00000275605	77273	81393	HSCHR19LRC_PGF1_CTG3_1
ENSG00000277722	77273	81393	HSCHR19LRC_PGF2_CTG3_1
ENSG00000170906	54102728	54109257	19
ENSG00000189043	10931943	10940531	7
ENSG00000128609	123536997	123557904	7
ENSG00000272765	7870	13300	HSCHR22_1_CTG1
ENSG00000277365	7870	13300	HSCHR22_3_CTG1
ENSG00000184983	42085526	42090884	22
ENSG00000273397	7870	13300	HSCHR22_2_CTG1
ENSG00000281013	477	5733	HSCHR22_4_CTG1
ENSG00000267855	8308768	8321382	19
ENSG00000119421	122144058	122159779	9
ENSG00000139180	4649095	4694317	12
ENSG00000164182	60945177	61154531	5
ENSG00000178057	49020459	49023495	3
ENSG00000123545	96889313	96897894	6
ENSG00000291930	25686	28123	HG401_PATCH
ENSG00000140990	1959508	1962021	16
ENSG00000147123	47142071	47145466	X
ENSG00000090266	140690777	140723923	7
ENSG00000119013	201071433	201085754	2
ENSG00000065518	120596303	120602507	3
ENSG00000136521	179604690	179627647	3
ENSG00000165264	32553001	32573184	9
ENSG00000099795	14566078	14572066	19
ENSG00000166136	100523668	100530000	10
ENSG00000147684	124539101	124580648	8
ENSG00000109390	139266880	139302564	4
ENSG00000151366	78068297	78081871	11
ENSG00000259112	78016971	78079865	11
ENSG00000158864	161197104	161214723	1
ENSG00000213619	47565336	47584565	11
ENSG00000164258	53560633	53683338	5
ENSG00000168653	39026318	39034636	1
ENSG00000145494	1801363	1816051	5
ENSG00000115286	1383527	1395590	19
ENSG00000110717	68030617	68036647	11
ENSG00000167792	67605653	67612554	11
ENSG00000178127	9102433	9134346	18
ENSG00000089818	8076939	8097881	12
ENSG00000285246	517835	533345	HG1_PATCH
ENSG00000129559	24216802	24232385	14
ENSG00000285425	514933	533330	HG1_PATCH
ENSG00000255526	24213955	24232352	14
ENSG00000292286	1560751	1578461	HG76_PATCH
ENSG00000154328	11769639	11787345	8
ENSG00000114904	52708444	52770973	3
ENSG00000119638	75079353	75127344	14
ENSG00000188986	137255327	137273542	9
ENSG00000101158	58981208	58995133	20
ENSG00000206268	3199867	3206867	HSCHR6_MHC_DBB_CTG1
ENSG00000231044	3429514	3436519	HSCHR6_MHC_COX_CTG1
ENSG00000233801	3253276	3260281	HSCHR6_MHC_SSTO_CTG1
ENSG00000229363	3294123	3301128	HSCHR6_MHC_MCF_CTG1
ENSG00000206357	3208062	3215062	HSCHR6_MHC_QBL_CTG1
ENSG00000204356	31952087	31959038	6
ENSG00000117691	212432853	212446379	1
ENSG00000228691	3190275	3195522	HSCHR6_MHC_APD_CTG1
ENSG00000234343	3105437	3110684	HSCHR6_MHC_DBB_CTG1
ENSG00000227315	3335076	3340324	HSCHR6_MHC_COX_CTG1
ENSG00000234846	3158886	3164159	HSCHR6_MHC_SSTO_CTG1
ENSG00000184494	3113631	3118878	HSCHR6_MHC_QBL_CTG1
ENSG00000227129	3199729	3204976	HSCHR6_MHC_MCF_CTG1
ENSG00000223957	3162875	3168122	HSCHR6_MHC_MANN_CTG1
ENSG00000204386	31857063	31862905	6
ENSG00000186575	29603546	29698598	22
ENSG00000176953	28950807	28967092	16
ENSG00000116044	177218667	177392756	2
ENSG00000165030	91408748	91425066	9
ENSG00000282905	309372	318565	HG26_PATCH
ENSG00000104825	38899700	38908893	19
ENSG00000204498	31546870	31558829	6
ENSG00000236346	2846154	2858110	HSCHR6_MHC_SSTO_CTG1
ENSG00000236196	2794636	2806586	HSCHR6_MHC_DBB_CTG1
ENSG00000234530	3024196	3036142	HSCHR6_MHC_COX_CTG1
ENSG00000235125	2888805	2900754	HSCHR6_MHC_MCF_CTG1
