From	To
Q10469	ENSG00000168282.6
Q10471	ENSG00000143641.11
Q10472	ENSG00000141429.15
Q10567	ENSG00000100280.18
Q10570	ENSG00000071894.18
Q10570	ENSG00000285049.2
Q10571	ENSG00000169184.7
Q10586	ENSG00000105516.11
Q10587	ENSG00000167074.16
Q10588	ENSG00000109743.13
Q10589	ENSG00000130303.15
Q10713	ENSG00000165688.15
Q10981	ENSG00000176920.15
Q11128	ENSG00000130383.7
Q11130	ENSG00000180549.9
Q11201	ENSG00000008513.18
Q11203	ENSG00000126091.22
Q11206	ENSG00000110080.21
Q12756	ENSG00000130294.19
Q12765	ENSG00000136193.18
Q12766	ENSG00000113716.14
Q12767	ENSG00000177728.18
Q12768	ENSG00000164961.17
Q12769	ENSG00000030066.15
Q12770	ENSG00000114650.22
Q12772	ENSG00000198911.14
Q12774	ENSG00000050327.16
Q12778	ENSG00000150907.11
Q12788	ENSG00000183751.17
Q12788	ENSG00000291938.1
Q12789	ENSG00000077235.19
Q12791	ENSG00000156113.25
Q12792	ENSG00000151239.15
Q12794	ENSG00000114378.18
Q12796	ENSG00000146278.11
Q12797	ENSG00000198363.19
Q12798	ENSG00000177143.5
Q12800	ENSG00000135457.12
Q12802	ENSG00000170776.23
Q12805	ENSG00000115380.21
Q12809	ENSG00000055118.19
Q12815	ENSG00000135451.14
Q12816	ENSG00000067445.23
Q12824	ENSG00000099956.21
Q12824	ENSG00000275837.3
Q12829	ENSG00000141542.12
Q12830	ENSG00000171634.19
Q12834	ENSG00000117399.15
Q12836	ENSG00000116996.10
Q12837	ENSG00000151615.3
Q12840	ENSG00000155980.14
Q12841	ENSG00000163430.14
Q12846	ENSG00000103496.16
Q12849	ENSG00000132463.16
Q12851	ENSG00000168067.13
Q12852	ENSG00000139625.14
Q12857	ENSG00000162599.19
Q12860	ENSG00000018236.16
Q12864	ENSG00000079112.11
Q12866	ENSG00000153208.20
Q12870	ENSG00000125878.7
Q12872	ENSG00000061936.11
Q12873	ENSG00000170004.19
Q12874	ENSG00000183431.13
Q12879	ENSG00000183454.19
Q12882	ENSG00000188641.15
Q12884	ENSG00000078098.16
Q12887	ENSG00000006695.13
Q12888	ENSG00000067369.15
Q12889	ENSG00000085465.14
Q12891	ENSG00000068001.15
Q12893	ENSG00000126062.5
Q12894	ENSG00000214706.13
Q12899	ENSG00000137313.15
Q12899	ENSG00000231002.7
Q12899	ENSG00000234046.7
Q12899	ENSG00000228881.7
Q12899	ENSG00000231641.9
Q12899	ENSG00000226060.7
Q12899	ENSG00000230230.7
Q12899	ENSG00000234127.10
Q12901	ENSG00000204920.12
Q12904	ENSG00000164022.19
Q12905	ENSG00000143621.18
Q12906	ENSG00000129351.19
Q12907	ENSG00000169223.17
Q12908	ENSG00000125255.7
Q12912	ENSG00000118308.17
Q12913	ENSG00000149177.15
Q12918	ENSG00000111796.4
Q12923	ENSG00000163629.14
Q12926	ENSG00000107105.16
Q12929	ENSG00000151491.15
Q12931	ENSG00000126602.12
Q12933	ENSG00000127191.20
Q12934	ENSG00000125864.15
Q12946	ENSG00000103241.7
Q12947	ENSG00000137273.6
Q12948	ENSG00000054598.9
Q12950	ENSG00000170122.6
Q12951	ENSG00000168269.10
Q12952	ENSG00000176678.7
Q12955	ENSG00000151150.23
Q12959	ENSG00000075711.22
Q12962	ENSG00000166337.11
Q12965	ENSG00000157483.10
Q12967	ENSG00000160271.17
Q12968	ENSG00000072736.19
Q12972	ENSG00000117751.19
Q12974	ENSG00000184007.22
Q12979	ENSG00000159842.17
Q12979	ENSG00000276016.4
Q12979	ENSG00000278741.4
Q12980	ENSG00000103148.18
Q12981	ENSG00000113734.19
Q12982	ENSG00000140299.15
Q12983	ENSG00000176171.13
Q12986	ENSG00000086102.20
Q12988	ENSG00000169271.3
Q12996	ENSG00000176102.14
Q12999	ENSG00000135452.11
Q13002	ENSG00000164418.22
Q13003	ENSG00000163873.10
Q13007	ENSG00000162892.16
Q13009	ENSG00000156299.16
Q13011	ENSG00000104823.10
Q13011	ENSG00000282853.2
Q13015	ENSG00000213190.5
Q13017	ENSG00000100852.15
Q13018	ENSG00000153246.14
Q13021	ENSG00000144063.5
Q13023	ENSG00000151320.12
Q13029	ENSG00000116731.23
Q13033	ENSG00000196792.13
Q13042	ENSG00000130177.17
Q13043	ENSG00000101109.15
Q13045	ENSG00000177731.17
Q13045	ENSG00000284571.3
Q13046	ENSG00000221878.13
Q13049	ENSG00000119401.12
Q13057	ENSG00000068120.15
Q13061	ENSG00000186439.17
Q13064	ENSG00000179455.10
Q13075	ENSG00000249437.9
Q13075	ENSG00000278613.4
Q13077	ENSG00000056558.12
Q13084	ENSG00000086504.19
Q13085	ENSG00000275176.4
Q13085	ENSG00000278540.5
Q13087	ENSG00000185615.17
Q13093	ENSG00000146070.18
Q13094	ENSG00000043462.14
Q13098	ENSG00000169727.15
Q13099	ENSG00000032742.19
Q13103	ENSG00000072080.12
Q13105	ENSG00000116809.13
Q13106	ENSG00000179909.16
Q13107	ENSG00000114316.14
Q13111	ENSG00000167670.17
Q13112	ENSG00000159259.9
Q13113	ENSG00000162366.9
Q13114	ENSG00000131323.18
Q13115	ENSG00000120875.9
Q13117	ENSG00000205944.12
Q13118	ENSG00000155090.16
Q13123	ENSG00000113141.20
Q13126	ENSG00000099810.22
Q13127	ENSG00000084093.20
Q13129	ENSG00000117000.9
Q13131	ENSG00000132356.12
Q13133	ENSG00000025434.20
Q13136	ENSG00000131626.20
Q13136	ENSG00000288198.2
Q13137	ENSG00000136436.17
Q13144	ENSG00000145191.16
Q13145	ENSG00000095739.12
Q13148	ENSG00000120948.20
Q13151	ENSG00000177733.8
Q13153	ENSG00000149269.11
Q13155	ENSG00000106305.11
Q13156	ENSG00000204086.4
Q13158	ENSG00000168040.6
Q13162	ENSG00000123131.14
Q13163	ENSG00000137764.21
Q13164	ENSG00000166484.21
Q13177	ENSG00000180370.11
Q13183	ENSG00000007216.17
Q13185	ENSG00000122565.20
Q13188	ENSG00000104375.18
Q13190	ENSG00000162236.14
Q13191	ENSG00000114423.24
Q13200	ENSG00000175166.18
Q13201	ENSG00000138722.11
Q13202	ENSG00000184545.12
Q13202	ENSG00000278165.3
Q13202	ENSG00000273793.3
Q13202	ENSG00000291431.1
Q13203	ENSG00000133055.11
Q13206	ENSG00000178105.13
Q13207	ENSG00000121068.15
Q13214	ENSG00000012171.21
Q13216	ENSG00000049167.17
Q13217	ENSG00000102580.16
Q13219	ENSG00000182752.10
Q13224	ENSG00000273079.7
Q13227	ENSG00000132522.17
Q13227	ENSG00000288325.1
Q13228	ENSG00000143416.22
Q13231	ENSG00000133063.17
Q13232	ENSG00000103024.9
Q13233	ENSG00000095015.7
Q13237	ENSG00000138669.12
Q13239	ENSG00000155926.15
Q13241	ENSG00000134539.18
Q13242	ENSG00000111786.11
Q13243	ENSG00000100650.17
Q13247	ENSG00000124193.17
Q13253	ENSG00000183691.6
Q13255	ENSG00000152822.15
Q13257	ENSG00000164109.15
Q13258	ENSG00000168229.4
Q13261	ENSG00000134470.22
Q13263	ENSG00000130726.13
Q13268	ENSG00000100867.16
Q13275	ENSG00000001617.13
Q13277	ENSG00000166900.18
Q13283	ENSG00000145907.17
Q13285	ENSG00000136931.11
Q13286	ENSG00000188603.23
Q13286	ENSG00000261832.6
Q13287	ENSG00000123609.12
Q13291	ENSG00000117090.17
Q13296	ENSG00000110484.7
Q13303	ENSG00000069424.16
Q13304	ENSG00000144230.18
Q13308	ENSG00000112655.17
Q13309	ENSG00000145604.18
Q13310	ENSG00000090621.16
Q13315	ENSG00000149311.23
Q13316	ENSG00000152592.15
Q13319	ENSG00000171450.6
Q13322	ENSG00000106070.21
Q13323	ENSG00000100290.4
Q13324	ENSG00000106113.20
Q13325	ENSG00000152778.10
Q13326	ENSG00000102683.9
Q13330	ENSG00000182979.19
Q13332	ENSG00000105426.21
Q13336	ENSG00000141469.19
Q13342	ENSG00000079263.20
Q13347	ENSG00000084623.13
Q13349	ENSG00000156886.12
Q13351	ENSG00000105610.7
Q13352	ENSG00000142856.19
Q13356	ENSG00000100023.20
Q13360	ENSG00000188629.15
Q13360	ENSG00000270011.9
Q13361	ENSG00000197614.12
Q13362	ENSG00000078304.21
Q13363	ENSG00000159692.19
Q13367	ENSG00000103723.17
Q13368	ENSG00000161647.20
Q13370	ENSG00000152270.11
Q13371	ENSG00000136940.15
Q13387	ENSG00000008735.15
Q13393	ENSG00000075651.18
Q13394	ENSG00000180660.10
Q13395	ENSG00000059588.11
Q13398	ENSG00000121417.15
Q13402	ENSG00000137474.24
Q13404	ENSG00000244687.14
Q13405	ENSG00000149792.10
Q13409	ENSG00000077380.17
Q13409	ENSG00000292102.1
Q13410	ENSG00000124557.14
Q13410	ENSG00000292177.1
Q13415	ENSG00000085840.14
Q13416	ENSG00000115942.10
Q13418	ENSG00000166333.15
Q13421	ENSG00000102854.17
Q13422	ENSG00000185811.22
Q13423	ENSG00000112992.19
Q13424	ENSG00000101400.7
Q13425	ENSG00000168807.18
Q13426	ENSG00000152422.17
Q13427	ENSG00000138398.18
Q13428	ENSG00000070814.23
Q13432	ENSG00000109103.13
Q13433	ENSG00000141424.13
Q13435	ENSG00000087365.17
Q13438	ENSG00000135506.18
Q13439	ENSG00000144674.20
Q13442	ENSG00000106244.14
Q13443	ENSG00000168615.14
Q13444	ENSG00000143537.15
Q13445	ENSG00000099203.8
Q13449	ENSG00000185565.14
Q13451	ENSG00000096060.16
Q13454	ENSG00000104723.22
Q13459	ENSG00000099331.15
Q13461	ENSG00000186790.6
Q13464	ENSG00000067900.9
Q13467	ENSG00000163251.5
Q13469	ENSG00000101096.21
Q13470	ENSG00000174292.13
Q13470	ENSG00000283781.1
Q13472	ENSG00000177302.17
Q13472	ENSG00000284238.3
Q13474	ENSG00000102385.14
Q13477	ENSG00000099866.17
Q13478	ENSG00000115604.13
Q13480	ENSG00000109458.11
Q13485	ENSG00000141646.18
Q13487	ENSG00000104976.14
Q13488	ENSG00000110719.11
Q13489	ENSG00000023445.18
Q13490	ENSG00000110330.11
Q13491	ENSG00000046653.15
Q13492	ENSG00000073921.19
Q13495	ENSG00000013619.16
Q13496	ENSG00000171100.17
Q13501	ENSG00000161011.21
Q13501	ENSG00000284099.3
Q13503	ENSG00000152944.10
Q13505	ENSG00000173171.15
Q13506	ENSG00000138386.18
Q13507	ENSG00000138741.12
Q13508	ENSG00000156219.19
Q13509	ENSG00000258947.8
Q13510	ENSG00000104763.21
Q13515	ENSG00000170819.5
Q13516	ENSG00000205927.6
Q13519	ENSG00000168081.10
Q13520	ENSG00000086159.15
Q13522	ENSG00000135447.18
Q13523	ENSG00000112739.18
Q13526	ENSG00000127445.15
Q13530	ENSG00000132824.15
Q13535	ENSG00000175054.17
Q13541	ENSG00000187840.6
Q13542	ENSG00000148730.8
Q13546	ENSG00000137275.17
Q13547	ENSG00000116478.14
Q13554	ENSG00000058404.22
Q13555	ENSG00000148660.23
Q13557	ENSG00000145349.21
Q13561	ENSG00000175203.18
Q13562	ENSG00000162992.5
Q13563	ENSG00000118762.9
Q13564	ENSG00000159593.16
Q13568	ENSG00000128604.22
Q13569	ENSG00000139372.15
Q13571	ENSG00000162511.9
Q13572	ENSG00000100605.18
Q13572	ENSG00000274958.4
Q13573	ENSG00000100603.15
Q13574	ENSG00000149091.16
Q13576	ENSG00000145703.17
Q13585	ENSG00000102195.10
Q13586	ENSG00000167323.14
Q13588	ENSG00000154016.15
Q13591	ENSG00000112902.13
Q13595	ENSG00000164548.13
Q13596	ENSG00000028528.16
Q13601	ENSG00000111615.15
Q13606	ENSG00000167825.3
Q13607	ENSG00000213215.5
Q13607	ENSG00000284866.1
Q13608	ENSG00000124587.15
Q13609	ENSG00000163687.15
Q13610	ENSG00000136045.13
Q13613	ENSG00000063601.18
Q13614	ENSG00000087053.20
Q13615	ENSG00000100330.17
Q13616	ENSG00000055130.19
Q13617	ENSG00000108094.18
Q13618	ENSG00000036257.15
Q13619	ENSG00000139842.16
Q13620	ENSG00000158290.20
Q13621	ENSG00000074803.21
Q13625	ENSG00000143514.19
Q13627	ENSG00000157540.23
Q13630	ENSG00000104522.17
Q13630	ENSG00000278243.2
Q13634	ENSG00000145526.13
Q13635	ENSG00000185920.19
Q13636	ENSG00000168461.14
Q13637	ENSG00000118508.6
Q13639	ENSG00000164270.20
Q13641	ENSG00000146242.10
Q13641	ENSG00000283085.3
Q13642	ENSG00000022267.20
Q13643	ENSG00000183386.12
Q13651	ENSG00000110324.13
Q13671	ENSG00000174791.12
Q13683	ENSG00000135424.20
Q13685	ENSG00000127837.11
Q13686	ENSG00000100601.11
Q13698	ENSG00000081248.13
Q13702	ENSG00000165917.11
Q13705	ENSG00000114739.15
Q13724	ENSG00000115275.15
Q13733	ENSG00000132681.17
Q13740	ENSG00000170017.13
Q13751	ENSG00000196878.16
Q13753	ENSG00000058085.16
Q13761	ENSG00000020633.19
Q13769	ENSG00000100296.15
Q13772	ENSG00000266412.7
Q13790	ENSG00000175336.11
Q13794	ENSG00000141682.13
Q13795	ENSG00000101246.21
Q13796	ENSG00000146950.13
Q13797	ENSG00000144668.13
Q13797	ENSG00000291488.1
Q13813	ENSG00000197694.20
Q13822	ENSG00000136960.14
Q13823	ENSG00000134697.14
Q13825	ENSG00000148090.13
Q13829	ENSG00000109079.11
Q13835	ENSG00000081277.13
Q13838	ENSG00000215425.11
Q13838	ENSG00000198563.15
Q13838	ENSG00000225073.10
Q13838	ENSG00000225859.10
Q13838	ENSG00000229496.10
Q13838	ENSG00000235439.10
Q13838	ENSG00000230624.10
Q13867	ENSG00000108578.16
Q13868	ENSG00000130713.18
Q13873	ENSG00000204217.16
Q13875	ENSG00000168314.20
Q13882	ENSG00000101213.8
Q13884	ENSG00000172164.15
Q13885	ENSG00000137267.8
Q13886	ENSG00000119138.5
Q13887	ENSG00000102554.15
Q13888	ENSG00000145736.16
Q13888	ENSG00000276910.4
Q13888	ENSG00000275045.4
Q13889	ENSG00000111358.14
Q13895	ENSG00000112578.12
Q13901	ENSG00000197223.13
Q13905	ENSG00000107263.20
Q13907	ENSG00000067064.13
Q13936	ENSG00000151067.23
Q13936	ENSG00000285479.3
Q13938	ENSG00000105519.19
Q13939	ENSG00000185972.6
Q13946	ENSG00000205268.12
Q13950	ENSG00000124813.24
Q13951	ENSG00000067955.16
Q13952	ENSG00000066136.22
Q13956	ENSG00000139053.4
Q13972	ENSG00000058335.16
Q13976	ENSG00000185532.20
Q14002	ENSG00000007306.16
Q14003	ENSG00000131398.15
Q14004	ENSG00000065883.19
Q14005	ENSG00000172349.20
Q14008	ENSG00000175216.16
Q14011	ENSG00000099622.15
Q14012	ENSG00000134072.12
Q14019	ENSG00000103187.8
Q14028	ENSG00000070729.14
Q14031	ENSG00000197565.18
Q14032	ENSG00000136881.13
Q14032	ENSG00000276559.2
Q14050	ENSG00000092758.19
Q14055	ENSG00000049089.16
Q14061	ENSG00000138495.8
Q14088	ENSG00000134594.6
Q14093	ENSG00000155833.15
Q14094	ENSG00000118816.13
Q14103	ENSG00000138668.21
Q14106	ENSG00000183864.7
Q14108	ENSG00000138760.12
Q14112	ENSG00000087303.19
Q14114	ENSG00000157193.19
Q14116	ENSG00000150782.14
Q14117	ENSG00000147647.14
Q14118	ENSG00000173402.14
Q14119	ENSG00000136451.10
Q14123	ENSG00000154678.19
Q14126	ENSG00000046604.16
Q14129	ENSG00000183628.15
Q14129	ENSG00000278817.1
Q14134	ENSG00000137699.18
Q14135	ENSG00000144560.16
Q14137	ENSG00000261236.9
Q14139	ENSG00000110344.11
Q14140	ENSG00000179833.5
Q14141	ENSG00000125354.25
Q14142	ENSG00000106785.16
Q14145	ENSG00000079999.15
Q14146	ENSG00000135763.11
Q14147	ENSG00000134815.21
Q14149	ENSG00000159256.13
Q14151	ENSG00000130254.14
Q14152	ENSG00000107581.15
Q14153	ENSG00000189319.15
Q14154	ENSG00000081791.10
Q14155	ENSG00000102606.21
Q14156	ENSG00000132294.16
Q14157	ENSG00000143569.21
Q14159	ENSG00000164808.18
Q14160	ENSG00000180900.21
Q14160	ENSG00000274287.4
Q14161	ENSG00000139436.23
Q14162	ENSG00000074660.18
Q14162	ENSG00000276336.4
Q14164	ENSG00000263528.9
Q14165	ENSG00000110917.10
Q14166	ENSG00000100304.13
Q14168	ENSG00000108852.17
Q14181	ENSG00000014138.11
Q14183	ENSG00000149927.19
Q14184	ENSG00000272636.6
Q14185	ENSG00000150760.14
Q14186	ENSG00000198176.14
Q14188	ENSG00000114126.19
Q14190	ENSG00000159263.16
Q14191	ENSG00000165392.12
Q14192	ENSG00000115641.20
Q14194	ENSG00000072832.15
Q14195	ENSG00000113657.14
Q14197	ENSG00000167862.11
Q14201	ENSG00000154640.16
Q14202	ENSG00000147130.15
Q14203	ENSG00000204843.14
Q14204	ENSG00000197102.15
Q14206	ENSG00000172348.16
Q14207	ENSG00000149308.19
Q14209	ENSG00000007968.8
Q14209	ENSG00000282899.2
Q14210	ENSG00000167656.5
Q14213	ENSG00000105246.7
Q14232	ENSG00000111361.14
Q14240	ENSG00000156976.18
Q14241	ENSG00000011007.14
Q14242	ENSG00000110876.12
Q14244	ENSG00000135525.20
Q14246	ENSG00000174837.15
Q14247	ENSG00000085733.17
Q14247	ENSG00000288401.1
Q14249	ENSG00000167136.8
Q14254	ENSG00000132589.17
Q14257	ENSG00000117906.15
Q14258	ENSG00000121060.19
Q14264	ENSG00000213462.5
Q14289	ENSG00000120899.19
Q14296	ENSG00000164896.22
Q14314	ENSG00000127951.8
Q14315	ENSG00000128591.18
Q14318	ENSG00000105701.17
Q14320	ENSG00000071859.16
Q14324	ENSG00000086967.11
Q14330	ENSG00000125245.14
Q14331	ENSG00000109536.14
Q14331	ENSG00000275145.3
Q14331	ENSG00000283153.2
Q14331	ENSG00000283630.3
Q14332	ENSG00000180340.7
Q14344	ENSG00000120063.11
Q14353	ENSG00000130005.14
Q14376	ENSG00000117308.16
Q14390	ENSG00000100121.14
Q14392	ENSG00000137507.12
Q14393	ENSG00000183087.16
Q14406	ENSG00000204414.14
Q14409	ENSG00000229894.5
Q14410	ENSG00000196475.6
Q14416	ENSG00000164082.16
Q14432	ENSG00000172572.8
Q14435	ENSG00000115339.16
Q14439	ENSG00000166073.12
Q14442	ENSG00000100564.10
Q14444	ENSG00000135387.22
Q14449	ENSG00000115290.12
Q14451	ENSG00000141738.15
Q14457	ENSG00000126581.14
Q14469	ENSG00000114315.5
Q14493	ENSG00000163950.14
Q14494	ENSG00000082641.17
Q14498	ENSG00000131051.25
Q14500	ENSG00000184185.11
Q14507	ENSG00000181562.5
Q14508	ENSG00000101443.19
Q14511	ENSG00000111859.18
Q14512	ENSG00000137440.6
Q14515	ENSG00000152583.14
Q14517	ENSG00000083857.16
Q14520	ENSG00000148702.16
Q14524	ENSG00000183873.21
Q14525	ENSG00000131738.11
Q14525	ENSG00000263012.1
Q14525	ENSG00000292028.1
Q14526	ENSG00000177374.14
Q14527	ENSG00000071794.17
Q14532	ENSG00000108759.4
Q14533	ENSG00000205426.11
Q14534	ENSG00000104549.13
Q14541	ENSG00000164749.13
Q14542	ENSG00000174669.13
Q14549	ENSG00000164900.5
Q14554	ENSG00000065485.21
Q14558	ENSG00000161542.18
Q14562	ENSG00000067596.13
Q14563	ENSG00000075213.12
Q14565	ENSG00000100206.12
Q14566	ENSG00000076003.6
Q14571	ENSG00000123104.12
Q14573	ENSG00000096433.12
Q14574	ENSG00000134762.17
Q14576	ENSG00000196361.11
Q14582	ENSG00000123933.18
Q14584	ENSG00000174652.21
Q14585	ENSG00000251247.14
Q14586	ENSG00000185947.16
Q14587	ENSG00000090612.23
Q14588	ENSG00000263002.9
Q14590	ENSG00000159917.18
Q14592	ENSG00000197714.10
Q14593	ENSG00000198039.13
Q14596	ENSG00000188554.16
Q14623	ENSG00000163501.7
Q14624	ENSG00000055955.18
Q14626	ENSG00000137070.20
Q14627	ENSG00000123496.9
Q14641	ENSG00000120211.4
Q14642	ENSG00000068383.20
Q14643	ENSG00000150995.21
Q14644	ENSG00000185989.12
Q14644	ENSG00000280477.2
Q14651	ENSG00000120756.14
Q14653	ENSG00000126456.17
Q14654	ENSG00000187486.8
Q14656	ENSG00000177854.9
Q14657	ENSG00000196976.8
Q14667	ENSG00000007202.17
Q14669	ENSG00000153827.16
Q14671	ENSG00000134644.17
Q14674	ENSG00000135476.13
Q14676	ENSG00000137337.17
Q14676	ENSG00000206481.11
Q14676	ENSG00000224587.9
Q14676	ENSG00000225589.9
Q14676	ENSG00000234012.9
Q14676	ENSG00000231135.9
Q14676	ENSG00000228575.9
Q14676	ENSG00000237095.9
Q14677	ENSG00000113282.15
Q14678	ENSG00000107104.22
Q14679	ENSG00000135912.12
Q14680	ENSG00000165304.9
Q14681	ENSG00000180901.11
Q14683	ENSG00000072501.20
Q14684	ENSG00000160208.13
Q14686	ENSG00000198646.15
Q14687	ENSG00000131149.20
Q14689	ENSG00000160305.20
Q14690	ENSG00000148843.16
Q14691	ENSG00000101003.12
Q14692	ENSG00000165733.9
Q14693	ENSG00000134324.13
Q14694	ENSG00000103194.17
Q14696	ENSG00000117899.12
Q14697	ENSG00000089597.19
Q14699	ENSG00000131378.15
Q14703	ENSG00000140943.18
Q14714	ENSG00000123096.13
Q14721	ENSG00000158445.10
Q14722	ENSG00000169282.19
Q14728	ENSG00000109736.16
Q14738	ENSG00000112640.17
Q14739	ENSG00000143815.16
Q14746	ENSG00000135775.15
Q14749	ENSG00000124713.7
Q14761	ENSG00000213402.3
Q14764	ENSG00000013364.20
Q14765	ENSG00000138378.21
Q14766	ENSG00000049323.17
Q14767	ENSG00000119681.13
Q14773	ENSG00000105371.11
Q14774	ENSG00000136630.14
Q14781	ENSG00000173894.11
Q14789	ENSG00000173230.18
Q14790	ENSG00000064012.25
Q147U1	ENSG00000196605.8
Q147U7	ENSG00000214097.6
Q147X3	ENSG00000139977.15
Q14802	ENSG00000089356.20
Q14802	ENSG00000285526.1
Q14807	ENSG00000079616.15
Q14814	ENSG00000116604.20
Q14814	ENSG00000291761.1
Q14831	ENSG00000196277.17
Q14832	ENSG00000198822.12
Q14833	ENSG00000124493.15
Q14839	ENSG00000111642.17
Q14847	ENSG00000002834.20
Q14849	ENSG00000131748.17
Q14863	ENSG00000184271.18
Q14865	ENSG00000150347.17
Q14872	ENSG00000188786.11
Q14894	ENSG00000103316.13
Q14896	ENSG00000134571.12
Q14914	ENSG00000106853.21
Q14916	ENSG00000124568.13
Q14919	ENSG00000175550.8
Q14929	ENSG00000175787.19
Q14934	ENSG00000100968.14
Q14934	ENSG00000285485.2
Q14938	ENSG00000008441.19
Q14940	ENSG00000135740.18
Q14943	ENSG00000275434.5
Q14952	ENSG00000277657.2
Q14952	ENSG00000278306.1
Q14952	ENSG00000277163.2
Q14952	ENSG00000284039.3
Q14952	ENSG00000288487.1
Q14953	ENSG00000275047.1
Q14953	ENSG00000274739.1
Q14953	ENSG00000277650.1
Q14953	ENSG00000284217.3
Q14953	ENSG00000288206.1
Q14953	ENSG00000288357.1
Q14954	ENSG00000276327.1
Q14954	ENSG00000278304.1
Q14954	ENSG00000278120.1
Q14954	ENSG00000273603.1
Q14954	ENSG00000275421.1
Q14954	ENSG00000273517.1
Q14954	ENSG00000284560.3
Q14954	ENSG00000284150.3
Q14954	ENSG00000284120.3
Q14956	ENSG00000136235.18
Q14957	ENSG00000161509.15
Q14964	ENSG00000179331.3
Q14966	ENSG00000075292.21
Q14973	ENSG00000100652.6
Q14974	ENSG00000108424.12
Q14978	ENSG00000166197.18
Q14980	ENSG00000137497.20
Q14982	ENSG00000183715.15
Q14990	ENSG00000155087.4
Q14993	ENSG00000082293.13
Q14994	ENSG00000143257.14
Q14995	ENSG00000174738.15
Q14997	ENSG00000068878.16
Q14999	ENSG00000044090.14
Q149M9	ENSG00000188039.17
Q149N8	ENSG00000146414.18
Q14BN4	ENSG00000163681.18
Q14C86	ENSG00000165219.24
Q14C87	ENSG00000151952.16
Q14CB8	ENSG00000213390.12
Q14CB8	ENSG00000269891.2
Q14CM0	ENSG00000169933.17
Q14CN2	ENSG00000016602.10
Q14CN4	ENSG00000170486.11
Q14CS0	ENSG00000215114.11
Q14CW9	ENSG00000087152.17
Q14CX5	ENSG00000138111.15
Q14CX7	ENSG00000111300.11
Q14CZ0	ENSG00000182831.13
Q14CZ7	ENSG00000124279.13
Q14CZ8	ENSG00000165478.9
Q14D04	ENSG00000197415.13
Q14D33	ENSG00000188011.5
Q14D33	ENSG00000277949.2
Q14DG7	ENSG00000139364.11
Q15003	ENSG00000121152.11
Q15004	ENSG00000166803.15
Q15004	ENSG00000259316.12
Q15005	ENSG00000118363.14
Q15006	ENSG00000104412.9
Q15007	ENSG00000146457.17
Q15008	ENSG00000163636.12
Q15011	ENSG00000051108.16
Q15012	ENSG00000068697.8
Q15013	ENSG00000124688.15
Q15014	ENSG00000123562.19
Q15018	ENSG00000165660.9
Q15019	ENSG00000168385.19
Q15020	ENSG00000075856.13
Q15021	ENSG00000010292.14
Q15022	ENSG00000178691.13
Q15024	ENSG00000075914.14
Q15025	ENSG00000145901.19
Q15027	ENSG00000072818.13
Q15027	ENSG00000288169.1
Q15029	ENSG00000108883.14
Q15031	ENSG00000011376.13
Q15032	ENSG00000048991.19
Q15034	ENSG00000138641.20
Q15035	ENSG00000065308.6
Q15036	ENSG00000115234.12
Q15038	ENSG00000183283.17
Q15040	ENSG00000100221.12
Q15041	ENSG00000170540.17
Q15042	ENSG00000115839.21
Q15043	ENSG00000104635.16
Q15046	ENSG00000065427.16
Q15047	ENSG00000143379.14
Q15048	ENSG00000160959.9
Q15049	ENSG00000100427.17
Q15050	ENSG00000179041.4
Q15051	ENSG00000173226.18
Q15052	ENSG00000129675.17
Q15053	ENSG00000235750.11
Q15054	ENSG00000077514.10
Q15056	ENSG00000106682.16
Q15057	ENSG00000114331.17
Q15058	ENSG00000118193.13
Q15059	ENSG00000169925.18
Q15061	ENSG00000163811.13
Q15063	ENSG00000133110.16
Q15067	ENSG00000161533.13
Q15070	ENSG00000155463.15
Q15072	ENSG00000167635.13
Q15075	ENSG00000102189.18
Q15077	ENSG00000171631.17
Q15078	ENSG00000176749.10
Q15080	ENSG00000100365.16
Q15084	ENSG00000143870.14
Q15102	ENSG00000079462.9
Q15109	ENSG00000204305.17
Q15109	ENSG00000206320.12
Q15109	ENSG00000229058.10
Q15109	ENSG00000230514.11
Q15109	ENSG00000231268.9
Q15109	ENSG00000237405.10
Q15109	ENSG00000234729.9
Q15111	ENSG00000115896.17
Q15113	ENSG00000106333.14
Q15116	ENSG00000188389.13
Q15116	ENSG00000276977.3
Q15118	ENSG00000152256.15
Q15119	ENSG00000005882.13
Q15120	ENSG00000067992.18
Q15121	ENSG00000162734.14
Q15124	ENSG00000154330.14
Q15125	ENSG00000147155.12
Q15126	ENSG00000163344.7
Q15131	ENSG00000185324.23
Q15139	ENSG00000184304.17
Q15147	ENSG00000101333.20
Q15149	ENSG00000178209.18
Q15154	ENSG00000078674.21
Q15155	ENSG00000103512.17
Q15155	ENSG00000274779.4
Q15165	ENSG00000105854.14
Q15166	ENSG00000105852.12
Q15170	ENSG00000172465.15
Q15172	ENSG00000066027.13
Q15173	ENSG00000068971.15
Q15181	ENSG00000180817.13
Q15185	ENSG00000110958.17
Q15198	ENSG00000104213.14
Q15208	ENSG00000112079.11
Q15223	ENSG00000110400.11
Q15233	ENSG00000147140.18
Q15238	ENSG00000204941.14
Q15256	ENSG00000153233.13
Q15257	ENSG00000119383.22
Q15262	ENSG00000152894.16
Q15262	ENSG00000273993.4
Q15269	ENSG00000241945.9
Q15270	ENSG00000235608.2
Q15274	ENSG00000103485.20
Q15276	ENSG00000029725.18
